"","season","position","water_year","Node","Probability_Threshold","value","Species","Life_Stage","Hydraulic"
"1","non_critical","LOB",2010,"GLEN","Low",32.7548806941432,"Willow","Seedling","Depth"
"2","critical","LOB",2010,"GLEN","Low",32.7548806941432,"Willow","Seedling","Depth"
"3","non_critical","LOB",2011,"GLEN","Low",5.35063752276867,"Willow","Seedling","Depth"
"4","critical","LOB",2011,"GLEN","Low",5.35063752276867,"Willow","Seedling","Depth"
"5","non_critical","LOB",2012,"GLEN","Low",7.67123287671233,"Willow","Seedling","Depth"
"6","critical","LOB",2012,"GLEN","Low",7.67123287671233,"Willow","Seedling","Depth"
"7","non_critical","LOB",2013,"GLEN","Low",2.15753424657534,"Willow","Seedling","Depth"
"8","critical","LOB",2013,"GLEN","Low",2.15753424657534,"Willow","Seedling","Depth"
"9","non_critical","LOB",2014,"GLEN","Low",3.88127853881279,"Willow","Seedling","Depth"
"10","critical","LOB",2014,"GLEN","Low",3.88127853881279,"Willow","Seedling","Depth"
"11","non_critical","LOB",2015,"GLEN","Low",3.14207650273224,"Willow","Seedling","Depth"
"12","critical","LOB",2015,"GLEN","Low",3.14207650273224,"Willow","Seedling","Depth"
"13","non_critical","LOB",2016,"GLEN","Low",14.634703196347,"Willow","Seedling","Depth"
"14","critical","LOB",2016,"GLEN","Low",14.634703196347,"Willow","Seedling","Depth"
"15","non_critical","MC",2010,"GLEN","Low",4.00730677017924,"Willow","Seedling","Depth"
"16","critical","MC",2010,"GLEN","Low",4.00730677017924,"Willow","Seedling","Depth"
"17","non_critical","MC",2011,"GLEN","Low",1.38888888888889,"Willow","Seedling","Depth"
"18","critical","MC",2011,"GLEN","Low",1.38888888888889,"Willow","Seedling","Depth"
"19","non_critical","MC",2012,"GLEN","Low",1.55251141552511,"Willow","Seedling","Depth"
"20","critical","MC",2012,"GLEN","Low",1.55251141552511,"Willow","Seedling","Depth"
"21","non_critical","MC",2013,"GLEN","Low",0.856164383561644,"Willow","Seedling","Depth"
"22","critical","MC",2013,"GLEN","Low",0.856164383561644,"Willow","Seedling","Depth"
"23","non_critical","MC",2014,"GLEN","Low",1.39269406392694,"Willow","Seedling","Depth"
"24","critical","MC",2014,"GLEN","Low",1.39269406392694,"Willow","Seedling","Depth"
"25","non_critical","MC",2015,"GLEN","Low",1.02459016393443,"Willow","Seedling","Depth"
"26","critical","MC",2015,"GLEN","Low",1.02459016393443,"Willow","Seedling","Depth"
"27","non_critical","MC",2016,"GLEN","Low",2.99086757990868,"Willow","Seedling","Depth"
"28","critical","MC",2016,"GLEN","Low",2.99086757990868,"Willow","Seedling","Depth"
"29","non_critical","ROB",2010,"GLEN","Low",9.27046466491609,"Willow","Seedling","Depth"
"30","critical","ROB",2010,"GLEN","Low",9.27046466491609,"Willow","Seedling","Depth"
"31","non_critical","ROB",2011,"GLEN","Low",2.10610200364299,"Willow","Seedling","Depth"
"32","critical","ROB",2011,"GLEN","Low",2.10610200364299,"Willow","Seedling","Depth"
"33","non_critical","ROB",2012,"GLEN","Low",2.70547945205479,"Willow","Seedling","Depth"
"34","critical","ROB",2012,"GLEN","Low",2.70547945205479,"Willow","Seedling","Depth"
"35","non_critical","ROB",2013,"GLEN","Low",1.23287671232877,"Willow","Seedling","Depth"
"36","critical","ROB",2013,"GLEN","Low",1.23287671232877,"Willow","Seedling","Depth"
"37","non_critical","ROB",2014,"GLEN","Low",2.1689497716895,"Willow","Seedling","Depth"
"38","critical","ROB",2014,"GLEN","Low",2.1689497716895,"Willow","Seedling","Depth"
"39","non_critical","ROB",2015,"GLEN","Low",1.74180327868852,"Willow","Seedling","Depth"
"40","critical","ROB",2015,"GLEN","Low",1.74180327868852,"Willow","Seedling","Depth"
"41","non_critical","ROB",2016,"GLEN","Low",4.38356164383562,"Willow","Seedling","Depth"
"42","critical","ROB",2016,"GLEN","Low",4.38356164383562,"Willow","Seedling","Depth"
"43","non_critical","LOB",2010,"GLEN","Medium",99.9771663431899,"Willow","Seedling","Depth"
"44","critical","LOB",2010,"GLEN","Medium",99.9771663431899,"Willow","Seedling","Depth"
"45","non_critical","LOB",2011,"GLEN","Medium",99.5332422586521,"Willow","Seedling","Depth"
"46","critical","LOB",2011,"GLEN","Medium",99.5332422586521,"Willow","Seedling","Depth"
"47","non_critical","LOB",2012,"GLEN","Medium",99.9543378995434,"Willow","Seedling","Depth"
"48","critical","LOB",2012,"GLEN","Medium",99.9543378995434,"Willow","Seedling","Depth"
"49","non_critical","LOB",2013,"GLEN","Medium",99.9086757990868,"Willow","Seedling","Depth"
"50","critical","LOB",2013,"GLEN","Medium",99.9086757990868,"Willow","Seedling","Depth"
"51","non_critical","LOB",2014,"GLEN","Medium",99.0867579908676,"Willow","Seedling","Depth"
"52","critical","LOB",2014,"GLEN","Medium",99.0867579908676,"Willow","Seedling","Depth"
"53","non_critical","LOB",2015,"GLEN","Medium",95.2527322404372,"Willow","Seedling","Depth"
"54","critical","LOB",2015,"GLEN","Medium",95.2527322404372,"Willow","Seedling","Depth"
"55","non_critical","LOB",2016,"GLEN","Medium",96.5867579908676,"Willow","Seedling","Depth"
"56","critical","LOB",2016,"GLEN","Medium",96.5867579908676,"Willow","Seedling","Depth"
"57","non_critical","MC",2010,"GLEN","Medium",4.94348669939491,"Willow","Seedling","Depth"
"58","critical","MC",2010,"GLEN","Medium",4.94348669939491,"Willow","Seedling","Depth"
"59","non_critical","MC",2011,"GLEN","Medium",1.52550091074681,"Willow","Seedling","Depth"
"60","critical","MC",2011,"GLEN","Medium",1.52550091074681,"Willow","Seedling","Depth"
"61","non_critical","MC",2012,"GLEN","Medium",1.7351598173516,"Willow","Seedling","Depth"
"62","critical","MC",2012,"GLEN","Medium",1.7351598173516,"Willow","Seedling","Depth"
"63","non_critical","MC",2013,"GLEN","Medium",0.93607305936073,"Willow","Seedling","Depth"
"64","critical","MC",2013,"GLEN","Medium",0.93607305936073,"Willow","Seedling","Depth"
"65","non_critical","MC",2014,"GLEN","Medium",1.59817351598174,"Willow","Seedling","Depth"
"66","critical","MC",2014,"GLEN","Medium",1.59817351598174,"Willow","Seedling","Depth"
"67","non_critical","MC",2015,"GLEN","Medium",1.19535519125683,"Willow","Seedling","Depth"
"68","critical","MC",2015,"GLEN","Medium",1.19535519125683,"Willow","Seedling","Depth"
"69","non_critical","MC",2016,"GLEN","Medium",3.20776255707763,"Willow","Seedling","Depth"
"70","critical","MC",2016,"GLEN","Medium",3.20776255707763,"Willow","Seedling","Depth"
"71","non_critical","ROB",2010,"GLEN","Medium",11.1884918369677,"Willow","Seedling","Depth"
"72","critical","ROB",2010,"GLEN","Medium",11.1884918369677,"Willow","Seedling","Depth"
"73","non_critical","ROB",2011,"GLEN","Medium",2.39071038251366,"Willow","Seedling","Depth"
"74","critical","ROB",2011,"GLEN","Medium",2.39071038251366,"Willow","Seedling","Depth"
"75","non_critical","ROB",2012,"GLEN","Medium",3.41324200913242,"Willow","Seedling","Depth"
"76","critical","ROB",2012,"GLEN","Medium",3.41324200913242,"Willow","Seedling","Depth"
"77","non_critical","ROB",2013,"GLEN","Medium",1.42694063926941,"Willow","Seedling","Depth"
"78","critical","ROB",2013,"GLEN","Medium",1.42694063926941,"Willow","Seedling","Depth"
"79","non_critical","ROB",2014,"GLEN","Medium",2.46575342465753,"Willow","Seedling","Depth"
"80","critical","ROB",2014,"GLEN","Medium",2.46575342465753,"Willow","Seedling","Depth"
"81","non_critical","ROB",2015,"GLEN","Medium",2.04918032786885,"Willow","Seedling","Depth"
"82","critical","ROB",2015,"GLEN","Medium",2.04918032786885,"Willow","Seedling","Depth"
"83","non_critical","ROB",2016,"GLEN","Medium",5.09132420091324,"Willow","Seedling","Depth"
"84","critical","ROB",2016,"GLEN","Medium",5.09132420091324,"Willow","Seedling","Depth"
"85","non_critical","LOB",2010,"GLEN","High",100,"Willow","Seedling","Depth"
"86","critical","LOB",2010,"GLEN","High",100,"Willow","Seedling","Depth"
"87","non_critical","LOB",2011,"GLEN","High",100,"Willow","Seedling","Depth"
"88","critical","LOB",2011,"GLEN","High",100,"Willow","Seedling","Depth"
"89","non_critical","LOB",2012,"GLEN","High",100,"Willow","Seedling","Depth"
"90","critical","LOB",2012,"GLEN","High",100,"Willow","Seedling","Depth"
"91","non_critical","LOB",2013,"GLEN","High",100,"Willow","Seedling","Depth"
"92","critical","LOB",2013,"GLEN","High",100,"Willow","Seedling","Depth"
"93","non_critical","LOB",2014,"GLEN","High",100,"Willow","Seedling","Depth"
"94","critical","LOB",2014,"GLEN","High",100,"Willow","Seedling","Depth"
"95","non_critical","LOB",2015,"GLEN","High",100,"Willow","Seedling","Depth"
"96","critical","LOB",2015,"GLEN","High",100,"Willow","Seedling","Depth"
