"","water_year","Annual","Seasonal","season","position"
"1",2010,2.31761616622902,3.40082563396894,"non_critical","MC"
"2",2010,2.31761616622902,0.816993464052288,"critcal","MC"
"3",2011,5.55555555555556,7.92253521126761,"non_critical","MC"
"4",2011,5.55555555555556,2.260348583878,"critcal","MC"
"5",2012,5.35388127853881,8.78537735849057,"non_critical","MC"
"6",2012,5.35388127853881,0.599128540305011,"critcal","MC"
"7",2013,1.21004566210046,1.2185534591195,"non_critical","MC"
"8",2013,1.21004566210046,1.19825708061002,"critcal","MC"
"9",2014,1.1986301369863,1.92610062893082,"non_critical","MC"
"10",2014,1.1986301369863,0.190631808278867,"critcal","MC"
"11",2015,0.52367941712204,0.880281690140845,"non_critical","MC"
"12",2015,0.52367941712204,0.0272331154684096,"critcal","MC"
"13",2016,3.32191780821918,5.60141509433962,"non_critical","MC"
"14",2016,3.32191780821918,0.163398692810458,"critcal","MC"
