"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",0,0,0,"SAS","Adult","Depth","F37B_High"
"2",3369.2626953125,3369.2626953125,3369.2626953125,"SAS","Adult","Depth","F37B_High"
"3",NA,NA,NA,"SAS","Adult","Depth","F37B_High"
"4",NA,NA,NA,"SAS","Adult","Depth","F37B_High"
"5",NA,69.2292223527452,NA,"SAS","Adult","Depth","F37B_High"
"6",NA,530.282396929197,NA,"SAS","Adult","Depth","F37B_High"
"7",NA,NA,NA,"SAS","Adult","Depth","F37B_High"
"8",NA,NA,NA,"SAS","Adult","Depth","F37B_High"
"9",NA,121.006804511102,NA,"SAS","Adult","Depth","F37B_High"
"10",NA,418.194701951108,NA,"SAS","Adult","Depth","F37B_High"
"11",NA,NA,NA,"SAS","Adult","Depth","F37B_High"
"12",NA,NA,NA,"SAS","Adult","Depth","F37B_High"
