"","Thresh","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q <= newx1a","sp_w_LOB","Willow","Adult","StreamPower","GLEN"
"2","Q <= newx1a","sp_w_MC","Willow","Adult","StreamPower","GLEN"
"3","Q <= newx1a","sp_w_ROB","Willow","Adult","StreamPower","GLEN"
