"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",1541.11832778392,7488.50447943586,1298.88759537648,"SAS","Adult","Velocity","GLEN"
"2",NA,NA,NA,"SAS","Adult","Velocity","GLEN"
"3",NA,NA,NA,"SAS","Adult","Velocity","GLEN"
"4",NA,NA,NA,"SAS","Adult","Velocity","GLEN"
"5",1012.76912685339,97.853924043173,52.5535704391915,"SAS","Adult","Velocity","GLEN"
"6",NA,300.149409598475,947.587890322291,"SAS","Adult","Velocity","GLEN"
"7",NA,394.725296373516,NA,"SAS","Adult","Velocity","GLEN"
"8",NA,5687.88283489146,NA,"SAS","Adult","Velocity","GLEN"
"9",60.3650855401308,178.736174324194,126.871499903535,"SAS","Adult","Velocity","GLEN"
"10",666.008196548075,299.913644061749,695.389678020302,"SAS","Adult","Velocity","GLEN"
"11",NA,912.494537794903,NA,"SAS","Adult","Velocity","GLEN"
"12",NA,4329.4976355796,NA,"SAS","Adult","Velocity","GLEN"
