"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",481.625634934629,477.165380106991,2796.89848881434,"Typha","Seedling","Depth","F57C"
"2",NA,NA,NA,"Typha","Seedling","Depth","F57C"
"3",NA,NA,NA,"Typha","Seedling","Depth","F57C"
"4",NA,NA,NA,"Typha","Seedling","Depth","F57C"
"5",243.184210825391,247.48183304373,1950.55936750653,"Typha","Seedling","Depth","F57C"
"6",NA,NA,NA,"Typha","Seedling","Depth","F57C"
"7",NA,NA,NA,"Typha","Seedling","Depth","F57C"
"8",NA,NA,NA,"Typha","Seedling","Depth","F57C"
"9",NA,NA,NA,"Typha","Seedling","Depth","F57C"
"10",NA,NA,NA,"Typha","Seedling","Depth","F57C"
"11",NA,NA,NA,"Typha","Seedling","Depth","F57C"
"12",NA,NA,NA,"Typha","Seedling","Depth","F57C"
