"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",8467.52904728124,0.456932945413426,13021.9276669315,"SAS","Adult","Velocity","LA20_2"
"2",15048.7410811067,97.7792686030703,27310.5307057556,"SAS","Adult","Velocity","LA20_2"
"3",NA,NA,NA,"SAS","Adult","Velocity","LA20_2"
"4",NA,NA,NA,"SAS","Adult","Velocity","LA20_2"
"5",9157.43981317303,2.6226252213622,14290.7479548513,"SAS","Adult","Velocity","LA20_2"
"6",13577.4777853902,66.2984793762502,23706.1269107124,"SAS","Adult","Velocity","LA20_2"
"7",NA,NA,NA,"SAS","Adult","Velocity","LA20_2"
"8",NA,NA,NA,"SAS","Adult","Velocity","LA20_2"
"9",9803.82972735627,6.4986989752265,15497.9706039111,"SAS","Adult","Velocity","LA20_2"
"10",12597.1033148612,45.5229811686586,21079.1390736302,"SAS","Adult","Velocity","LA20_2"
"11",NA,NA,NA,"SAS","Adult","Velocity","LA20_2"
"12",NA,NA,NA,"SAS","Adult","Velocity","LA20_2"
