"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",62.577335357666,62.577335357666,62.577335357666,"SAS","Adult","Depth","F319"
"2",49845.44921875,49845.44921875,49845.44921875,"SAS","Adult","Depth","F319"
"3",NA,NA,NA,"SAS","Adult","Depth","F319"
"4",NA,NA,NA,"SAS","Adult","Depth","F319"
"5",NA,653.476813848818,NA,"SAS","Adult","Depth","F319"
"6",NA,3888.97441910344,NA,"SAS","Adult","Depth","F319"
"7",NA,NA,NA,"SAS","Adult","Depth","F319"
"8",NA,NA,NA,"SAS","Adult","Depth","F319"
"9",NA,1079.53712008998,NA,"SAS","Adult","Depth","F319"
"10",NA,3169.37855415689,NA,"SAS","Adult","Depth","F319"
"11",NA,NA,NA,"SAS","Adult","Depth","F319"
"12",NA,NA,NA,"SAS","Adult","Depth","F319"
