"Max_Temp","Mean_Max_Temp","Min_Temp","Mean_Temp","Node","WeekDate"
30.5306,29.0171,20.2183,24.1768452380952,"F300",20160605
31.7493,28.1860571428571,17.8441,22.8149154761905,"F300",20160611
34.4048,32.6192285714286,19.6803,26.8377303571429,"F300",20160618
33.7383,32.0337142857143,21.2286,26.8599589285714,"F300",20160625
30.6427,29.7937857142857,21.115,25.2529857142857,"F300",20160702
31.2776,30.5274714285714,20.4091,25.6562386904762,"F300",20160709
31.3304,30.5821428571429,19.405,25.0425595238095,"F300",20160716
31.225,30.2206714285714,18.1238,24.4426410714286,"F300",20160723
30.0652,29.4207285714286,18.292,24.271919047619,"F300",20160730
30.9197,29.3788857142857,18.7572,24.1216976190476,"F300",20160806
31.199,30.115875,17.6737,24.1189833333333,"F300",20160813
