yyyymmdd,Hr:Min:Sec,LA20,LA_20_2,F300,LA14,LA13,GLEN,LA11,F57C
20160616,23:00:00,23.19,24.7904,20.1572,19.5069,19.4275,19.3821,19.2865,19.2406
20160617,0:00:00,22.94,24.4458,19.1651,18.4248,18.3362,18.2862,18.1839,18.134
20160617,1:00:00,22.84,24.4223,19.0911,18.3804,18.3036,18.2632,18.1932,18.1708
20160617,2:00:00,22.64,24.379,18.9009,18.1858,18.1113,18.0731,18.0117,17.9967
20160617,3:00:00,22.55,24.4072,18.9044,18.2085,18.1427,18.1118,18.076,18.0832
20160617,4:00:00,22.45,24.3968,18.8429,18.1614,18.1024,18.0771,18.0603,18.0016
20160617,5:00:00,22.24,24.3044,18.4872,17.7037,17.6131,17.5629,17.4645,17.4186
20160617,6:00:00,22.13,24.2127,18.2081,17.3422,17.2232,17.1504,16.9765,16.8671
20160617,7:00:00,22.44,26.0806,23.4073,23.351,23.3651,23.3759,23.4026,23.4264
20160617,8:00:00,22.48,26.6204,25.2164,25.5206,25.5876,25.6294,25.7195,25.7752
20160617,9:00:00,22.81,27.1674,26.9055,27.4363,27.5355,27.5967,27.7284,27.8082
20160617,10:00:00,22.96,27.8045,28.548,29.3186,29.4647,29.557,29.7667,29.8964
20160617,11:00:00,23.25,28.2116,29.5337,30.3736,30.5303,30.6288,30.8512,30.9878
20160617,12:00:00,23.41,28.4434,30.0889,31.0054,31.1833,31.2973,31.5631,31.7307
20160617,13:00:00,23.62,28.5486,30.3535,31.2851,31.4693,31.5881,31.8688,32.0479
20160617,14:00:00,23.68,28.4581,30.1471,30.9809,31.1381,31.2367,31.4576,31.5932
20160617,15:00:00,23.87,28.5283,30.329,31.1614,31.3173,31.4148,31.6314,31.7637
20160617,16:00:00,24.03,28.4328,30.1338,30.8905,31.0277,31.1119,31.2918,31.3992
20160617,17:00:00,24.17,28.2693,29.7939,30.4613,30.5745,30.6412,30.7709,30.8426
20160617,18:00:00,24.28,27.9753,29.1737,29.7597,29.8571,29.9134,30.0174,30.0724
20160617,19:00:00,24.28,25.8987,24.8021,25.2726,25.3983,25.4846,25.7094,25.8639
20160617,20:00:00,24.47,24.7982,20.8885,20.2449,20.1519,20.0944,19.958,19.8828
20160617,21:00:00,24.48,24.8923,21.1129,20.4897,20.3934,20.3315,20.1726,20.0727
20160617,22:00:00,24.28,24.8811,20.9767,20.3611,20.2697,20.2119,20.0672,19.9786
20160617,23:00:00,24.18,24.8304,20.7881,20.166,20.0774,20.0227,19.8916,19.8165
20160618,0:00:00,23.92,24.8782,19.7152,18.9553,18.8534,18.792,18.6506,18.5704
20160618,1:00:00,23.82,24.8797,19.6584,18.9011,18.8009,18.741,18.6045,18.528
20160618,2:00:00,23.63,24.8739,19.544,18.781,18.6814,18.6222,18.488,18.4128
20160618,3:00:00,23.43,24.891,19.4861,18.7287,18.6327,18.5764,18.4517,18.3834
20160618,4:00:00,23.34,24.9224,19.4994,18.7653,18.6799,18.6324,18.538,18.4953
20160618,5:00:00,23.13,24.8349,19.1786,18.3682,18.2588,18.1924,18.0357,17.9407
20160618,6:00:00,23.02,24.7513,18.926,18.0849,17.9679,17.8959,17.723,17.6168
20160618,7:00:00,23.15,26.2285,22.5869,22.1348,22.0777,22.044,21.9694,21.9385
20160618,8:00:00,23.19,26.8201,24.8689,25.1452,25.2376,25.3041,25.4891,25.6285
20160618,9:00:00,23.64,27.5411,27.1884,27.8899,28.0595,28.1763,28.4861,28.7047
20160618,10:00:00,23.68,28.1084,28.7187,29.6909,29.9162,30.0705,30.4768,30.7581
20160618,11:00:00,23.91,28.6171,30.0029,31.129,31.3852,31.5603,32.0195,32.3353
20160618,12:00:00,24.17,29.2804,31.4656,32.7748,33.0723,33.2761,33.8112,34.1783
20160618,13:00:00,24.45,29.3016,31.4398,32.5548,32.7961,32.9581,33.3686,33.645
20160618,14:00:00,24.65,29.4202,31.7493,32.9087,33.1633,33.3347,33.7716,34.0666
20160618,15:00:00,24.80,29.3045,31.5303,32.6066,32.8373,32.991,33.3758,33.633
20160618,16:00:00,25.06,29.3361,31.6452,32.6912,32.9105,33.0553,33.4124,33.649
20160618,17:00:00,25.29,29.1375,31.2692,32.2346,32.4358,32.5684,32.8941,33.1109
20160618,18:00:00,25.87,28.8351,30.7726,31.6158,31.7886,31.9015,32.176,32.3596
20160618,19:00:00,25.61,26.7982,26.4989,27.1329,27.2942,27.4056,27.6997,27.9054
20160618,20:00:00,25.37,25.4237,21.8052,21.1835,21.0865,21.0241,20.8666,20.7729
20160618,21:00:00,25.47,25.3998,21.7729,21.1551,21.0603,21.0002,20.8525,20.7689
20160618,22:00:00,25.27,25.3734,21.6125,20.9988,20.9082,20.8518,20.7166,20.643
20160618,23:00:00,25.17,25.3572,21.5062,20.8842,20.7919,20.7343,20.5956,20.5189
20160619,0:00:00,24.91,24.9427,20.379,19.663,19.5596,19.4956,19.3435,19.2567
20160619,1:00:00,24.81,24.927,20.2748,19.5428,19.4349,19.3676,19.2049,19.1095
20160619,2:00:00,24.61,24.9202,20.1564,19.4076,19.2963,19.2265,19.0553,18.9515
20160619,3:00:00,24.52,24.9493,20.1948,19.4672,19.3616,19.2957,19.1349,19.0372
20160619,4:00:00,24.32,24.9056,19.9729,19.2119,19.0999,19.0298,18.8572,18.7505
20160619,5:00:00,24.12,24.8799,19.7769,18.9621,18.835,18.7532,18.5436,18.4064
20160619,6:00:00,24.02,24.8752,19.6803,18.8085,18.6608,18.5625,18.2975,18.1142
20160619,7:00:00,24.25,26.889,25.2865,25.4884,25.5643,25.6202,25.7816,25.9109
20160619,8:00:00,24.30,27.5209,27.3657,28.134,28.3291,28.4667,28.8458,29.1212
20160619,9:00:00,24.55,28.2541,29.3263,30.4327,30.6967,30.8809,31.3811,31.736
20160619,10:00:00,24.78,28.8855,30.8202,32.1456,32.4578,32.6752,33.2633,33.6772
20160619,11:00:00,24.92,29.4728,32.031,33.4787,33.8164,34.0509,34.6803,35.1198
20160619,12:00:00,25.08,29.7433,32.5769,34.0876,34.4431,34.6905,35.3562,35.8217
20160619,13:00:00,25.32,29.9888,33.0674,34.6292,35.0004,35.2593,35.9586,36.4487
20160619,14:00:00,25.59,29.9795,33.0852,34.6157,34.982,35.2379,35.9299,36.416
20160619,15:00:00,25.96,30.0565,33.2959,34.8077,35.1689,35.4209,36.1019,36.5807
20160619,16:00:00,26.18,29.8347,32.9225,34.3383,34.6751,34.9098,35.5424,35.9879
20160619,17:00:00,27.25,29.7474,32.9468,34.1714,34.4514,34.6442,35.1554,35.5156
20160619,18:00:00,27.74,29.4031,32.4404,33.5075,33.7459,33.9089,34.3376,34.6413
20160619,19:00:00,26.80,27.0894,27.6485,28.4803,28.6988,28.8532,29.2793,29.5869
20160619,20:00:00,26.46,25.5416,22.6968,22.1835,22.1077,22.0609,21.9531,21.9044
20160619,21:00:00,25.77,25.4557,22.0692,21.4426,21.339,21.2713,21.097,20.9919
20160619,22:00:00,25.86,25.4021,21.989,21.4087,21.3243,21.2729,21.1576,21.1057
20160619,23:00:00,25.97,25.4898,22.2359,21.6491,21.5503,21.4854,21.3171,21.2151
20160620,0:00:00,25.92,25.202,21.5762,20.9675,20.8669,20.8004,20.6228,20.5068
20160620,1:00:00,25.82,25.1567,21.3706,20.7061,20.5925,20.5168,20.3128,20.177
20160620,2:00:00,25.72,25.1581,21.3383,20.7055,20.6039,20.5375,20.3641,20.253
20160620,3:00:00,25.62,25.1394,21.2322,20.5827,20.4767,20.4072,20.2238,20.1045
20160620,4:00:00,25.42,25.1163,21.0757,20.4232,20.3202,20.2535,20.0806,19.97
20160620,5:00:00,25.22,25.0867,20.8959,20.2137,20.103,20.0304,19.8386,19.7123
20160620,6:00:00,25.12,25.0755,20.8329,20.1458,20.0313,19.9552,19.7504,19.6129
20160620,7:00:00,25.34,26.989,26.1087,26.4825,26.6052,26.6969,26.9718,27.1926
20160620,8:00:00,25.41,27.8815,28.6292,29.5659,29.8025,29.9705,30.4398,30.7842
20160620,9:00:00,25.69,28.8354,30.924,32.2416,32.5586,32.7815,33.3941,33.8331
20160620,10:00:00,25.87,29.645,32.4834,33.9747,34.3286,34.5768,35.2537,35.7336
20160620,11:00:00,26.00,29.8538,32.9168,34.4279,34.7855,35.0355,35.7139,36.1931
20160620,12:00:00,26.16,30.1373,33.4207,34.9371,35.2947,35.544,36.2171,36.6908
20160620,13:00:00,26.26,30.1849,33.5286,35.0318,35.3882,35.6365,36.3066,36.7782
20160620,14:00:00,26.49,30.4341,33.9829,35.5406,35.9123,36.1721,36.8753,37.3714
20160620,15:00:00,26.71,30.646,34.4048,36.0229,36.411,36.6827,37.4205,37.942
20160620,16:00:00,26.88,30.182,33.6716,35.1761,35.5391,35.7935,36.4864,36.9783
20160620,17:00:00,27.10,29.9258,33.2737,34.692,35.0338,35.2733,35.9261,36.3913
20160620,18:00:00,27.10,29.4123,32.3547,33.6592,33.9772,34.2008,34.8145,35.2556
20160620,19:00:00,27.18,27.1007,27.877,28.8402,29.1029,29.2917,29.8264,30.2181
20160620,20:00:00,26.77,25.6444,23.1994,22.8251,22.7828,22.7599,22.7209,22.7226
20160620,21:00:00,26.77,25.635,23.0771,22.6388,22.5772,22.5396,22.4545,22.4189
20160620,22:00:00,26.68,25.6468,23.028,22.5841,22.5194,22.4792,22.3844,22.3396
20160620,23:00:00,26.88,25.6941,23.2401,22.8249,22.7616,22.7215,22.6234,22.5743
20160621,0:00:00,27.03,25.8738,22.6776,22.1851,22.1136,22.0687,21.9589,21.8995
20160621,1:00:00,26.83,25.8363,22.4656,21.9552,21.8828,21.8379,21.7306,21.6742
20160621,2:00:00,26.83,25.8343,22.4309,21.9157,21.8444,21.8009,21.6999,21.6501
20160621,3:00:00,26.64,25.8648,22.3924,21.8765,21.8064,21.7639,21.6653,21.6159
20160621,4:00:00,26.54,25.8794,22.3896,21.8826,21.8144,21.773,21.6763,21.627
20160621,5:00:00,26.42,25.7561,22.0615,21.5193,21.4432,21.3963,21.285,21.2263
20160621,6:00:00,26.22,25.6937,21.8035,21.2476,21.1735,21.1291,21.0293,20.9819
20160621,7:00:00,26.39,27.3928,26.1516,26.0918,26.0864,26.0824,26.0686,26.0739
20160621,8:00:00,26.39,27.9441,27.7682,28.0134,28.0545,28.0781,28.1212,28.1549
20160621,9:00:00,26.71,28.6778,29.6616,30.1666,30.2518,30.3033,30.4112,30.4839
20160621,10:00:00,26.84,29.3509,31.2108,31.9828,32.1279,32.2208,32.4393,32.5865
20160621,11:00:00,26.95,29.8798,32.2306,33.0521,33.2004,33.2937,33.5047,33.6427
20160621,12:00:00,27.18,30.0756,32.4751,33.2006,33.3249,33.4012,33.5653,33.6726
20160621,13:00:00,27.24,29.917,32.1592,32.7222,32.8006,32.8428,32.9068,32.9423
20160621,14:00:00,27.33,29.9338,32.2417,32.7749,32.8417,32.8745,32.9079,32.9197
20160621,15:00:00,27.49,29.8433,32.1306,32.6138,32.6664,32.6886,32.6905,32.6795
20160621,16:00:00,27.67,29.7841,31.9727,32.3633,32.3916,32.3966,32.3519,32.3103
20160621,17:00:00,27.79,29.4209,31.1882,31.3609,31.3339,31.3,31.1497,31.0383
20160621,18:00:00,27.70,28.8675,29.9916,29.9708,29.9022,29.8403,29.6198,29.4644
20160621,19:00:00,27.50,27.0731,26.5371,26.6367,26.6433,26.6413,26.6087,26.5847
20160621,20:00:00,27.38,26.2749,23.8322,23.4203,23.3593,23.3209,23.2268,23.1809
20160621,21:00:00,27.49,26.3279,24.0206,23.6456,23.5897,23.5541,23.4653,23.421
20160621,22:00:00,27.49,26.3498,24.0606,23.7055,23.6548,23.6231,23.5465,23.5121
20160621,23:00:00,27.29,26.2908,23.7956,23.4121,23.3577,23.324,23.2441,23.2084
20160622,0:00:00,27.14,25.9573,22.9158,22.4619,22.3996,22.3615,22.2715,22.2269
20160622,1:00:00,27.04,25.9485,22.8139,22.3497,22.2878,22.2507,22.1659,22.1269
20160622,2:00:00,26.85,25.9602,22.7456,22.3043,22.254,22.2264,22.1745,22.1632
20160622,3:00:00,26.75,25.9819,22.708,22.2647,22.2178,22.1937,22.1556,22.1571
20160622,4:00:00,26.55,25.9686,22.5687,22.1237,22.0808,22.0605,22.0368,22.0512
20160622,5:00:00,26.46,25.9835,22.5126,22.0494,22.0038,21.9819,21.9547,21.967
20160622,6:00:00,26.25,25.9001,22.2074,21.6878,21.6261,21.5916,21.5235,21.5008
20160622,7:00:00,26.50,27.4697,26.3953,26.3334,26.3174,26.3036,26.2535,26.2273
20160622,8:00:00,26.50,28.0051,27.9144,28.1095,28.1292,28.1359,28.1248,28.1168
20160622,9:00:00,26.71,28.6579,29.5684,29.9914,30.0502,30.0817,30.1294,30.1575
20160622,10:00:00,26.83,29.3218,31.0751,31.7172,31.8216,31.8838,32.0096,32.0886
20160622,11:00:00,27.01,29.7382,31.9592,32.6541,32.7629,32.8262,32.9468,33.0178
20160622,12:00:00,27.13,29.9293,32.4016,33.1848,33.3196,33.4019,33.5773,33.6875
20160622,13:00:00,27.33,29.99,32.5536,33.2799,33.397,33.4657,33.5989,33.6777
20160622,14:00:00,27.42,29.9919,32.5258,33.2036,33.311,33.3732,33.4897,33.5586
20160622,15:00:00,27.59,29.8874,32.2687,32.7614,32.8139,32.8355,32.8334,32.8181
20160622,16:00:00,27.64,29.6611,31.701,31.932,31.9094,31.8758,31.7159,31.591
20160622,17:00:00,27.79,29.4235,31.19,31.2686,31.2068,31.1457,30.9115,30.738
20160622,18:00:00,27.76,28.6502,29.3709,29.0193,28.8583,28.73,28.3257,28.0492
20160622,19:00:00,27.48,26.9448,26.1262,25.9937,25.9314,25.8785,25.6978,25.5694
20160622,20:00:00,27.49,26.3415,24.0254,23.6636,23.6189,23.5934,23.5417,23.5305
20160622,21:00:00,27.51,26.4688,24.3533,24.1224,24.0351,23.9409,23.7511,23.6707
20160622,22:00:00,27.32,26.518,24.3698,23.8674,23.7568,23.6912,23.5443,23.476
20160622,23:00:00,27.23,26.5804,24.3489,23.715,23.6224,23.5651,23.4304,23.365
20160623,0:00:00,27.00,25.8524,23.0659,22.5372,22.454,22.4016,22.2756,22.2114
20160623,1:00:00,26.87,25.6332,22.9608,22.4788,22.4011,22.3517,22.2322,22.1713
20160623,2:00:00,26.67,25.613,22.8119,22.3243,22.247,22.1982,22.0806,22.0209
20160623,3:00:00,26.57,25.5989,22.7245,22.2326,22.1552,22.1064,21.9891,21.9294
20160623,4:00:00,26.37,25.5705,22.5521,22.0476,21.9696,21.9206,21.8034,21.7437
20160623,5:00:00,26.27,25.5635,22.4894,21.9816,21.9039,21.8554,21.7397,21.6809
20160623,6:00:00,26.20,25.7371,22.582,21.9382,21.8501,21.7968,21.675,21.6149
20160623,7:00:00,26.26,26.7532,25.4562,26.0504,26.1645,26.2375,26.4161,26.5404
20160623,8:00:00,26.38,27.4085,27.2834,27.2025,27.1361,27.0789,26.8809,26.7398
20160623,9:00:00,26.58,28.0284,28.735,28.8012,28.758,28.7156,28.5545,28.4396
20160623,10:00:00,26.70,28.7034,30.1702,30.3986,30.3846,30.3608,30.2424,30.1529
20160623,11:00:00,26.89,29.1805,31.0549,31.2785,31.2552,31.2231,31.0757,30.9652
20160623,12:00:00,27.03,29.4572,31.6708,32.0156,32.0248,32.0156,31.9302,31.8606
20160623,13:00:00,27.32,29.5503,31.8832,32.1947,32.1949,32.179,32.0741,31.9913
20160623,14:00:00,27.51,29.5936,31.9925,32.2818,32.2765,32.2567,32.1407,32.0506
20160623,15:00:00,27.67,29.4421,31.6656,31.7962,31.7479,31.6972,31.4953,31.3479
20160623,16:00:00,27.83,29.3387,31.5296,31.6032,31.538,31.4747,31.2366,31.0637
20160623,17:00:00,27.90,29.1634,31.244,31.2764,31.2005,31.1297,30.8705,30.6828
20160623,18:00:00,27.87,28.444,29.642,29.335,29.1839,29.0629,28.6801,28.4195
20160623,19:00:00,27.58,26.615,26.3115,26.2202,26.1649,26.1172,25.9521,25.8359
20160623,20:00:00,27.69,25.8949,24.1669,23.8833,23.8487,23.8293,23.792,23.7906
20160623,21:00:00,27.60,25.9145,24.1574,23.9034,23.8786,23.8669,23.8546,23.8735
20160623,22:00:00,27.51,25.9917,24.3165,24.1667,24.0745,23.9853,23.8042,23.7273
20160623,23:00:00,27.32,26.0357,24.3307,23.8981,23.7939,23.7315,23.5906,23.5249
20160624,0:00:00,27.18,25.728,23.4744,22.8689,22.7699,22.7108,22.5772,22.5135
20160624,1:00:00,27.00,25.8401,23.2056,22.66,22.5784,22.5277,22.4076,22.3481
20160624,2:00:00,26.90,25.8116,23.0879,22.5225,22.4386,22.3864,22.2634,22.202
20160624,3:00:00,26.67,25.613,22.8114,22.3242,22.2469,22.1982,22.0806,22.0209
20160624,4:00:00,26.57,25.5936,22.709,22.2138,22.1358,22.0865,21.9681,21.9077
20160624,5:00:00,26.47,25.5795,22.6227,22.1224,22.0441,21.9948,21.8766,21.8162
20160624,6:00:00,26.37,25.5776,22.5711,22.0723,21.9952,21.9469,21.8313,21.7725
20160624,7:00:00,26.46,26.7845,25.6174,26.2385,26.3496,26.4209,26.5958,26.7186
20160624,8:00:00,26.44,27.1861,26.6991,26.4265,26.3112,26.2195,25.9286,26.6869
20160624,9:00:00,26.75,27.8821,28.3905,28.3127,28.2298,28.1589,27.9182,27.7495
20160624,10:00:00,26.76,28.5109,29.7016,29.7702,29.7139,29.6601,29.4601,29.3171
20160624,11:00:00,27.03,28.9216,30.4182,30.3843,30.2923,30.2116,29.9334,29.7384
20160624,12:00:00,27.17,29.2243,31.0975,31.197,31.1393,31.0823,30.866,30.7102
20160624,13:00:00,27.29,29.3617,31.4263,31.5858,31.5447,31.4995,31.3142,31.1783
20160624,14:00:00,27.44,29.1586,30.9705,30.9418,30.8537,30.7755,30.5022,30.3102
20160624,15:00:00,27.50,28.9739,30.5258,30.3181,30.1851,30.0755,29.719,29.4746
20160624,16:00:00,27.56,28.7986,30.1749,29.8867,29.7359,29.6143,29.2281,28.966
20160624,17:00:00,27.61,28.5416,29.7106,29.379,29.2206,29.0942,28.6973,28.4286
20160624,18:00:00,27.62,28.0075,28.6657,28.2312,28.0565,27.9206,27.5043,27.225
20160624,19:00:00,27.43,26.2223,25.297,25.0131,24.915,24.8379,24.5962,25.1089
20160624,20:00:00,27.30,25.9052,23.9862,23.7293,23.7125,23.7081,23.539,23.4327
20160624,21:00:00,27.21,25.9692,24.1124,23.8677,23.7273,23.6475,23.4797,23.4052
20160624,22:00:00,27.14,26.115,24.1781,23.6256,23.5398,23.4857,23.3559,23.2919
20160624,23:00:00,27.06,26.2413,23.9612,23.4976,23.4189,23.3682,23.2433,23.1805
20160625,0:00:00,26.80,25.8372,22.9277,22.3864,22.3032,22.2511,22.1269,22.0638
20160625,1:00:00,26.70,25.8243,22.8396,22.2945,22.2112,22.1592,22.0352,21.9722
20160625,2:00:00,26.60,25.8167,22.7707,22.2192,22.1359,22.0839,21.9608,21.8984
20160625,3:00:00,26.40,25.7909,22.6052,22.0373,21.953,21.9008,21.7777,21.7152
20160625,4:00:00,26.27,25.5441,22.434,21.9069,21.8256,21.7746,21.653,21.5905
20160625,5:00:00,26.17,25.5509,22.4092,21.889,21.8099,21.7606,21.6433,21.5836
20160625,6:00:00,26.10,25.7629,22.3876,21.7961,21.7111,21.6589,21.5374,21.4761
20160625,7:00:00,26.28,26.9091,25.9055,25.8549,25.918,25.9546,26.0341,26.0939
20160625,8:00:00,26.27,27.3733,27.2111,27.2215,27.1871,27.154,27.0275,26.9365
20160625,9:00:00,26.58,28.033,28.8293,29.0043,28.9925,28.9728,28.875,28.802
20160625,10:00:00,26.60,28.6646,30.1401,30.4499,30.4618,30.4572,30.3942,30.3429
20160625,11:00:00,26.90,29.245,31.2877,31.6654,31.6861,31.6861,31.6297,31.5811
20160625,12:00:00,27.06,29.6537,32.1558,32.7048,32.7707,32.8028,32.8344,32.8453
20160625,13:00:00,27.25,29.6564,32.1595,32.6222,32.6647,32.6795,32.6613,32.6376
20160625,14:00:00,27.34,29.6666,32.1864,32.6272,32.6657,32.6779,32.6529,32.625
20160625,15:00:00,27.50,29.5163,31.8487,32.1277,32.1232,32.1044,31.9934,31.9079
20160625,16:00:00,27.57,29.4219,31.7096,31.9455,31.9276,31.8989,31.7586,31.652
20160625,17:00:00,27.58,28.9508,30.7359,30.7095,30.6223,30.5441,30.2677,30.07
20160625,18:00:00,27.57,28.3147,29.3575,29.0884,28.9513,28.8407,28.4878,28.2467
20160625,19:00:00,27.27,26.4312,25.7956,25.6643,25.6038,25.5531,25.3814,25.261
20160625,20:00:00,27.30,25.8664,23.8765,23.5677,23.5335,23.5154,23.4856,23.4909
20160625,21:00:00,27.20,25.8527,23.7767,23.4632,23.4277,23.4087,23.376,23.3788
20160625,22:00:00,27.11,25.9252,23.9088,23.6761,23.6683,23.6052,23.3942,23.3078
20160625,23:00:00,27.13,26.0692,24.3174,23.7631,23.6719,23.6165,23.4889,23.429
20160626,0:00:00,26.97,26.1553,23.262,22.978,22.8178,22.7307,22.5597,22.4885
20160626,1:00:00,26.78,26.2021,23.2638,22.6227,22.5159,22.454,22.3197,22.2579
20160626,2:00:00,26.68,26.1889,23.1654,22.5368,22.4274,22.3644,22.2287,22.1665
20160626,3:00:00,26.60,26.2945,22.9259,22.3046,22.2176,22.1646,22.0421,21.9819
20160626,4:00:00,26.39,26.1905,22.8103,22.0843,21.9868,21.9282,21.7955,21.7301
20160626,5:00:00,26.30,26.2557,22.6959,22.0346,21.9449,21.8908,21.7675,21.707
20160626,6:00:00,26.14,25.8463,22.0352,21.4989,21.4328,21.3949,21.3157,21.2837
20160626,7:00:00,26.29,27.3868,26.0601,25.9677,25.9514,25.9388,25.8969,25.8792
20160626,8:00:00,26.41,28.0317,27.9921,28.2698,28.3143,28.3395,28.3847,28.4186
20160626,9:00:00,26.64,28.7472,29.7927,30.3376,30.4325,30.4912,30.6205,30.709
20160626,10:00:00,26.86,29.4266,31.2455,31.9282,32.0468,32.1204,32.2834,32.392
20160626,11:00:00,27.10,30.1571,32.6661,33.5182,33.6763,33.7773,34.0133,34.1715
20160626,12:00:00,27.25,30.4262,33.1789,34.0682,34.2351,34.342,34.5921,34.7591
20160626,13:00:00,27.35,30.4829,33.2888,34.1608,34.3243,34.4286,34.671,34.8327
20160626,14:00:00,27.39,30.2317,32.7834,33.4418,33.5453,33.6054,33.7189,33.7886
20160626,15:00:00,27.45,30.0856,32.5197,33.0708,33.1446,33.1826,33.2319,33.2558
20160626,16:00:00,27.59,29.805,31.8779,32.2019,32.2161,32.2117,32.1442,32.0901
20160626,17:00:00,27.67,29.1991,30.515,30.4102,30.3118,30.2275,29.9419,29.7436
20160626,18:00:00,27.68,28.7351,29.5842,29.3715,29.2528,29.1556,28.8402,28.6242
20160626,19:00:00,27.45,26.7487,25.7156,25.5247,25.4527,25.3946,25.2069,25.0792
20160626,20:00:00,27.50,26.3646,24.0779,23.7183,23.6735,23.6477,23.5944,23.5816
20160626,21:00:00,27.61,26.4485,24.3335,24.0538,24.0323,24.0245,24.0308,23.8945
20160626,22:00:00,27.61,26.4841,24.4164,24.1756,24.1542,24.0549,23.8585,23.7773
20160626,23:00:00,27.53,26.6093,24.7401,24.2477,24.1525,24.0957,23.9683,23.9113
20160627,0:00:00,27.36,26.1467,23.4508,23.1359,23.1207,23.1203,23.1185,22.9928
20160627,1:00:00,27.25,26.0697,23.1857,22.7945,22.7545,22.7344,22.7062,22.7153
20160627,2:00:00,27.06,26.1066,23.1635,22.8031,22.7782,22.7709,22.7881,22.7739
20160627,3:00:00,26.96,26.0932,23.0696,22.6927,22.6644,22.6548,22.6649,22.7102
20160627,4:00:00,26.76,26.038,22.8305,22.4159,22.3784,22.3617,22.349,22.3727
20160627,5:00:00,26.64,25.9247,22.5072,22.0152,21.9517,21.9143,21.8315,21.7949
20160627,6:00:00,26.54,25.8661,22.2992,21.7711,21.699,21.6554,21.5543,21.5036
20160627,7:00:00,26.69,27.4836,26.5076,26.4634,26.4541,26.4458,26.4144,26.4042
20160627,8:00:00,26.81,28.1306,28.3641,28.6573,28.7035,28.7299,28.7786,28.8162
20160627,9:00:00,27.02,28.7716,29.8772,30.3251,30.3923,30.4309,30.5029,30.5522
20160627,10:00:00,27.25,29.4942,31.399,32.0296,32.1345,32.1986,32.336,32.4284
20160627,11:00:00,27.45,30.0458,32.4384,33.1462,33.2656,33.3388,33.4966,33.6012
20160627,12:00:00,27.61,30.4494,33.3205,34.2026,34.3671,34.4722,34.7173,34.8813
20160627,13:00:00,27.74,30.6524,33.7383,34.7028,34.892,35.0151,35.3122,35.5133
20160627,14:00:00,27.82,30.6053,33.6057,34.4879,34.6572,34.7662,35.0234,35.197
20160627,15:00:00,27.99,30.5193,33.4651,34.2424,34.3815,34.468,34.6592,34.7856
20160627,16:00:00,28.14,30.3241,33.0754,33.6827,33.774,33.8255,33.9161,33.9717
20160627,17:00:00,28.26,29.9701,32.3572,32.7702,32.8111,32.827,32.8196,32.8093
20160627,18:00:00,28.23,29.2422,31.0487,31.3634,31.3924,31.4023,31.3886,31.3782
20160627,19:00:00,27.84,26.7632,25.8269,25.9398,25.9848,26.0167,26.1034,26.1764
20160627,20:00:00,27.88,26.3513,24.2917,23.9274,23.8721,23.8369,23.7502,23.7097
20160627,21:00:00,27.99,26.3754,24.3768,24.0284,23.9755,23.942,23.8599,23.823
20160627,22:00:00,28.09,26.4299,24.5527,24.2464,24.2035,24.1773,24.1172,24.0972
20160627,23:00:00,28.10,26.4549,24.6061,24.3201,24.2835,24.2622,24.2181,24.2112
20160628,0:00:00,27.95,26.1214,23.7079,23.3487,23.305,23.2803,23.2308,23.2204
20160628,1:00:00,27.86,26.1701,23.7638,23.4395,23.4096,23.3962,23.3856,23.4089
20160628,2:00:00,27.76,26.1733,23.7191,23.4002,23.3733,23.3625,23.3609,23.3921
20160628,3:00:00,27.67,26.2148,23.7409,23.4435,23.4283,23.4275,23.3321,23.2333
20160628,4:00:00,27.47,26.1783,23.516,23.1697,23.1427,23.133,23.1405,23.0336
20160628,5:00:00,27.36,26.1032,23.2898,22.8943,22.8503,22.8269,22.787,22.7862
20160628,6:00:00,27.25,26.0146,23.0237,22.5753,22.5153,22.4795,22.3988,22.3637
20160628,7:00:00,27.35,27.3673,26.3499,26.1903,26.1643,26.1476,26.108,26.1041
20160628,8:00:00,27.25,27.2918,26.1088,25.8914,25.8495,25.8211,25.7469,25.7172
20160628,9:00:00,27.47,28.0876,28.491,28.7914,28.8475,28.8828,28.9648,29.0317
20160628,10:00:00,27.44,28.4732,29.4576,29.9681,30.0724,30.1414,30.3143,30.4432
20160628,11:00:00,27.57,28.6968,30.006,30.5999,30.7233,30.8058,31.0157,31.1704
20160628,12:00:00,27.69,28.8382,30.3726,31.0121,31.1468,31.2371,31.4679,31.6367
20160628,13:00:00,27.81,29.0336,30.8423,31.5609,31.7161,31.821,32.093,32.291
20160628,14:00:00,27.98,29.4388,31.5404,32.1274,32.2281,32.2899,32.4233,32.515
20160628,15:00:00,28.00,28.4494,29.5522,29.8856,29.9457,29.9824,30.0614,30.1232
20160628,16:00:00,28.08,28.3314,29.2948,29.5627,29.6082,29.6349,29.6873,29.7313
20160628,17:00:00,28.14,28.0802,28.6516,28.7396,28.7372,28.7292,28.6826,28.6561
20160628,18:00:00,28.06,28.1779,28.7497,28.7447,28.7037,28.6657,28.5254,28.429
20160628,19:00:00,27.92,26.6833,25.5491,25.4841,25.4682,25.4538,25.3986,25.3651
20160628,20:00:00,27.99,26.4175,24.4692,24.1547,24.1126,24.0875,24.0324,24.0171
20160628,21:00:00,28.00,26.481,24.6218,24.3687,24.3459,24.3357,24.3289,24.3109
