"Max_Temp","Mean_Max_Temp","Min_Temp","Mean_Temp","Node","WeekDate"
24.0369,21.9936428571429,16.6044,19.05245,"F37B.Hard",20160605
23.9328,22.3329571428571,16.9957,19.8884630952381,"F37B.Hard",20160611
24.9676,23.4822428571429,19.6531,21.7125428571429,"F37B.Hard",20160618
23.5458,23.0278285714286,19.8915,21.6933416666667,"F37B.Hard",20160625
23.3823,22.0192,19.7006,20.8144238095238,"F37B.Hard",20160702
22.6024,22.4338714285714,20.4102,21.3534196428571,"F37B.Hard",20160709
24.9643,23.3390571428571,20.3537,21.9803505952381,"F37B.Hard",20160716
24.4611,24.0810428571429,21.9363,23.0204220238095,"F37B.Hard",20160723
24.4457,23.5073857142857,21.2404,22.7222767857143,"F37B.Hard",20160730
22.9,22.5684142857143,20.2333,21.510768452381,"F37B.Hard",20160806
23.9969,22.4768,20.496,21.5624916666667,"F37B.Hard",20160813
25.3923,22.7259571428571,19.791,21.1650988095238,"F37B.Hard",20160820
26.4742,23.4954285714286,19.6382,21.5858279761905,"F37B.Hard",20160827
28.8961,22.9902142857143,19.1775,20.8115494047619,"F37B.Hard",20160903
21.8372,20.5964333333333,17.7868,19.5786472222222,"F37B.Hard",20160910
