"Max_Temp","Mean_Max_Temp","Min_Temp","Mean_Temp","Node","WeekDate"
26.61,25.41,23.24,24.8471428571429,"LA20",20160605
25.87,23.5614285714286,21.07,22.6906547619048,"LA20",20160611
27.9,27.6571428571429,24.02,26.666130952381,"LA20",20160618
28.43,27.7097714285714,24.7475,27.0907898809524,"LA20",20160625
26.4405,26.2355714285714,24.7516,25.5544672619048,"LA20",20160702
27.2009,26.4958142857143,23.6555,25.6548488095238,"LA20",20160709
26.2213,25.3249571428571,23.2349,24.5736071428571,"LA20",20160716
25.6536,24.4453714285714,21.5399,23.7391714285714,"LA20",20160723
26.2778,24.7993428571429,21.7423,23.8393166666667,"LA20",20160730
25.8056,24.9115142857143,22.0592,23.6834785714286,"LA20",20160806
25.3014,23.899575,20.9948,22.9801895833333,"LA20",20160813
