"Max_Temp","Mean_Max_Temp","Min_Temp","Mean_Temp","Node","WeekDate"
31.6091,29.9392,19.2268,24.1445702380952,"F57C",20160605
34.1783,28.9951285714286,16.6046,22.6552101190476,"F57C",20160611
37.942,33.9938571428571,18.1142,26.8930696428571,"F57C",20160618
35.5133,32.9626571428571,20.2996,26.6909380952381,"F57C",20160625
31.9248,30.0780285714286,20.2948,24.9202202380952,"F57C",20160702
32.7284,31.5091571428571,19.1833,25.412925,"F57C",20160709
34.0998,32.7135571428571,18.0489,25.2156494047619,"F57C",20160716
33.6253,32.3839857142857,16.3324,24.6289386904762,"F57C",20160723
31.3058,30.54,16.0797,23.8859767857143,"F57C",20160730
32.8648,30.4299714285714,16.877,23.6739273809524,"F57C",20160806
33.6798,32.6315,15.8068,24.3832552083333,"F57C",20160813
