yyyymmdd,Hr:Min:Sec,F37B-Hard,F37B-Soft
20160704,7:00:00,19.9626,21.3229
20160704,8:00:00,19.9724,20.7988
20160704,9:00:00,20.0692,21.2937
20160704,10:00:00,20.2021,21.6045
20160704,11:00:00,20.3259,21.7778
20160704,12:00:00,20.5777,21.92
20160704,13:00:00,20.8663,21.9247
20160704,14:00:00,21.0622,21.7937
20160704,15:00:00,21.0704,21.6306
20160704,16:00:00,21.1168,21.3223
20160704,17:00:00,21.0296,20.9481
20160704,18:00:00,20.9148,21.5441
20160704,19:00:00,20.6731,20.5475
20160704,20:00:00,20.3907,19.7717
20160704,21:00:00,20.199,19.9274
20160704,22:00:00,20.1354,19.9875
20160704,23:00:00,20.0944,20.1291
20160705,0:00:00,20.0545,20.2872
20160705,1:00:00,20.0417,20.428
20160705,2:00:00,20.0194,20.5651
20160705,3:00:00,20.0041,20.6523
20160705,4:00:00,20.0273,20.7507
20160705,5:00:00,20.0466,20.5405
20160705,6:00:00,20.0116,20.364
20160705,7:00:00,20.0669,21.3379
20160705,8:00:00,20.0873,20.8362
20160705,9:00:00,20.2131,21.3523
20160705,10:00:00,20.3645,21.6687
20160705,11:00:00,20.4983,21.9853
20160705,12:00:00,20.6838,22.1121
20160705,13:00:00,21.0803,22.0686
20160705,14:00:00,21.3673,22.0472
20160705,15:00:00,21.4036,21.888
20160705,16:00:00,21.3381,21.5823
20160705,17:00:00,21.1863,21.227
20160705,18:00:00,21.0248,21.6544
20160705,19:00:00,20.7558,20.6835
20160705,20:00:00,20.5229,20.1541
20160705,21:00:00,20.3803,20.358
20160705,22:00:00,20.2512,20.6664
20160705,23:00:00,20.1318,20.7772
20160706,0:00:00,20.02,20.3858
20160706,1:00:00,19.9057,20.3914
20160706,2:00:00,19.793,20.3835
20160706,3:00:00,19.7006,20.3257
20160706,4:00:00,19.7196,20.3267
20160706,5:00:00,19.8233,20.3827
20160706,6:00:00,19.8134,20.3995
20160706,7:00:00,19.8751,21.0997
20160706,8:00:00,19.8801,20.6504
20160706,9:00:00,19.9807,21.2109
20160706,10:00:00,20.0864,21.5388
20160706,11:00:00,20.3283,21.8086
20160706,12:00:00,20.6281,21.9728
20160706,13:00:00,21.0929,21.9727
20160706,14:00:00,21.3248,21.8178
20160706,15:00:00,21.4084,21.6635
20160706,16:00:00,21.4634,21.491
20160706,17:00:00,21.3264,21.0611
20160706,18:00:00,21.2103,21.6165
20160706,19:00:00,20.9512,20.629
20160706,20:00:00,20.6779,20.0244
20160706,21:00:00,20.4566,20.161
20160706,22:00:00,20.2845,20.343
20160706,23:00:00,20.2244,20.4884
20160707,0:00:00,20.145,21.2323
20160707,1:00:00,20.0756,21.1596
20160707,2:00:00,20.0339,21.3025
20160707,3:00:00,20.0349,21.3135
20160707,4:00:00,20.0518,21.261
20160707,5:00:00,20.0691,21.0035
20160707,6:00:00,20.0384,20.9049
20160707,7:00:00,20.031,21.9031
20160707,8:00:00,20.0511,21.3424
20160707,9:00:00,20.1502,21.8529
20160707,10:00:00,20.2198,22.1792
20160707,11:00:00,20.4398,22.5103
20160707,12:00:00,20.7279,22.513
20160707,13:00:00,21.0816,22.519
20160707,14:00:00,21.3491,22.4854
20160707,15:00:00,21.6269,22.3195
20160707,16:00:00,22.5757,22.1007
20160707,17:00:00,23.3141,21.7071
20160707,18:00:00,23.3823,22.2923
20160707,19:00:00,23.0644,21.317
20160707,20:00:00,22.7611,20.5886
20160707,21:00:00,22.4226,20.6417
20160707,22:00:00,21.9977,20.6758
20160707,23:00:00,21.6541,20.6271
20160708,0:00:00,21.4394,20.8928
20160708,1:00:00,21.2584,20.8723
20160708,2:00:00,21.1006,20.9417
20160708,3:00:00,20.9502,20.9667
20160708,4:00:00,20.8604,21.075
20160708,5:00:00,20.8072,20.9486
20160708,6:00:00,20.7778,21.1145
20160708,7:00:00,20.7959,22.2943
20160708,8:00:00,20.7191,21.7136
20160708,9:00:00,20.7332,22.2209
20160708,10:00:00,20.7781,22.5922
20160708,11:00:00,20.8828,22.7542
20160708,12:00:00,21.3701,22.8054
20160708,13:00:00,21.762,22.9572
20160708,14:00:00,22.1698,22.7939
20160708,15:00:00,22.4948,22.6245
20160708,16:00:00,22.5945,22.4139
20160708,17:00:00,22.5073,22.0247
20160708,18:00:00,22.3187,22.6179
20160708,19:00:00,21.9936,21.6181
20160708,20:00:00,21.6799,20.7657
20160708,21:00:00,21.4627,20.7814
20160708,22:00:00,21.2352,20.7795
20160708,23:00:00,21.0531,20.7365
20160709,0:00:00,20.8784,20.454
20160709,1:00:00,20.6695,20.4433
20160709,2:00:00,20.5676,20.4922
20160709,3:00:00,20.4939,20.5372
20160709,4:00:00,20.4301,20.5911
20160709,5:00:00,20.3633,20.5802
20160709,6:00:00,20.3323,20.9046
20160709,7:00:00,20.4289,22.1058
20160709,8:00:00,20.4288,21.6895
20160709,9:00:00,20.5201,22.0834
20160709,10:00:00,20.6078,22.4047
20160709,11:00:00,20.7665,22.6688
20160709,12:00:00,21.0017,22.8336
20160709,13:00:00,21.3698,22.7883
20160709,14:00:00,21.7701,22.7979
20160709,15:00:00,22.0266,22.5976
20160709,16:00:00,22.2315,22.2904
20160709,17:00:00,22.3286,22.0333
20160709,18:00:00,22.3617,22.5513
20160709,19:00:00,22.1645,21.4622
20160709,20:00:00,21.8605,20.5808
20160709,21:00:00,21.5887,20.6402
20160709,22:00:00,21.4089,20.6442
20160709,23:00:00,21.2496,20.6839
20160710,0:00:00,21.15,20.9778
20160710,1:00:00,21.0365,20.9858
20160710,2:00:00,20.9542,21.0517
20160710,3:00:00,20.9087,21.0931
20160710,4:00:00,20.8964,21.2425
20160710,5:00:00,20.8435,21.1211
20160710,6:00:00,20.7565,21.257
20160710,7:00:00,20.7345,22.3392
20160710,8:00:00,20.6728,21.7066
20160710,9:00:00,20.8109,22.1127
20160710,10:00:00,21.0346,22.394
20160710,11:00:00,21.182,22.6441
20160710,12:00:00,21.4025,22.6049
20160710,13:00:00,21.7608,22.6703
20160710,14:00:00,22.0949,22.646
20160710,15:00:00,22.3065,22.4447
20160710,16:00:00,22.4923,22.2602
20160710,17:00:00,22.5181,21.8712
20160710,18:00:00,22.4473,22.5647
20160710,19:00:00,22.1717,21.588
20160710,20:00:00,21.8675,20.7293
20160710,21:00:00,21.5966,20.8086
20160710,22:00:00,21.3738,20.9043
20160710,23:00:00,21.1802,21.0183
20160711,0:00:00,21.0632,20.9568
20160711,1:00:00,20.9524,21.0225
20160711,2:00:00,20.8185,21.2072
20160711,3:00:00,20.6365,21.1671
20160711,4:00:00,20.558,21.3192
20160711,5:00:00,20.5149,20.9944
20160711,6:00:00,20.4472,20.9371
20160711,7:00:00,20.4413,22.0195
20160711,8:00:00,20.4102,21.4144
20160711,9:00:00,20.5575,21.975
20160711,10:00:00,20.7637,22.4061
20160711,11:00:00,20.9306,22.5244
20160711,12:00:00,21.0884,22.6442
20160711,13:00:00,21.3774,22.6466
20160711,14:00:00,21.7397,22.6318
20160711,15:00:00,21.9073,22.4832
20160711,16:00:00,22.0018,22.1961
20160711,17:00:00,22.0461,21.8269
20160711,18:00:00,22.1019,22.439
20160711,19:00:00,22.0296,21.3977
20160711,20:00:00,21.8824,20.6402
20160711,21:00:00,21.7537,20.7231
20160711,22:00:00,21.6175,20.8459
20160711,23:00:00,21.4744,21.027
20160712,0:00:00,21.3223,21.2229
20160712,1:00:00,21.1736,21.5063
20160712,2:00:00,21.1411,21.5111
20160712,3:00:00,21.1057,21.2472
20160712,4:00:00,21.0236,21.5909
20160712,5:00:00,20.9013,21.3558
20160712,6:00:00,20.8129,21.0641
20160712,7:00:00,20.8025,22.0817
20160712,8:00:00,20.7262,21.5164
20160712,9:00:00,20.7857,22.0219
20160712,10:00:00,20.8992,22.4624
20160712,11:00:00,21.0769,22.7388
20160712,12:00:00,21.3091,22.8671
20160712,13:00:00,21.7525,22.8244
20160712,14:00:00,21.9918,22.7822
20160712,15:00:00,22.1114,22.6123
20160712,16:00:00,22.2759,22.4021
20160712,17:00:00,22.2824,22.0262
20160712,18:00:00,22.1754,22.5776
20160712,19:00:00,21.9241,21.5503
20160712,20:00:00,21.6151,20.7957
20160712,21:00:00,21.3736,20.8984
20160712,22:00:00,21.2165,20.9828
20160712,23:00:00,21.0839,20.9873
20160713,0:00:00,20.9703,20.9889
20160713,1:00:00,20.8569,20.9978
20160713,2:00:00,20.7897,20.9784
20160713,3:00:00,20.7698,20.9586
20160713,4:00:00,20.7724,21.0148
20160713,5:00:00,20.7669,20.8949
20160713,6:00:00,20.7624,20.7949
20160713,7:00:00,20.8172,22.3395
20160713,8:00:00,20.7516,21.9353
20160713,9:00:00,20.9171,22.3301
20160713,10:00:00,21.0957,22.7591
20160713,11:00:00,21.3126,22.9315
20160713,12:00:00,21.4343,23.0699
20160713,13:00:00,21.7968,23.2004
20160713,14:00:00,22.2033,23.0289
20160713,15:00:00,22.3321,22.8605
20160713,16:00:00,22.5449,22.6843
20160713,17:00:00,22.4866,22.1625
20160713,18:00:00,22.3715,22.7244
20160713,19:00:00,22.1262,21.6285
20160713,20:00:00,21.8401,20.7467
20160713,21:00:00,21.6409,20.7424
20160713,22:00:00,21.4602,20.7278
20160713,23:00:00,21.2675,20.6613
20160714,0:00:00,21.1322,20.6033
20160714,1:00:00,20.9992,20.5946
20160714,2:00:00,20.8686,20.6382
20160714,3:00:00,20.7579,20.7017
20160714,4:00:00,20.6646,20.7319
20160714,5:00:00,20.6465,20.7489
20160714,6:00:00,20.6644,20.7246
20160714,7:00:00,20.7587,22.4498
20160714,8:00:00,20.753,21.9549
20160714,9:00:00,20.8556,22.3774
20160714,10:00:00,20.9894,22.692
20160714,11:00:00,21.196,22.8499
20160714,12:00:00,21.4746,22.9765
20160714,13:00:00,21.911,22.969
20160714,14:00:00,22.2834,22.8284
20160714,15:00:00,22.4864,22.7965
20160714,16:00:00,22.5777,22.45
20160714,17:00:00,22.5089,22.0552
20160714,18:00:00,22.3861,22.6515
20160714,19:00:00,22.1045,21.5699
20160714,20:00:00,21.8162,20.6441
20160714,21:00:00,21.56,20.6357
20160714,22:00:00,21.3609,20.6305
20160714,23:00:00,21.1971,20.5741
20160715,0:00:00,21.0541,20.3597
20160715,1:00:00,20.9215,20.3622
20160715,2:00:00,20.81,20.4056
20160715,3:00:00,20.6707,20.4651
20160715,4:00:00,20.5704,20.5489
20160715,5:00:00,20.496,20.5757
20160715,6:00:00,20.4569,20.5475
20160715,7:00:00,20.5198,22.2158
20160715,8:00:00,20.5218,21.6941
20160715,9:00:00,20.5762,22.2298
20160715,10:00:00,20.6361,22.421
20160715,11:00:00,20.7598,22.5867
20160715,12:00:00,21.0587,22.735
20160715,13:00:00,21.431,22.7419
20160715,14:00:00,21.8129,22.7496
20160715,15:00:00,22.0892,22.5585
20160715,16:00:00,22.3661,22.3541
20160715,17:00:00,22.4097,21.968
20160715,18:00:00,22.25,22.5711
20160715,19:00:00,22.0974,21.4363
20160715,20:00:00,21.8762,20.5164
20160715,21:00:00,21.6523,20.5847
20160715,22:00:00,21.4567,20.6556
20160715,23:00:00,21.2717,20.7504
20160716,0:00:00,21.1289,20.936
20160716,1:00:00,20.9918,21.0459
20160716,2:00:00,20.9293,21.1305
20160716,3:00:00,20.845,21.1536
20160716,4:00:00,20.8215,21.2676
20160716,5:00:00,20.7925,21.0429
20160716,6:00:00,20.7383,20.891
20160716,7:00:00,20.7647,22.2386
20160716,8:00:00,20.7366,21.6913
20160716,9:00:00,20.8154,22.1908
20160716,10:00:00,20.9201,22.3631
20160716,11:00:00,21.0898,22.6571
20160716,12:00:00,21.407,22.6682
20160716,13:00:00,21.9378,22.6661
20160716,14:00:00,22.291,22.649
20160716,15:00:00,22.5028,22.4461
20160716,16:00:00,22.6024,22.2245
20160716,17:00:00,22.5445,21.8421
20160716,18:00:00,22.33,22.4826
20160716,19:00:00,21.9865,21.4727
20160716,20:00:00,21.6348,20.6187
20160716,21:00:00,21.381,20.6612
20160716,22:00:00,21.1831,20.6819
20160716,23:00:00,21.0049,20.7194
20160717,0:00:00,20.8584,20.4349
20160717,1:00:00,20.7471,20.4855
20160717,2:00:00,20.6342,20.5022
20160717,3:00:00,20.5419,20.5555
20160717,4:00:00,20.4754,20.5502
20160717,5:00:00,20.4065,20.4943
20160717,6:00:00,20.3537,20.3753
20160717,7:00:00,20.4656,21.9435
20160717,8:00:00,20.4366,21.3767
20160717,9:00:00,20.4792,21.7547
20160717,10:00:00,20.5847,22.0732
20160717,11:00:00,20.71,22.2655
20160717,12:00:00,20.9192,22.3261
20160717,13:00:00,21.2926,22.3393
20160717,14:00:00,21.6466,22.3385
20160717,15:00:00,21.9344,22.1667
20160717,16:00:00,22.1584,21.8368
20160717,17:00:00,22.2283,21.5695
20160717,18:00:00,22.1815,22.1779
20160717,19:00:00,21.8859,21.1683
20160717,20:00:00,21.574,20.3404
20160717,21:00:00,21.3038,20.4333
20160717,22:00:00,21.0794,20.4967
20160717,23:00:00,20.8817,20.5253
20160718,0:00:00,20.7427,20.9839
20160718,1:00:00,20.6301,21.008
20160718,2:00:00,20.5456,21.0256
20160718,3:00:00,20.4794,21.0291
20160718,4:00:00,20.861,21.0853
20160718,5:00:00,21.0822,20.949
20160718,6:00:00,21.0575,20.8239
20160718,7:00:00,21.0888,22.3301
20160718,8:00:00,21.0342,21.8211
20160718,9:00:00,21.1025,22.1674
20160718,10:00:00,21.2173,22.4939
20160718,11:00:00,21.4075,22.6857
20160718,12:00:00,21.6349,22.7405
20160718,13:00:00,22.0555,22.7596
20160718,14:00:00,22.2317,22.7456
20160718,15:00:00,22.3625,22.5979
20160718,16:00:00,22.4643,22.4248
20160718,17:00:00,22.3948,22.0195
20160718,18:00:00,22.2918,22.6424
20160718,19:00:00,22.0606,21.635
20160718,20:00:00,21.8401,20.7469
20160718,21:00:00,21.7083,20.7667
20160718,22:00:00,21.5479,20.7778
20160718,23:00:00,21.4133,20.7383
20160719,0:00:00,21.3008,20.7629
20160719,1:00:00,21.2058,20.7583
20160719,2:00:00,21.1209,20.7659
20160719,3:00:00,21.0269,20.7804
20160719,4:00:00,20.9417,20.7825
20160719,5:00:00,20.8751,20.7744
20160719,6:00:00,20.7986,20.7536
20160719,7:00:00,20.8055,22.4726
20160719,8:00:00,20.7768,21.9047
20160719,9:00:00,20.8932,22.3986
20160719,10:00:00,21.0563,22.7328
20160719,11:00:00,21.266,22.9297
20160719,12:00:00,21.6141,23.1162
20160719,13:00:00,21.9504,23.1393
20160719,14:00:00,22.3122,22.9865
20160719,15:00:00,22.5259,22.8298
20160719,16:00:00,22.7001,22.622
20160719,17:00:00,22.6314,22.2347
20160719,18:00:00,22.4625,22.84
20160719,19:00:00,22.159,21.7124
20160719,20:00:00,21.8702,20.7805
20160719,21:00:00,21.6623,20.7909
20160719,22:00:00,21.5297,20.7915
20160719,23:00:00,21.4162,20.7946
20160720,0:00:00,21.2826,20.9703
20160720,1:00:00,21.1797,20.9968
20160720,2:00:00,21.0849,20.9972
20160720,3:00:00,20.9911,21.017
20160720,4:00:00,20.9531,21.0154
20160720,5:00:00,20.8862,21.0005
20160720,6:00:00,20.837,20.9571
20160720,7:00:00,20.8662,22.7023
20160720,8:00:00,20.8679,22.3075
20160720,9:00:00,21.0579,22.7676
20160720,10:00:00,21.2638,23.169
20160720,11:00:00,21.4735,23.3651
20160720,12:00:00,21.6318,23.3717
20160720,13:00:00,22.0488,23.3597
20160720,14:00:00,22.5777,23.2048
20160720,15:00:00,22.7702,23.1576
20160720,16:00:00,22.8413,22.7923
20160720,17:00:00,22.7308,22.4973
20160720,18:00:00,22.6106,22.9702
20160720,19:00:00,22.3289,21.8959
20160720,20:00:00,22.302,20.888
20160720,21:00:00,22.3498,20.8998
20160720,22:00:00,22.2556,20.9106
20160720,23:00:00,22.1234,20.9205
20160721,0:00:00,22.0066,21.4412
20160721,1:00:00,21.9038,21.4713
20160721,2:00:00,21.8087,21.4649
20160721,3:00:00,21.6963,21.4921
20160721,4:00:00,21.6295,21.4813
20160721,5:00:00,21.5343,21.4701
20160721,6:00:00,21.4194,21.4393
20160721,7:00:00,21.4005,23.1863
20160721,8:00:00,21.4114,22.7921
20160721,9:00:00,21.5267,23.2553
20160721,10:00:00,21.7605,23.6572
20160721,11:00:00,22.0176,23.8683
20160721,12:00:00,22.2876,23.8797
20160721,13:00:00,22.752,23.8776
20160721,14:00:00,23.1774,23.8424
20160721,15:00:00,23.2969,23.6728
20160721,16:00:00,23.5069,23.4466
20160721,17:00:00,23.4184,23.0421
20160721,18:00:00,23.2442,23.5446
20160721,19:00:00,22.9134,22.4311
20160721,20:00:00,22.5578,21.4806
20160721,21:00:00,22.3777,21.4752
20160721,22:00:00,22.2625,21.4444
20160721,23:00:00,22.1211,21.4587
20160722,0:00:00,22.0156,22.0139
20160722,1:00:00,21.8837,22.0295
20160722,2:00:00,21.7213,22.0004
20160722,3:00:00,21.6263,21.9944
20160722,4:00:00,21.523,22.0142
20160722,5:00:00,21.4269,21.9826
20160722,6:00:00,21.3613,21.9956
20160722,7:00:00,21.3554,23.5764
20160722,8:00:00,21.3851,23.1448
20160722,9:00:00,21.8374,23.6131
20160722,10:00:00,22.455,24.0538
20160722,11:00:00,23.4991,24.3547
20160722,12:00:00,24.3861,24.5439
20160722,13:00:00,24.8152,24.5581
20160722,14:00:00,24.9643,24.3988
20160722,15:00:00,24.933,24.3407
20160722,16:00:00,24.6913,24.0254
20160722,17:00:00,24.1669,23.4991
20160722,18:00:00,23.6585,23.1619
20160722,19:00:00,23.361,22.6617
20160722,20:00:00,23.1519,22.0068
20160722,21:00:00,22.8951,21.9835
20160722,22:00:00,22.7421,21.9533
20160722,23:00:00,22.5132,21.9209
20160723,0:00:00,22.4054,22.0399
20160723,1:00:00,22.3102,22.0324
20160723,2:00:00,22.224,22.0131
20160723,3:00:00,22.0831,22.0375
20160723,4:00:00,21.9529,22.0873
20160723,5:00:00,21.905,22.0768
20160723,6:00:00,21.7727,22.079
20160723,7:00:00,21.7997,23.4677
20160723,8:00:00,21.9457,23.1457
20160723,9:00:00,22.2634,22.474
20160723,10:00:00,22.6221,23.1725
20160723,11:00:00,23.1741,24.2336
20160723,12:00:00,23.7725,24.1142
20160723,13:00:00,24.3076,24.0071
20160723,14:00:00,24.5835,24.0926
20160723,15:00:00,24.6682,23.5865
20160723,16:00:00,24.5134,23.1203
20160723,17:00:00,24.1837,22.5007
20160723,18:00:00,23.9287,23.0724
20160723,19:00:00,23.515,22.4908
20160723,20:00:00,23.0995,22.2982
20160723,21:00:00,22.8252,22.3055
20160723,22:00:00,22.6637,22.2976
20160723,23:00:00,22.5297,22.2671
20160724,0:00:00,22.383,22.1718
20160724,1:00:00,22.2486,22.1364
20160724,2:00:00,22.0682,22.126
20160724,3:00:00,22.0402,22.1365
20160724,4:00:00,22.0217,22.1454
20160724,5:00:00,21.9562,22.1635
20160724,6:00:00,21.9363,22.1384
20160724,7:00:00,22.0227,23.0759
20160724,8:00:00,22.1781,22.6258
20160724,9:00:00,22.4202,23.2365
20160724,10:00:00,22.5941,23.4777
20160724,11:00:00,22.7885,23.742
20160724,12:00:00,23.1582,23.5296
20160724,13:00:00,23.4427,23.438
20160724,14:00:00,23.7642,23.4926
20160724,15:00:00,23.8584,23.1551
20160724,16:00:00,24.067,22.8259
20160724,17:00:00,24.0029,22.4656
20160724,18:00:00,23.9542,23.2201
20160724,19:00:00,23.723,22.5081
20160724,20:00:00,23.4753,22.0398
20160724,21:00:00,23.1743,22.0832
20160724,22:00:00,22.931,22.145
20160724,23:00:00,22.7242,22.1788
20160725,0:00:00,22.5586,22.4757
20160725,1:00:00,22.4749,22.5096
20160725,2:00:00,22.4751,22.5146
20160725,3:00:00,22.399,22.5063
20160725,4:00:00,22.3137,22.5058
20160725,5:00:00,22.2476,22.511
20160725,6:00:00,22.1684,22.4339
20160725,7:00:00,22.2244,23.4915
20160725,8:00:00,22.2945,23.0207
20160725,9:00:00,22.4436,23.6192
20160725,10:00:00,22.6458,23.9977
20160725,11:00:00,22.805,24.2822
20160725,12:00:00,23.1304,24.2728
20160725,13:00:00,23.4673,24.2935
20160725,14:00:00,23.9346,24.1612
20160725,15:00:00,24.2218,24.1234
20160725,16:00:00,24.4611,23.8921
20160725,17:00:00,24.39,23.4332
20160725,18:00:00,24.2672,24.0047
20160725,19:00:00,24.0126,23.0313
20160725,20:00:00,23.7888,22.4511
20160725,21:00:00,23.5813,22.4674
20160725,22:00:00,23.4007,22.4548
20160725,23:00:00,23.221,22.4609
20160726,0:00:00,23.1033,22.3765
20160726,1:00:00,22.989,22.3651
20160726,2:00:00,22.8749,22.3569
20160726,3:00:00,22.7608,22.3477
20160726,4:00:00,22.6464,22.3323
20160726,5:00:00,22.551,22.3154
20160726,6:00:00,22.4355,22.2748
20160726,7:00:00,22.3865,23.5221
20160726,8:00:00,22.3206,23.1436
20160726,9:00:00,22.4002,23.671
20160726,10:00:00,22.549,24.2131
20160726,11:00:00,22.8191,24.479
20160726,12:00:00,23.0621,24.4957
20160726,13:00:00,23.4051,24.6139
20160726,14:00:00,23.6852,24.4938
20160726,15:00:00,23.8944,24.2694
20160726,16:00:00,24.0177,23.9954
20160726,17:00:00,23.8784,23.5199
20160726,18:00:00,23.6835,23.9982
20160726,19:00:00,23.375,22.9449
20160726,20:00:00,23.1194,22.3196
20160726,21:00:00,22.9405,22.3397
20160726,22:00:00,22.8463,22.3505
20160726,23:00:00,22.7616,22.3622
20160727,0:00:00,22.6634,22.2913
20160727,1:00:00,22.5973,22.2961
20160727,2:00:00,22.5779,22.2852
20160727,3:00:00,22.5312,22.2991
20160727,4:00:00,22.4639,22.2798
20160727,5:00:00,22.387,22.2558
20160727,6:00:00,22.3189,22.2144
20160727,7:00:00,22.3365,23.4627
20160727,8:00:00,22.3251,23.213
20160727,9:00:00,22.4336,23.7448
20160727,10:00:00,22.5923,24.1594
20160727,11:00:00,22.7684,24.411
20160727,12:00:00,22.9674,24.4625
20160727,13:00:00,23.3306,24.4714
20160727,14:00:00,23.5927,24.357
20160727,15:00:00,23.7783,24.201
20160727,16:00:00,23.9423,23.9854
20160727,17:00:00,23.881,23.5703
20160727,18:00:00,23.7259,24.0842
20160727,19:00:00,23.4432,22.9931
20160727,20:00:00,23.2106,22.2493
20160727,21:00:00,23.0507,22.2706
20160727,22:00:00,22.9357,22.2411
20160727,23:00:00,22.8409,22.2388
20160728,0:00:00,22.775,22.245
20160728,1:00:00,22.7078,22.2269
20160728,2:00:00,22.6417,22.2321
20160728,3:00:00,22.5758,22.24
20160728,4:00:00,22.5297,22.2675
20160728,5:00:00,22.4343,22.2522
20160728,6:00:00,22.3493,22.2543
20160728,7:00:00,22.3643,23.4572
20160728,8:00:00,22.3197,23.1233
20160728,9:00:00,22.4012,23.6783
20160728,10:00:00,22.4956,24.1064
20160728,11:00:00,22.6751,24.4067
20160728,12:00:00,22.9779,24.6101
20160728,13:00:00,23.3129,24.6195
20160728,14:00:00,23.5707,24.4472
20160728,15:00:00,23.7646,24.2783
20160728,16:00:00,23.9465,24.0521
20160728,17:00:00,23.975,23.7395
20160728,18:00:00,23.915,24.1065
20160728,19:00:00,23.6734,23.0646
20160728,20:00:00,23.4418,22.3297
20160728,21:00:00,23.2344,22.3474
20160728,22:00:00,23.0526,22.3079
20160728,23:00:00,22.9104,22.3041
20160729,0:00:00,22.8253,22.307
20160729,1:00:00,22.7109,22.2903
20160729,2:00:00,22.5983,22.3138
20160729,3:00:00,22.5033,22.3083
20160729,4:00:00,22.39,22.3151
20160729,5:00:00,22.3532,22.3375
20160729,6:00:00,22.3055,22.3273
20160729,7:00:00,22.3409,23.5471
20160729,8:00:00,22.361,23.3455
20160729,9:00:00,22.446,23.9354
20160729,10:00:00,22.5879,24.3645
20160729,11:00:00,22.7589,24.6683
20160729,12:00:00,23.0595,24.8424
20160729,13:00:00,23.422,24.8526
20160729,14:00:00,23.6822,24.7226
20160729,15:00:00,23.8469,24.5447
20160729,16:00:00,24.0023,24.2034
20160729,17:00:00,24.0416,23.7582
20160729,18:00:00,24.0354,24.2453
20160729,19:00:00,23.8336,23.0552
20160729,20:00:00,23.6047,22.3695
20160729,21:00:00,23.3959,22.3574
20160729,22:00:00,23.2171,22.3792
20160729,23:00:00,23.0571,22.4009
20160730,0:00:00,22.9008,22.4987
20160730,1:00:00,22.7681,22.4966
20160730,2:00:00,22.6275,22.5302
20160730,3:00:00,22.5424,22.5339
20160730,4:00:00,22.4763,22.5389
20160730,5:00:00,22.4757,22.5258
20160730,6:00:00,22.4444,22.461
20160730,7:00:00,22.4909,23.705
20160730,8:00:00,22.5016,23.4943
20160730,9:00:00,22.5403,23.0491
20160730,10:00:00,22.7438,24.4565
20160730,11:00:00,22.9147,24.6347
20160730,12:00:00,23.126,24.7271
20160730,13:00:00,23.264,24.5789
20160730,14:00:00,23.345,24.4031
20160730,15:00:00,23.6034,24.2261
20160730,16:00:00,23.872,23.8894
20160730,17:00:00,24.0062,23.4503
20160730,18:00:00,24.0626,24.0506
20160730,19:00:00,23.8994,23.0368
20160730,20:00:00,23.7647,22.5334
20160730,21:00:00,23.6529,22.5699
20160730,22:00:00,23.541,22.6057
20160730,23:00:00,23.3821,22.6514
20160731,0:00:00,23.251,22.6863
20160731,1:00:00,23.1408,22.7618
20160731,2:00:00,23.0277,22.7756
20160731,3:00:00,22.9677,22.9157
20160731,4:00:00,22.9024,22.9392
20160731,5:00:00,22.8555,22.9517
20160731,6:00:00,22.7499,22.7145
20160731,7:00:00,22.7234,23.4795
20160731,8:00:00,22.6816,23.052
20160731,9:00:00,22.7429,23.758
20160731,10:00:00,22.8143,24.1358
20160731,11:00:00,22.9219,24.4787
20160731,12:00:00,23.0615,24.4833
20160731,13:00:00,23.3031,24.4782
20160731,14:00:00,23.51,24.5094
20160731,15:00:00,23.6013,24.1958
20160731,16:00:00,23.6816,23.9844
20160731,17:00:00,23.7421,23.578
20160731,18:00:00,23.8039,24.1298
20160731,19:00:00,23.6806,23.2006
20160731,20:00:00,23.5188,22.5431
20160731,21:00:00,23.3409,22.5852
20160731,22:00:00,23.2012,22.6357
20160731,23:00:00,23.0432,22.7026
20160801,0:00:00,22.9216,22.5392
20160801,1:00:00,22.8405,22.6299
20160801,2:00:00,22.775,22.6493
20160801,3:00:00,22.7135,22.755
20160801,4:00:00,22.6402,22.814
20160801,5:00:00,22.6147,22.6692
20160801,6:00:00,22.5591,22.4903
20160801,7:00:00,22.5505,23.5826
20160801,8:00:00,22.5094,23.154
20160801,9:00:00,22.5639,23.729
20160801,10:00:00,22.6519,24.071
20160801,11:00:00,22.7575,24.254
20160801,12:00:00,22.8968,24.3841
20160801,13:00:00,23.1008,24.3758
20160801,14:00:00,23.34,24.3344
20160801,15:00:00,23.5986,24.1572
20160801,16:00:00,23.7457,23.9701
20160801,17:00:00,23.7685,23.5586
20160801,18:00:00,23.6843,24.0085
20160801,19:00:00,23.4918,23.0145
20160801,20:00:00,23.3308,22.3783
20160801,21:00:00,23.1911,22.4263
20160801,22:00:00,23.0311,22.4497
20160801,23:00:00,22.8973,22.4278
20160802,0:00:00,22.7629,22.3931
20160802,1:00:00,22.6482,22.3721
20160802,2:00:00,22.5539,22.3821
20160802,3:00:00,22.4431,22.4445
20160802,4:00:00,22.3588,22.4666
20160802,5:00:00,22.2173,22.4805
20160802,6:00:00,22.1266,22.3597
20160802,7:00:00,22.1067,23.4017
20160802,8:00:00,22.0646,22.929
20160802,9:00:00,22.0993,23.4862
20160802,10:00:00,22.1782,23.9586
20160802,11:00:00,22.2731,24.1191
20160802,12:00:00,22.4512,24.3922
20160802,13:00:00,22.671,24.3481
20160802,14:00:00,22.9134,24.355
20160802,15:00:00,23.1969,24.1442
