"Max_Temp","Mean_Max_Temp","Min_Temp","Mean_Temp","Node","WeekDate"
21.4782,20.9425571428571,17.288,19.4747041666667,"F37B.Soft",20160605
22.8788,21.1169571428571,17.1987,20.1520160714286,"F37B.Soft",20160611
24.3996,23.4849714285714,20.1351,22.047625,"F37B.Soft",20160618
23.6927,23.2260142857143,20.3332,21.9132994047619,"F37B.Soft",20160625
22.9572,22.3599571428571,19.7717,21.2526982142857,"F37B.Soft",20160702
23.2004,22.8255285714286,20.3597,21.683880952381,"F37B.Soft",20160709
24.5581,23.4687571428571,20.3404,22.1522172619048,"F37B.Soft",20160716
24.8526,24.4742857142857,22.0398,23.1574166666667,"F37B.Soft",20160723
24.5094,24.0559857142857,21.3974,22.9343833333333,"F37B.Soft",20160730
23.5934,22.9833285714286,20.6969,21.8500297619048,"F37B.Soft",20160806
23.8496,23.0279285714286,20.1414,21.7534648809524,"F37B.Soft",20160813
23.4533,22.5445857142857,19.7672,21.3477255952381,"F37B.Soft",20160820
24.0566,23.0489714285714,20.0396,21.8419,"F37B.Soft",20160827
23.0469,22.2185428571429,19.4802,21.0555226190476,"F37B.Soft",20160903
21.9525,20.7984833333333,17.6124,19.7125756944444,"F37B.Soft",20160910
