"Max_Temp","Mean_Max_Temp","Min_Temp","Mean_Temp","Node","WeekDate"
30.5355,29.5828714285714,19.4162,24.016955952381,"GLEN",20160605
33.3347,28.5341714285714,16.7832,22.5920732142857,"GLEN",20160611
36.6827,33.6470714285714,18.5625,26.8829291666667,"GLEN",20160618
35.0151,32.7893,20.5362,26.7537738095238,"GLEN",20160625
31.5736,30.1391571428571,20.3913,24.955043452381,"GLEN",20160702
32.3169,31.2872571428571,19.3828,25.4640220238095,"GLEN",20160709
33.1174,31.9977714285714,18.3232,25.0798428571429,"GLEN",20160716
32.8076,31.6561285714286,16.7912,24.4707541666667,"GLEN",20160723
30.9614,30.2377142857143,16.6535,23.9455380952381,"GLEN",20160730
32.2413,30.1586571428571,17.2901,23.7478327380952,"GLEN",20160806
32.6913,31.7467,16.1826,24.1670895833333,"GLEN",20160813
