"Max_Temp","Mean_Max_Temp","Min_Temp","Mean_Temp","Node","WeekDate"
28.6328,27.9172857142857,23.3571,25.9653375,"LA_20_2",20160605
29.4202,27.7216428571429,23.7837,25.7788398809524,"LA_20_2",20160611
30.646,29.9131285714286,24.8752,27.4087363095238,"LA_20_2",20160618
30.6524,29.8520428571429,25.6323,27.6359547619048,"LA_20_2",20160625
29.1753,28.8708571428571,25.6579,27.176118452381,"LA_20_2",20160702
29.7702,29.4373428571429,25.4912,27.6546446428571,"LA_20_2",20160709
30.1009,29.6273285714286,25.7438,27.7541702380952,"LA_20_2",20160716
29.7875,29.6531857142857,25.9672,27.7877398809524,"LA_20_2",20160723
29.6681,29.4455571428571,26.2287,27.8476779761905,"LA_20_2",20160730
29.9891,29.4450857142857,26.3297,27.8012702380952,"LA_20_2",20160806
30.4097,30.038675,26.4525,28.2475479166667,"LA_20_2",20160813
