yyyymmdd,Hr:Min:Sec,WaterTem - c
,,25.84
,,25.5
,,24.75
,,24.29
,,24.07
,,24.12
,,24.03
,,23.79
,,23.42
,,22.99
,,22.63
,,22.35
,,22.3
,,22.42
,,31.56
,,30.04
,,30.7
,,34.33
,,28.32
,,26.55
,,27.9
,,28.67
,,28.62
,,28.1
,,27.33
,,26.48
,,24.68
,,24.12
,,24.05
,,23.88
,,23.52
,,23.3
,,23.11
,,22.92
,,22.75
,,22.63
,,22.66
,,23.16
,,23.81
,,24.73
,,25.99
,,26.48
,,27.78
,,27.31
,,26.84
,,26.48
,,25.99
,,26.06
,,24.61
,,24.22
,,24.05
,,24.17
,,24.32
,,24.17
,,24.05
,,23.91
,,23.76
,,23.5
,,23.3
,,23.06
,,22.66
,,22.73
,,22.9
,,23.16
,,23.38
,,23.55
,,24.29
,,25.21
,,24.68
,,25.07
,,24.99
,,24.53
,,24.03
,,23.59
,,22.85
,,23.04
,,22.73
,,22.51
,,22.27
,,22.03
,,21.94
,,21.8
,,21.65
,,21.7
,,21.65
,,22.06
,,22.59
,,23.21
,,23.02
,,23.26
,,23.28
,,24.03
,,24.15
,,24.56
,,24.12
,,23.11
,,22.8
,,22.51
,,22.01
,,21.68
,,21.41
,,21.15
,,20.84
,,20.48
,,20.32
,,20.22
,,20.2
,,20.22
,,20.41
,,21.1
,,22.08
,,22.99
,,23.3
,,23.04
,,23.88
,,24.82
,,25.4
,,24.7
,,24.7
,,24.48
,,24.2
,,23.83
,,23.42
,,23.04
,,22.66
,,22.2
,,21.7
,,21.15
,,20.67
,,20.22
,,19.75
,,19.89
,,20.15
,,20.2
,,20.51
,,21.08
,,21.8
,,22.51
,,23.16
,,23.71
,,24.22
,,24.58
,,24.77
,,24.77
,,24.58
,,24.24
,,23.86
,,23.55
,,23.3
,,23.09
,,22.8
,,22.44
,,22.08
,,21.75
,,21.6
,,21.53
,,21.89
,,22.2
,,22.3
,,22.66
,,23.14
,,23.62
,,23.88
,,23.81
,,23.69
,,23.91
,,24.41
,,24.53
,,24.27
,,24
,,23.88
,,23.88
,,23.86
,,23.74
,,23.55
,,23.3
,,22.99
,,22.66
,,21.92
,,21.27
,,21.25
,,21.46
,,22.44
,,23.86
,,25.26
,,26.38
,,27.41
,,28.64
,,29.37
,,29.44
,,28.99
,,27.51
,,25.74
,,26.45
,,26.26
,,25.65
,,24.99
,,24.41
,,23.81
,,23.23
,,22.68
,,22.18
,,21.56
,,21.03
,,21.37
,,22.15
,,23.42
,,24.9
,,25.96
,,26.77
,,28.05
,,29.14
,,29.92
,,29.27
,,28.37
,,26.38
,,24.75
,,24.53
,,24.41
,,24.05
,,23.67
,,23.18
,,22.8
,,22.39
,,21.89
,,21.65
,,21.72
,,21.68
,,21.89
,,22.71
,,23.83
,,25.43
,,26.62
,,27.53
,,27.51
,,26.92
,,25.7
,,25.43
,,24.92
,,24.97
,,24.75
,,24.7
,,24.53
,,24.46
,,24.29
,,24.24
,,24.07
,,23.95
,,23.81
,,23.67
,,23.4
,,23.14
,,23.4
,,24.63
,,25.55
,,26.23
,,26.67
,,25.72
,,24.7
,,25.6
,,26.45
,,25.87
,,26.16
,,26.55
,,26.77
,,26.89
,,26.5
,,26.21
,,26.06
,,25.79
,,25.65
,,25.31
,,24.92
,,24.65
,,24.46
,,24.41
,,24.58
,,25.23
,,26.48
,,27.51
,,27.95
,,27.68
,,27.7
,,27.8
,,27.78
,,28.07
,,28.69
,,28.1
,,26.06
,,25.84
,,25.79
,,25.4
,,24.92
,,24.41
,,24.07
,,23.91
,,23.69
,,23.42
,,23.23
,,22.87
,,22.61
,,22.8
,,23.83
,,24.8
,,25.67
,,26.48
,,25.89
,,25.31
,,24.94
,,24.56
,,24.68
,,24.68
,,24.32
,,24.1
,,23.3
,,22.73
,,22.63
,,22.49
,,22.25
,,21.89
,,21.6
,,21.13
,,20.44
,,19.91
,,20.08
,,20.87
,,21.89
,,23.06
,,24.15
,,25.09
,,25.96
,,26.79
,,26.33
,,26.48
,,26.5
,,26.28
,,25.65
,,24.48
,,24.12
,,24.29
,,24.24
,,23.98
,,23.64
,,23.28
,,22.66
,,21.68
,,20.89
,,20.27
,,20.34
,,21.15
,,22.42
,,23.74
,,23.74
,,24.1
,,26.06
,,26.72
,,27.26
,,27.75
,,28.42
,,28.22
,,27.73
,,27.09
,,26.35
,,25.48
,,24.82
,,24.58
,,24.29
,,23.86
,,23.28
,,22.68
,,22.06
,,21.58
,,21.75
,,22.39
,,23.4
,,24.77
,,26.21
,,27.38
,,27.48
,,27.88
,,28.59
,,28.74
,,28.35
,,27.58
,,26.77
,,25.94
,,25.04
,,24.2
,,23.47
,,23.14
,,23.09
,,23.04
,,22.99
,,22.85
,,22.66
,,22.56
,,23.02
,,24.03
,,25.99
,,27.11
,,28.42
,,29.87
,,30.7
,,31.2
,,31.08
,,30.67
,,30.5
,,30.22
,,29.12
,,27.83
,,26.55
,,25.43
,,24.34
,,23.35
,,22.54
,,21.94
,,21.7
,,22.51
,,23.09
,,23.26
,,23.81
,,24.94
,,26.38
,,27.7
,,29.12
,,30.42
,,30.02
,,28.54
,,27.97
,,27.46
,,27.24
,,28.05
,,26.35
,,25.6
,,26.89
,,27.28
,,27.24
,,27.06
,,26.84
,,26.67
,,26.48
,,26.16
,,25.74
,,24.8
,,24.65
,,24.9
,,25.38
,,26.04
,,26.72
,,27.26
,,27.16
,,27.21
,,27.26
,,27.24
,,26.92
,,26.35
,,26.28
,,25.62
,,24.85
,,24.1
,,23.47
,,22.87
,,22.42
,,22.18
,,22.11
,,22.03
,,21.94
,,22.03
,,22.71
,,23.62
,,24.7
,,25.28
,,25.33
,,25.62
,,26.28
,,26.89
,,27.21
,,26.99
,,26.67
,,26.38
,,25.7
,,25.07
,,24.48
,,23.74
,,22.99
,,22.51
,,22.44
,,22.49
,,22.47
,,22.44
,,22.42
,,22.54
,,22.92
,,23.52
,,24.1
,,24.77
,,25.72
,,26.65
,,27.58
,,28.1
,,28.49
,,27.92
,,27.09
,,26.18
,,25.45
,,25.21
,,24.65
,,24
,,23.42
,,23.71
,,23.93
,,23.74
,,23.38
,,23.04
,,22.61
,,22.42
,,22.59
,,22.99
,,23.57
,,24.17
,,24.82
,,25.36
,,25.74
,,26.04
,,26.18
,,25.67
,,25.31
,,24.94
,,24.61
,,24.07
,,23.64
,,23.23
,,23.09
,,22.87
,,22.66
,,22.32
,,22.23
,,22.23
,,22.13
,,22.06
,,22.13
,,22.32
,,22.56
,,23.04
,,24.15
,,24.82
,,25.23
,,25.4
,,25.62
,,25.38
,,24.92
,,24.05
,,23.38
,,22.85
,,22.37
,,21.8
,,21.2
,,20.75
,,20.27
,,19.77
,,19.46
,,19.18
,,18.82
,,18.51
,,19.06
,,20.01
,,21.01
,,22.06
,,23.11
,,23.74
,,24.27
,,24.73
,,24.92
,,24.75
,,24.29
,,23.71
,,23.26
,,22.87
,,22.35
,,21.75
,,21.15
,,20.58
,,20.08
,,19.79
,,19.53
,,19.03
,,18.65
,,18.39
,,18.79
,,19.56
,,20.39
,,21.37
,,22.27
,,23.16
,,23.91
,,24.24
,,24.34
,,24.07
,,23.57
,,23.04
,,22.56
,,22.18
,,21.92
,,21.6
,,21.34
,,21.03
,,20.63
,,20.01
,,19.51
,,19.18
,,18.89
,,18.63
,,18.94
,,19.72
,,20.65
,,21.58
,,22.56
,,23.23
,,23.42
,,24.12
,,24.05
,,24.15
,,23.83
,,23.26
,,22.87
,,22.32
,,21.89
,,21.49
,,20.94
,,20.48
,,20.03
,,19.63
,,19.27
,,18.94
,,18.6
,,18.39
,,18.79
,,19.58
,,20.51
,,21.58
,,22.63
,,23.5
,,24.03
,,24.58
,,24.92
,,25.16
,,25.23
,,24.85
,,24.39
,,23.83
,,23.33
,,23.09
,,22.75
,,22.15
,,21.56
,,20.98
,,20.48
,,20.03
,,19.75
,,19.39
,,19.6
,,20.29
,,21.08
,,21.96
,,22.87
,,23.71
,,24.58
,,25.31
,,25.89
,,26.3
,,26.5
,,26.26
,,25.72
,,25.23
,,24.8
,,24.39
,,24.03
,,23.55
,,23.04
,,22.47
,,21.84
,,21.22
,,20.65
,,20.13
,,20.13
,,20.63
,,21.37
,,22.35
,,23.4
,,24.53
,,25.48
,,26.3
,,26.92
,,27.11
,,26.77
,,26.13
,,25.45
,,24.65
,,24
,,23.4
,,22.78
,,22.2
,,21.72
,,21.32
,,20.89
,,20.51
,,20.1
,,19.75
,,19.79
,,20.22
,,20.89
,,21.87
,,23.04
,,24.24
,,25.28
,,26.3
,,27.11
,,27.43
,,27.33
,,26.84
,,26.13
,,25.28
,,24.34
,,23.55
,,23.5
,,23.18
,,22.8
,,22.47
,,22.03
,,21.58
,,21.15
,,20.79
,,20.89
,,21.51
,,22.3
,,23.52
,,24.17
,,24.68
,,25.38
,,26.01
,,26.57
,,26.82
,,26.35
,,25.65
,,24.92
,,24.27
,,23.69
,,23.11
,,22.68
,,22.35
,,21.89
,,21.51
,,21.15
,,20.77
,,20.32
,,20.06
,,20.22
,,20.39
,,20.7
,,23.62
,,26.62
,,25.19
,,24.48
,,24.48
,,24.29
,,23.86
,,23.23
,,22.51
,,22.08
,,21.56
,,21.18
,,20.65
,,20.37
,,20.13
,,19.84
,,19.58
,,19.6
,,19.65
,,19.7
,,19.75
,,19.84
,,20.03
,,20.25
,,21.87
,,23.42
,,22.85
,,22.75
,,22.92
,,23.02
,,22.97
,,22.75
,,23.23
,,22.44
,,21.89
,,21.49
,,21.89
,,23.23
,,22.15
,,22.68
,,23.76
,,22.68
,,21.65
,,23.21
,,24.03
,,23.35
,,22.3
,,22.03
,,22.27
,,22.87
,,23.47
,,24.15
,,24.2
,,24.24
,,24.29
,,24.2
,,23.59
,,23.28
,,23.23
,,22.99
,,22.71
,,22.35
,,22.06
,,21.82
,,21.65
,,21.49
,,21.34
,,21.25
,,21.13
,,21.06
,,20.98
,,21.03
,,21.22
,,21.68
,,22.47
,,23.35
,,24.22
,,24.87
,,25.07
,,24.92
,,24.53
,,24.07
,,23.59
,,23.14
,,22.75
,,22.39
,,22.15
,,21.99
,,21.84
,,21.72
,,21.6
,,21.51
,,21.41
,,21.37
,,21.37
,,21.56
,,22.01
,,22.85
,,23.79
,,24.65
,,25.5
,,26.13
,,26.21
,,26.04
,,25.74
,,25.36
,,24.97
,,24.63
,,24.36
,,24.12
,,23.91
,,23.69
,,23.52
,,23.38
,,23.26
,,23.14
,,23.02
,,22.9
,,22.94
,,23.09
,,23.33
,,23.69
,,24.27
,,24.85
,,25.55
,,26.04
,,26.11
,,25.91
,,25.53
,,25.04
,,24.58
,,24.17
,,23.76
,,23.5
,,23.26
,,23.04
,,22.85
,,22.66
,,22.51
,,22.42
,,22.32
,,22.27
,,22.35
,,22.49
,,22.78
,,23.09
,,23.64
,,24.29
,,24.97
,,25.4
,,25.28
,,25.02
,,24.65
,,24.29
,,23.91
,,23.52
,,23.14
,,22.75
,,22.35
,,21.89
,,21.49
,,21.1
,,20.75
,,20.63
,,20.46
,,20.41
,,20.39
,,20.82
,,21.6
,,22.59
,,23.57
,,24.44
,,25.21
,,25.79
,,25.82
,,25.53
,,25.14
,,24.65
,,24.1
,,23.5
,,22.92
,,22.35
,,21.8
,,21.29
,,20.94
,,20.65
,,20.46
,,20.27
,,20.15
,,20.03
,,20.08
,,20.44
,,21.22
,,22.37
,,23.67
,,25.04
,,26.45
,,27.68
,,28.22
,,28.39
,,28.3
,,27.95
,,27.46
,,26.89
,,26.26
,,25.67
,,25.16
,,24.56
,,23.93
,,23.28
,,22.66
,,22.03
,,21.51
,,21.18
,,21.13
,,21.58
,,22.66
,,24.1
,,25.67
,,27.28
,,28.79
,,29.99
,,30.47
,,30.47
,,30.12
,,29.54
,,28.94
,,28.3
,,27.65
,,26.94
,,26.23
,,25.53
,,24.8
,,24.1
,,23.42
,,22.8
,,22.2
,,21.77
,,21.6
,,22.03
,,23.04
,,24.34
,,25.77
,,26.23
,,25.99
,,25.89
,,25.36
,,24.85
,,24.53
,,24.12
,,23.98
,,23.86
,,23.69
,,23.42
,,23.16
,,22.75
,,22.15
,,21.63
,,21.29
,,21.94
,,22.27
,,21.82
,,20.87
,,21.18
,,22.18
,,23.45
,,24.29
,,24.36
,,24.82
,,25.02
,,24.65
,,24.27
,,23.67
,,23.42
,,23.47
,,23.23
,,22.9
,,22.54
,,22.11
,,21.92
,,21.72
,,21.51
,,21.27
,,21.08
,,20.91
,,20.89
,,21.03
,,21.44
,,21.82
,,22.18
,,22.56
,,22.92
,,23.09
,,23.83
,,24.73
,,25.11
,,24.85
,,25.02
,,24.29
,,23.62
,,23.47
,,23.16
,,22.82
,,22.49
,,22.18
,,21.94
,,21.84
,,21.75
,,21.63
,,21.53
,,21.53
,,21.87
,,22.59
,,23.16
,,23.52
,,23.52
,,23.42
,,23.04
,,22.85
,,22.73
,,22.44
,,22.32
,,22.13
,,21.92
,,21.75
,,21.44
,,21.22
,,21.01
,,20.72
,,20.39
,,20.06
,,19.7
,,19.34
,,19.1
,,19.89
,,20.89
,,21.51
,,22.15
,,22.42
,,22.23
,,22.15
,,29.27
,,30.24
,,27.65
,,23.55
,,22.06
,,21.75
,,21.41
,,20.84
,,20.22
,,19.75
,,19.29
,,18.87
,,18.56
,,18.25
,,17.96
,,17.65
,,17.51
,,17.7
,,18.32
,,18.63
,,20.22
,,22.3
,,22.87
,,23.47
,,24.05
,,24.36
,,24.41
,,24.22
,,23.81
,,23.26
,,22.61
,,21.96
,,21.32
,,20.72
,,20.2
,,19.72
,,19.34
,,19.03
,,18.82
,,18.72
,,18.65
,,18.7
,,19.01
,,19.63
,,20.46
,,21.27
,,21.96
,,22.47
,,22.78
,,22.99
,,23.06
,,22.94
,,22.75
,,22.47
,,22.11
,,21.7
,,21.29
,,20.91
,,20.58
,,20.41
,,20.29
,,20.22
,,20.2
,,20.17
,,20.13
,,20.1
,,20.2
,,20.46
,,20.87
,,21.56
,,22.39
,,23.18
,,23.88
,,24.22
,,24.24
,,23.98
,,22.94
,,22.25
,,21.94
,,21.68
,,21.44
,,21.22
,,21.01
,,20.79
,,20.58
,,20.34
,,20.13
,,19.96
,,19.84
,,19.75
,,19.82
,,19.91
,,20.08
,,20.29
,,20.56
,,20.82
,,21.08
,,21.27
,,21.44
,,21.6
,,21.68
,,21.7
,,21.72
,,21.68
,,21.56
,,21.46
,,21.32
,,21.18
,,21.03
,,20.89
,,20.75
,,20.6
,,20.56
,,20.48
,,20.75
,,20.65
,,20.79
,,20.94
,,21.13
,,21.39
,,21.56
,,21.8
,,22.85
,,22.35
,,21.89
,,21.51
,,21.13
,,22.47
,,21.77
,,21.44
,,21.25
,,21.03
,,20.67
,,20.2
,,19.7
,,19.2
,,18.75
,,18.32
,,17.89
,,17.53
,,17.37
,,17.25
,,17.87
,,18.46
,,19.15
,,19.84
,,20.25
,,20.72
,,21.18
,,20.56
,,19.58
,,20.03
,,20.22
,,20.01
,,19.6
,,19.13
,,18.65
,,18.2
,,17.77
,,17.39
,,17.11
,,16.92
,,16.77
,,16.68
,,16.56
,,16.44
,,16.58
,,17.06
,,17.84
,,18.53
,,19.08
,,20.03
,,20.98
,,20.6
,,20.22
,,20.6
,,20.58
,,20.37
,,19.91
,,19.39
,,18.84
,,18.3
,,17.8
,,17.32
,,16.87
,,16.44
,,16.08
,,15.65
,,15.44
,,16.73
,,17.25
,,17.84
,,18.63
,,19.63
,,20.63
,,21.6
,,22.56
,,23.06
,,23.14
,,22.99
,,22.75
,,22.47
,,22.03
,,21.51
,,20.94
,,20.48
,,20.13
,,19.75
,,19.37
,,18.94
,,18.58
,,18.22
,,18.01
,,18.13
,,19.37
,,20.2
,,20.94
,,21.72
,,22.71
,,21.89
,,21.51
,,21.08
,,20.65
,,20.22
,,19.79
,,19.34
,,19.03
,,18.75
,,18.53
,,18.49
,,19.29
,,20.94
,,22.37
,,24.8
,,26.99
,,28.05
,,27.24
,,26.57
,,25.74
,,24.58
,,23.76
,,23.16
,,22.59
,,22.13
,,21.84
,,21.41
,,20.91
,,20.22
,,19.7
,,19.22
,,18.84
,,18.75
,,18.53
,,18.72
,,19.94
,,22.35
,,24.24
,,27.14
,,28.42
,,28.27
,,27.14
,,26.4
,,25.28
,,24.17
,,23.26
,,22.59
,,21.99
,,21.41
,,21.08
,,20.65
,,20.13
,,19.6
,,19.08
,,18.6
,,18.32
,,18.01
,,17.87
,,18.15
,,19.44
,,22.15
,,24.48
,,26.26
,,28.57
,,27.65
,,25.67
,,25.57
,,25.31
,,24.29
,,23.42
,,22.78
,,22.3
,,21.89
,,21.53
,,21.03
,,20.51
,,20.01
,,19.48
,,18.87
,,18.7
,,18.6
,,18.18
,,18.6
,,19.91
,,22.61
,,24.65
,,26.82
,,28.37
,,27.75
,,25.02
,,25.04
,,25.07
,,24.44
,,23.74
,,22.97
,,22.18
,,21.58
,,21.08
,,20.63
,,20.15
,,19.77
,,19.22
,,19.53
,,22.2
,,20.58
,,19.56
,,19.15
,,19.32
,,19.94
,,20.75
,,21.53
,,22.99
,,23.76
,,23.98
,,23.81
,,23.76
,,23.57
,,23.3
,,22.11
,,21.37
,,20.91
,,20.46
,,19.96
,,19.53
,,19.2
,,19.01
,,19.15
,,21.49
,,22.11
,,21.18
,,20.84
,,19.89
,,19.98
,,20.6
,,21.75
,,22.99
,,23.52
,,23.55
,,23.35
,,23.09
,,23.09
,,22.99
,,22.66
,,21.96
,,21.03
,,20.46
,,19.89
,,19.32
,,18.94
,,18.63
,,18.46
,,20.7
,,21.46
,,21.13
,,20.96
,,20.29
,,20.75
,,21.96
,,23.38
,,24.2
,,24.48
,,24.48
,,24.07
,,23.16
,,22.92
,,22.99
,,22.87
,,22.63
,,22.18
,,21.56
,,20.98
,,20.56
,,20.25
,,19.98
,,19.82
,,20.46
,,21.08
,,21.22
,,21.27
,,21.27
,,21.27
,,21.68
,,22.61
,,23.55
,,24.1
,,24.24
,,24.17
,,23.71
,,22.71
,,22.51
,,22.59
,,22.42
,,22.27
,,21.94
,,21.53
,,21.13
,,20.84
,,20.6
,,20.41
,,20.46
,,21.08
,,21.2
,,21.29
,,21.32
,,21.49
,,22.13
,,23.04
,,24.1
,,24.56
,,24.7
,,24.58
,,24.24
,,23.76
,,23.3
,,23.18
,,22.87
,,22.61
,,22.47
,,22.18
,,21.89
,,21.6
,,21.37
,,21.13
,,21.01
,,21.29
,,21.46
,,21.49
,,21.56
,,21.6
,,21.72
,,22.25
,,23.06
,,23.64
,,23.95
,,23.95
,,23.69
,,23.3
,,22.82
,,22.66
,,22.47
,,22.32
,,22.2
,,21.8
,,21.51
,,21.27
,,21.1
,,20.94
,,20.84
,,20.84
,,21.01
,,20.89
,,20.87
,,20.89
,,20.94
,,21.01
,,21.08
,,21.2
,,21.32
,,21.49
,,21.65
,,21.8
,,21.89
,,21.99
,,22.03
,,22.06
,,22.06
,,22.03
,,21.99
,,21.92
,,21.84
,,21.77
,,21.68
,,21.58
,,21.49
,,21.39
,,21.32
,,21.22
,,21.18
,,21.15
,,21.18
,,21.27
,,21.39
,,21.51
,,21.65
,,21.8
,,21.87
,,21.94
,,21.96
,,21.96
,,21.94
,,21.89
,,21.84
,,21.77
,,21.68
,,21.58
,,21.49
,,21.39
,,21.27
,,21.18
,,21.06
,,20.96
,,20.89
,,20.87
,,20.87
,,20.87
,,20.91
,,20.98
,,21.08
,,21.2
,,21.27
,,21.34
,,21.41
,,21.44
,,21.49
,,21.51
,,21.51
,,21.49
,,21.46
,,21.44
,,21.39
,,21.34
,,21.27
,,21.22
,,21.13
,,21.06
,,20.98
,,20.94
,,20.91
,,20.91
,,20.91
,,20.96
,,21.01
,,21.06
,,21.13
,,21.18
,,21.22
,,21.25
,,21.27
,,21.29
,,21.29
,,21.29
,,21.27
,,21.25
,,21.22
,,21.18
,,21.13
,,21.08
,,21.03
,,20.94
,,20.89
,,20.84
,,20.82
,,20.82
,,20.84
,,20.89
,,20.94
,,21.01
,,21.08
,,21.13
,,21.18
,,21.22
,,21.25
,,21.25
,,21.27
,,21.27
,,21.25
,,21.22
,,21.18
,,21.13
,,21.08
,,21.03
,,20.98
,,20.91
,,20.84
,,20.79
,,20.77
,,20.77
,,20.82
,,20.91
,,21.01
,,21.08
,,21.18
,,21.25
,,21.29
,,21.32
,,21.34
,,21.34
,,21.32
,,21.29
,,21.27
,,21.22
,,21.15
,,21.1
,,21.06
,,21.01
,,20.94
,,20.89
,,20.84
,,20.82
,,20.79
,,20.79
,,20.79
,,20.82
,,20.84
,,20.87
,,20.89
,,20.91
,,20.91
,,20.91
,,20.91
,,20.91
,,20.91
,,20.89
,,20.87
,,20.82
,,20.79
,,20.75
,,20.72
,,20.7
,,20.67
,,20.65
,,20.63
,,20.63
,,20.63
,,20.67
,,20.72
,,20.79
,,20.89
,,20.98
,,21.06
,,21.1
,,21.15
,,21.2
,,21.22
,,21.22
,,21.22
,,21.2
,,21.18
,,21.13
,,21.08
,,21.01
,,20.96
,,20.91
,,20.87
,,20.79
,,20.75
,,20.72
,,20.7
,,20.7
,,26.7
,,22.85
,,18.46
,,21.46
,,21.7
,,21.63
,,21.25
,,20.6
,,20.06
,,19.58
,,19.13
,,18.75
,,18.44
,,18.15
,,17.84
,,17.56
,,17.61
,,18.03
,,18.53
,,19.03
,,21.44
,,22.49
,,23.14
,,23.79
,,24.2
,,24.32
,,24.17
,,23.79
,,23.23
,,22.56
,,21.89
,,21.2
,,20.58
,,20.03
,,19.56
,,19.15
,,18.84
,,18.63
,,18.51
,,18.46
,,18.49
,,18.72
,,19.34
,,20.13
,,21.01
,,21.77
,,22.35
,,22.71
,,22.94
,,23.09
,,22.99
,,22.78
,,22.51
,,22.13
,,21.7
,,21.27
,,20.87
,,20.51
,,20.29
,,20.22
,,20.15
,,20.13
,,20.1
,,20.06
,,20.01
,,20.03
,,20.27
,,20.65
,,21.18
,,22.06
,,22.87
,,23.69
,,24.15
,,24.2
,,24
,,23.86
,,22.68
,,22.18
,,21.84
,,21.58
,,21.37
,,21.15
,,20.94
,,20.7
,,20.48
,,20.27
,,20.08
,,19.91
,,19.79
,,19.77
,,19.87
,,19.96
,,20.15
,,20.39
,,20.65
,,20.91
,,21.15
,,21.32
,,21.49
,,21.6
,,21.68
,,21.7
,,21.7
