yyyymmdd,Hr:Min:Sec,F45B
20160714,0:00:00,18.5867
20160714,1:00:00,18.2968
20160714,2:00:00,18.0229
20160714,3:00:00,17.888
20160714,4:00:00,17.6472
20160714,5:00:00,17.4396
20160714,6:00:00,17.1676
20160714,7:00:00,19.6703
20160714,8:00:00,20.9173
20160714,9:00:00,21.6883
20160714,10:00:00,22.03
20160714,11:00:00,22.6322
20160714,12:00:00,22.8608
20160714,13:00:00,23.0626
20160714,14:00:00,23.3385
20160714,15:00:00,23.2962
20160714,16:00:00,22.9063
20160714,17:00:00,22.4408
20160714,18:00:00,21.4445
20160714,19:00:00,19.9792
20160714,20:00:00,18.5236
20160714,21:00:00,18.3869
20160714,22:00:00,18.2993
20160714,23:00:00,18.0717
20160715,0:00:00,17.841
20160715,1:00:00,17.5243
20160715,2:00:00,17.4782
20160715,3:00:00,17.2453
20160715,4:00:00,17.1827
20160715,5:00:00,16.9905
20160715,6:00:00,16.908
20160715,7:00:00,19.6855
20160715,8:00:00,17.5305
20160715,9:00:00,18.4827
20160715,10:00:00,20.9325
20160715,11:00:00,22.2552
20160715,12:00:00,22.5251
20160715,13:00:00,22.6655
20160715,14:00:00,22.9255
20160715,15:00:00,23.0729
20160715,16:00:00,22.957
20160715,17:00:00,22.4865
20160715,18:00:00,21.8712
20160715,19:00:00,20.4066
20160715,20:00:00,19.1184
20160715,21:00:00,19.0759
20160715,22:00:00,19.0005
20160715,23:00:00,18.9007
20160716,0:00:00,18.7025
20160716,1:00:00,18.5083
20160716,2:00:00,18.3768
20160716,3:00:00,18.0219
20160716,4:00:00,17.6914
20160716,5:00:00,17.4769
20160716,6:00:00,17.3084
20160716,7:00:00,19.827
20160716,8:00:00,18.0694
20160716,9:00:00,18.9474
20160716,10:00:00,21.1579
20160716,11:00:00,22.341
20160716,12:00:00,22.6181
20160716,13:00:00,22.8071
20160716,14:00:00,23.0363
20160716,15:00:00,23.0277
20160716,16:00:00,22.8971
20160716,17:00:00,22.7103
20160716,18:00:00,22.0054
20160716,19:00:00,20.5021
20160716,20:00:00,19.2707
20160716,21:00:00,18.9945
20160716,22:00:00,18.8406
20160716,23:00:00,18.6559
20160717,0:00:00,18.4339
20160717,1:00:00,18.2507
20160717,2:00:00,18.0098
20160717,3:00:00,17.7542
20160717,4:00:00,17.4186
20160717,5:00:00,17.0046
20160717,6:00:00,16.5191
20160717,7:00:00,19.0863
20160717,8:00:00,17.762
20160717,9:00:00,19.5894
20160717,10:00:00,21.5178
20160717,11:00:00,21.8835
20160717,12:00:00,22.0991
20160717,13:00:00,22.3654
20160717,14:00:00,22.7424
20160717,15:00:00,22.9438
20160717,16:00:00,22.9497
20160717,17:00:00,22.4738
20160717,18:00:00,21.8138
20160717,19:00:00,20.3516
20160717,20:00:00,19.0767
20160717,21:00:00,18.9489
20160717,22:00:00,18.7222
20160717,23:00:00,18.5863
20160718,0:00:00,18.4645
20160718,1:00:00,18.2741
20160718,2:00:00,18.0541
20160718,3:00:00,17.6289
20160718,4:00:00,17.4014
20160718,5:00:00,17.1029
20160718,6:00:00,16.8508
20160718,7:00:00,19.3504
20160718,8:00:00,20.5543
20160718,9:00:00,21.1954
20160718,10:00:00,21.624
20160718,11:00:00,22.2197
20160718,12:00:00,22.6374
20160718,13:00:00,22.9822
20160718,14:00:00,23.2373
20160718,15:00:00,23.2814
20160718,16:00:00,23.2578
20160718,17:00:00,23.0438
20160718,18:00:00,22.3506
20160718,19:00:00,20.7496
20160718,20:00:00,19.4802
20160718,21:00:00,19.3063
20160718,22:00:00,19.079
20160718,23:00:00,18.7358
20160719,0:00:00,18.505
20160719,1:00:00,18.2256
20160719,2:00:00,17.9409
20160719,3:00:00,17.731
20160719,4:00:00,17.444
20160719,5:00:00,17.0819
20160719,6:00:00,16.9044
20160719,7:00:00,19.5938
20160719,8:00:00,20.7744
20160719,9:00:00,21.558
20160719,10:00:00,22.0457
20160719,11:00:00,22.5619
20160719,12:00:00,23.0192
20160719,13:00:00,23.3826
20160719,14:00:00,23.6606
20160719,15:00:00,23.9724
20160719,16:00:00,23.9596
20160719,17:00:00,23.4948
20160719,18:00:00,22.5568
20160719,19:00:00,20.9943
20160719,20:00:00,19.4697
20160719,21:00:00,19.291
20160719,22:00:00,19.049
20160719,23:00:00,18.8618
20160720,0:00:00,18.5707
20160720,1:00:00,18.3833
20160720,2:00:00,18.2028
20160720,3:00:00,17.8872
20160720,4:00:00,17.7153
20160720,5:00:00,17.4133
20160720,6:00:00,17.2607
20160720,7:00:00,20.2245
20160720,8:00:00,21.5401
20160720,9:00:00,22.1354
20160720,10:00:00,22.5999
20160720,11:00:00,23.2561
20160720,12:00:00,23.6827
20160720,13:00:00,24.0172
20160720,14:00:00,24.2232
20160720,15:00:00,24.4849
20160720,16:00:00,24.4169
20160720,17:00:00,23.9127
20160720,18:00:00,22.8121
20160720,19:00:00,21.1749
20160720,20:00:00,19.5111
20160720,21:00:00,19.3407
20160720,22:00:00,19.1016
20160720,23:00:00,18.9553
20160721,0:00:00,18.7526
20160721,1:00:00,18.6045
20160721,2:00:00,18.3226
20160721,3:00:00,18.1338
20160721,4:00:00,17.8505
20160721,5:00:00,17.6633
20160721,6:00:00,17.5756
20160721,7:00:00,20.5843
20160721,8:00:00,21.6966
20160721,9:00:00,22.5425
20160721,10:00:00,22.9959
20160721,11:00:00,23.5418
20160721,12:00:00,24.0287
20160721,13:00:00,24.3901
20160721,14:00:00,24.6688
20160721,15:00:00,24.9596
20160721,16:00:00,24.9112
20160721,17:00:00,24.4126
20160721,18:00:00,23.5012
20160721,19:00:00,21.7667
20160721,20:00:00,20.1059
20160721,21:00:00,19.9536
20160721,22:00:00,19.7234
20160721,23:00:00,19.3673
20160722,0:00:00,19.1093
20160722,1:00:00,18.9087
20160722,2:00:00,18.6314
20160722,3:00:00,18.4339
20160722,4:00:00,18.17
20160722,5:00:00,17.9262
20160722,6:00:00,17.7593
20160722,7:00:00,20.8359
20160722,8:00:00,21.8884
20160722,9:00:00,22.9721
20160722,10:00:00,23.5673
20160722,11:00:00,24.1332
20160722,12:00:00,24.5163
20160722,13:00:00,24.7931
20160722,14:00:00,25.0914
20160722,15:00:00,24.985
20160722,16:00:00,24.6324
20160722,17:00:00,23.8955
20160722,18:00:00,22.5569
20160722,19:00:00,20.7155
20160722,20:00:00,19.7334
20160722,21:00:00,19.5211
20160722,22:00:00,19.5282
20160722,23:00:00,19.3276
20160723,0:00:00,19.1372
20160723,1:00:00,18.8763
20160723,2:00:00,18.7451
20160723,3:00:00,18.5472
20160723,4:00:00,18.4771
20160723,5:00:00,18.3511
20160723,6:00:00,18.3021
20160723,7:00:00,20.4755
20160723,8:00:00,21.9599
20160723,9:00:00,22.8284
20160723,10:00:00,23.3355
20160723,11:00:00,23.7193
20160723,12:00:00,23.8837
20160723,13:00:00,24.0814
20160723,14:00:00,24.2424
20160723,15:00:00,23.8003
20160723,16:00:00,23.3637
20160723,17:00:00,22.8026
20160723,18:00:00,21.9189
20160723,19:00:00,20.8324
20160723,20:00:00,20.3451
20160723,21:00:00,20.1134
20160723,22:00:00,20.0253
20160723,23:00:00,19.792
20160724,0:00:00,19.5494
20160724,1:00:00,19.341
20160724,2:00:00,19.0674
20160724,3:00:00,18.8846
20160724,4:00:00,18.7174
20160724,5:00:00,18.3547
20160724,6:00:00,18.0958
20160724,7:00:00,19.8152
20160724,8:00:00,21.153
20160724,9:00:00,22.0224
20160724,10:00:00,22.4634
20160724,11:00:00,22.8624
20160724,12:00:00,23.0471
20160724,13:00:00,23.3477
20160724,14:00:00,23.8001
20160724,15:00:00,23.7637
20160724,16:00:00,23.6268
20160724,17:00:00,23.3446
20160724,18:00:00,22.684
20160724,19:00:00,21.3251
20160724,20:00:00,20.3623
20160724,21:00:00,20.3041
20160724,22:00:00,20.15
20160724,23:00:00,20.0269
20160725,0:00:00,19.9046
20160725,1:00:00,19.709
20160725,2:00:00,19.4742
20160725,3:00:00,19.3601
20160725,4:00:00,19.1818
20160725,5:00:00,18.9793
20160725,6:00:00,18.7902
20160725,7:00:00,20.6153
20160725,8:00:00,21.7986
20160725,9:00:00,22.514
20160725,10:00:00,23.1164
20160725,11:00:00,23.6482
20160725,12:00:00,24.0873
20160725,13:00:00,24.4368
20160725,14:00:00,24.5866
20160725,15:00:00,24.7419
20160725,16:00:00,24.4193
20160725,17:00:00,23.8848
20160725,18:00:00,22.8511
20160725,19:00:00,21.1357
20160725,20:00:00,20.0844
20160725,21:00:00,19.9695
20160725,22:00:00,19.7857
20160725,23:00:00,19.5836
20160726,0:00:00,19.4525
20160726,1:00:00,19.2541
20160726,2:00:00,19.1566
20160726,3:00:00,19.0484
20160726,4:00:00,18.9606
20160726,5:00:00,18.8721
20160726,6:00:00,18.6829
20160726,7:00:00,20.8978
20160726,8:00:00,22.1627
20160726,9:00:00,22.9336
20160726,10:00:00,23.5573
20160726,11:00:00,24.2598
20160726,12:00:00,24.5028
20160726,13:00:00,24.6789
20160726,14:00:00,24.699
20160726,15:00:00,24.852
20160726,16:00:00,24.7149
20160726,17:00:00,24.1823
20160726,18:00:00,23.2
20160726,19:00:00,21.5815
20160726,20:00:00,20.2615
20160726,21:00:00,20.0854
20160726,22:00:00,19.8844
20160726,23:00:00,19.6125
20160727,0:00:00,19.3827
20160727,1:00:00,19.2293
20160727,2:00:00,19.1307
20160727,3:00:00,18.917
20160727,4:00:00,18.7213
20160727,5:00:00,18.5483
20160727,6:00:00,18.4269
20160727,7:00:00,20.7861
20160727,8:00:00,21.8906
20160727,9:00:00,22.9618
20160727,10:00:00,23.3836
20160727,11:00:00,24.045
20160727,12:00:00,24.0293
20160727,13:00:00,24.3084
20160727,14:00:00,24.2593
20160727,15:00:00,24.2145
20160727,16:00:00,24.1715
20160727,17:00:00,23.5703
20160727,18:00:00,22.6741
20160727,19:00:00,20.9834
20160727,20:00:00,19.5939
20160727,21:00:00,19.5159
20160727,22:00:00,19.313
20160727,23:00:00,19.1916
20160728,0:00:00,19.0519
20160728,1:00:00,18.801
20160728,2:00:00,18.7259
20160728,3:00:00,18.6066
20160728,4:00:00,18.5376
20160728,5:00:00,18.314
20160728,6:00:00,18.2664
20160728,7:00:00,20.3879
20160728,8:00:00,21.7968
20160728,9:00:00,22.4416
20160728,10:00:00,23.1641
20160728,11:00:00,23.5053
20160728,12:00:00,24.0255
20160728,13:00:00,24.2948
20160728,14:00:00,24.3409
20160728,15:00:00,24.4974
20160728,16:00:00,24.3536
20160728,17:00:00,23.9197
20160728,18:00:00,23.0573
20160728,19:00:00,21.5253
20160728,20:00:00,20.3652
20160728,21:00:00,20.16
20160728,22:00:00,20.0447
20160728,23:00:00,19.8228
20160729,0:00:00,19.5067
20160729,1:00:00,19.3217
20160729,2:00:00,19.1551
20160729,3:00:00,18.9837
20160729,4:00:00,18.858
20160729,5:00:00,18.7231
20160729,6:00:00,18.5697
20160729,7:00:00,20.7076
20160729,8:00:00,22.1913
20160729,9:00:00,23.1114
20160729,10:00:00,23.6725
20160729,11:00:00,24.2694
20160729,12:00:00,24.5672
20160729,13:00:00,24.7911
20160729,14:00:00,25.0821
20160729,15:00:00,24.7735
20160729,16:00:00,24.4662
20160729,17:00:00,24.0988
20160729,18:00:00,23.0986
20160729,19:00:00,21.5555
20160729,20:00:00,20.4637
20160729,21:00:00,20.3524
20160729,22:00:00,20.1584
20160729,23:00:00,19.9658
20160730,0:00:00,19.7841
20160730,1:00:00,19.5815
20160730,2:00:00,19.4138
20160730,3:00:00,19.3086
20160730,4:00:00,19.1094
20160730,5:00:00,18.9091
20160730,6:00:00,18.8198
20160730,7:00:00,20.9527
20160730,8:00:00,22.7111
20160730,9:00:00,22.5212
20160730,10:00:00,24.1416
20160730,11:00:00,24.3997
20160730,12:00:00,24.4731
20160730,13:00:00,24.3675
20160730,14:00:00,24.6241
20160730,15:00:00,24.5447
20160730,16:00:00,24.3575
20160730,17:00:00,23.7316
20160730,18:00:00,22.9456
20160730,19:00:00,21.5971
20160730,20:00:00,20.6243
20160730,21:00:00,20.5235
20160730,22:00:00,20.3031
20160730,23:00:00,20.2176
20160731,0:00:00,20.0128
20160731,1:00:00,19.839
20160731,2:00:00,19.7371
20160731,3:00:00,19.5758
20160731,4:00:00,19.3918
20160731,5:00:00,19.2402
20160731,6:00:00,19.0307
20160731,7:00:00,20.6233
20160731,8:00:00,22.1931
20160731,9:00:00,23.1041
20160731,10:00:00,23.7552
20160731,11:00:00,24.2186
20160731,12:00:00,24.5026
20160731,13:00:00,24.7688
20160731,14:00:00,24.9159
20160731,15:00:00,24.913
20160731,16:00:00,24.4798
20160731,17:00:00,24.2125
20160731,18:00:00,23.334
20160731,19:00:00,21.7786
20160731,20:00:00,20.5876
20160731,21:00:00,20.3863
20160731,22:00:00,20.2176
20160731,23:00:00,20.0239
20160801,0:00:00,17.7264
20160801,1:00:00,17.5327
20160801,2:00:00,17.2367
20160801,3:00:00,17.0341
20160801,4:00:00,16.9018
20160801,5:00:00,16.7374
20160801,6:00:00,16.7591
20160801,7:00:00,19.5821
20160801,8:00:00,21.0997
20160801,9:00:00,22.0989
20160801,10:00:00,22.9186
20160801,11:00:00,23.4881
20160801,12:00:00,23.7804
20160801,13:00:00,23.9459
20160801,14:00:00,23.8293
20160801,15:00:00,23.6765
20160801,16:00:00,23.1508
20160801,17:00:00,22.8089
20160801,18:00:00,21.5938
20160801,19:00:00,19.7376
20160801,20:00:00,18.8333
20160801,21:00:00,18.625
20160801,22:00:00,18.3075
20160801,23:00:00,18.2021
20160802,0:00:00,17.8881
20160802,1:00:00,17.5776
20160802,2:00:00,17.4682
20160802,3:00:00,17.4096
20160802,4:00:00,17.3194
20160802,5:00:00,17.3304
20160802,6:00:00,17.2182
20160802,7:00:00,19.0438
20160802,8:00:00,18.2887
20160802,9:00:00,20.3286
20160802,10:00:00,22.3355
20160802,11:00:00,23.0366
20160802,12:00:00,23.5106
20160802,13:00:00,23.748
20160802,14:00:00,23.7328
20160802,15:00:00,23.5073
20160802,16:00:00,23.2909
20160802,17:00:00,22.6367
20160802,18:00:00,21.4479
20160802,19:00:00,19.6432
20160802,20:00:00,18.7288
20160802,21:00:00,18.5381
20160802,22:00:00,18.3299
20160802,23:00:00,17.9269
20160803,0:00:00,17.6352
20160803,1:00:00,17.2298
20160803,2:00:00,17.0339
20160803,3:00:00,16.7489
20160803,4:00:00,16.5475
20160803,5:00:00,16.3176
20160803,6:00:00,16.5136
20160803,7:00:00,19.1069
20160803,8:00:00,19.2023
20160803,9:00:00,21.5518
20160803,10:00:00,22.2531
20160803,11:00:00,22.9071
20160803,12:00:00,23.3969
20160803,13:00:00,23.4186
20160803,14:00:00,23.6729
20160803,15:00:00,23.3803
20160803,16:00:00,23.1134
20160803,17:00:00,22.4525
20160803,18:00:00,21.5384
20160803,19:00:00,19.6309
20160803,20:00:00,18.642
20160803,21:00:00,18.3499
20160803,22:00:00,18.1442
20160803,23:00:00,17.8702
20160804,0:00:00,17.5176
20160804,1:00:00,17.2917
20160804,2:00:00,16.9688
20160804,3:00:00,16.4866
20160804,4:00:00,16.1802
20160804,5:00:00,15.9049
20160804,6:00:00,15.9968
20160804,7:00:00,17.8452
20160804,8:00:00,18.6336
20160804,9:00:00,20.817
20160804,10:00:00,21.6869
20160804,11:00:00,22.3679
20160804,12:00:00,22.8602
20160804,13:00:00,22.9561
20160804,14:00:00,23.2329
20160804,15:00:00,23.095
20160804,16:00:00,22.6233
20160804,17:00:00,22.2622
20160804,18:00:00,21.0453
20160804,19:00:00,19.2397
20160804,20:00:00,18.2393
20160804,21:00:00,18.0786
20160804,22:00:00,17.7591
20160804,23:00:00,17.4156
20160805,0:00:00,17.1938
20160805,1:00:00,17.0176
20160805,2:00:00,16.5654
20160805,3:00:00,16.2076
20160805,4:00:00,16.0913
20160805,5:00:00,16.0876
20160805,6:00:00,16.0339
20160805,7:00:00,18.1779
20160805,8:00:00,17.3898
20160805,9:00:00,19.1888
20160805,10:00:00,20.3018
20160805,11:00:00,22.1764
20160805,12:00:00,22.5023
20160805,13:00:00,22.5011
20160805,14:00:00,22.7722
20160805,15:00:00,22.5319
20160805,16:00:00,22.292
20160805,17:00:00,21.8823
20160805,18:00:00,20.7423
20160805,19:00:00,19.1804
20160805,20:00:00,18.3183
20160805,21:00:00,18.1153
20160805,22:00:00,17.8164
20160805,23:00:00,17.5208
20160806,0:00:00,17.1007
20160806,1:00:00,16.8229
20160806,2:00:00,16.5531
20160806,3:00:00,16.5499
20160806,4:00:00,16.5845
20160806,5:00:00,16.0238
20160806,6:00:00,15.7815
20160806,7:00:00,18.0571
20160806,8:00:00,16.6851
20160806,9:00:00,17.7844
20160806,10:00:00,19.3495
20160806,11:00:00,21.5234
20160806,12:00:00,22.491
20160806,13:00:00,22.802
20160806,14:00:00,22.9322
20160806,15:00:00,22.844
20160806,16:00:00,22.6398
20160806,17:00:00,21.8683
20160806,18:00:00,20.842
20160806,19:00:00,19.0099
20160806,20:00:00,18.031
20160806,21:00:00,17.9041
20160806,22:00:00,17.6524
20160806,23:00:00,17.4763
20160807,0:00:00,17.4528
20160807,1:00:00,17.4495
20160807,2:00:00,17.5671
20160807,3:00:00,17.2009
20160807,4:00:00,17.0913
20160807,5:00:00,16.5999
20160807,6:00:00,16.1968
20160807,7:00:00,18.4286
20160807,8:00:00,16.8997
20160807,9:00:00,18.3821
20160807,10:00:00,20.907
20160807,11:00:00,22.182
20160807,12:00:00,22.4773
20160807,13:00:00,22.5687
20160807,14:00:00,22.7722
20160807,15:00:00,22.5971
20160807,16:00:00,22.2304
20160807,17:00:00,21.6736
20160807,18:00:00,20.5552
20160807,19:00:00,18.8794
20160807,20:00:00,18.187
20160807,21:00:00,17.8392
20160807,22:00:00,17.5092
20160807,23:00:00,17.3033
20160808,0:00:00,16.9441
20160808,1:00:00,16.5047
20160808,2:00:00,16.2668
20160808,3:00:00,16.2115
20160808,4:00:00,15.9738
20160808,5:00:00,15.7038
20160808,6:00:00,15.2027
20160808,7:00:00,17.5354
20160808,8:00:00,15.9387
20160808,9:00:00,17.1975
20160808,10:00:00,19.1168
20160808,11:00:00,21.2779
20160808,12:00:00,21.9671
20160808,13:00:00,22.3036
20160808,14:00:00,22.2102
20160808,15:00:00,22.0126
20160808,16:00:00,21.7696
20160808,17:00:00,20.9021
20160808,18:00:00,20.0346
20160808,19:00:00,18.4391
20160808,20:00:00,17.7686
20160808,21:00:00,17.593
20160808,22:00:00,17.2588
20160808,23:00:00,17.1371
20160809,0:00:00,16.7594
20160809,1:00:00,16.4242
20160809,2:00:00,16.2168
20160809,3:00:00,16.4136
20160809,4:00:00,16.5697
20160809,5:00:00,16.0947
20160809,6:00:00,15.5196
20160809,7:00:00,17.4438
20160809,8:00:00,16.5134
20160809,9:00:00,17.9497
20160809,10:00:00,19.1786
20160809,11:00:00,19.8747
20160809,12:00:00,21.5105
20160809,13:00:00,23.0977
20160809,14:00:00,24.6899
20160809,15:00:00,25.777
20160809,16:00:00,25.4073
20160809,17:00:00,23.7405
20160809,18:00:00,21.9149
20160809,19:00:00,19.7572
20160809,20:00:00,18.7163
20160809,21:00:00,18.1698
20160809,22:00:00,17.6778
20160809,23:00:00,17.2288
20160810,0:00:00,16.9799
20160810,1:00:00,16.6125
20160810,2:00:00,16.2904
20160810,3:00:00,16.0774
20160810,4:00:00,15.8647
20160810,5:00:00,15.6527
20160810,6:00:00,15.3198
20160810,7:00:00,17.5129
20160810,8:00:00,16.3421
20160810,9:00:00,17.7949
20160810,10:00:00,20.3429
20160810,11:00:00,21.1455
20160810,12:00:00,21.9304
20160810,13:00:00,23.2959
20160810,14:00:00,24.6697
20160810,15:00:00,25.7551
20160810,16:00:00,26.4132
20160810,17:00:00,23.859
20160810,18:00:00,22.0443
20160810,19:00:00,19.9919
20160810,20:00:00,18.9687
20160810,21:00:00,18.5743
20160810,22:00:00,18.2786
20160810,23:00:00,18.0592
20160811,0:00:00,18.0103
20160811,1:00:00,17.8925
20160811,2:00:00,17.3934
20160811,3:00:00,17.1077
20160811,4:00:00,17.0821
20160811,5:00:00,16.4785
20160811,6:00:00,15.9166
20160811,7:00:00,18.1563
20160811,8:00:00,17.3376
20160811,9:00:00,19.374
20160811,10:00:00,21.0879
20160811,11:00:00,21.518
20160811,12:00:00,22.1122
20160811,13:00:00,23.3093
20160811,14:00:00,24.5693
20160811,15:00:00,25.7642
20160811,16:00:00,25.5356
20160811,17:00:00,24.191
20160811,18:00:00,22.3436
20160811,19:00:00,20.1239
20160811,20:00:00,19.0106
20160811,21:00:00,18.5646
20160811,22:00:00,18.2117
20160811,23:00:00,17.7935
20160812,0:00:00,17.4491
20160812,1:00:00,17.1859
20160812,2:00:00,16.8484
20160812,3:00:00,16.5193
20160812,4:00:00,16.2971
20160812,5:00:00,16.0315
20160812,6:00:00,15.8433
20160812,7:00:00,18.138
20160812,8:00:00,19.6566
20160812,9:00:00,20.6506
20160812,10:00:00,21.2947
20160812,11:00:00,21.8996
20160812,12:00:00,22.8159
20160812,13:00:00,24.1729
20160812,14:00:00,25.7261
20160812,15:00:00,26.6154
20160812,16:00:00,25.9917
20160812,17:00:00,24.2261
20160812,18:00:00,22.4396
20160812,19:00:00,19.901
20160812,20:00:00,18.8163
20160812,21:00:00,18.5442
20160812,22:00:00,18.3463
20160812,23:00:00,18.0406
20160813,0:00:00,17.7315
20160813,1:00:00,17.3291
20160813,2:00:00,17.0162
20160813,3:00:00,16.7214
20160813,4:00:00,16.4873
20160813,5:00:00,16.2133
20160813,6:00:00,16.0686
20160813,7:00:00,18.4952
20160813,8:00:00,20.1957
20160813,9:00:00,21.216
20160813,10:00:00,22.0437
20160813,11:00:00,22.6586
20160813,12:00:00,23.3203
20160813,13:00:00,24.7091
20160813,14:00:00,25.8932
20160813,15:00:00,26.7557
20160813,16:00:00,26.114
20160813,17:00:00,24.3376
20160813,18:00:00,22.3408
20160813,19:00:00,19.8259
20160813,20:00:00,18.6053
20160813,21:00:00,18.0489
20160813,22:00:00,17.3131
20160813,23:00:00,16.7666
20160814,0:00:00,16.1674
20160814,1:00:00,15.7134
20160814,2:00:00,15.3272
20160814,3:00:00,14.9378
20160814,4:00:00,14.531
20160814,5:00:00,14.4301
20160814,6:00:00,14.4932
20160814,7:00:00,17.2642
20160814,8:00:00,19.5384
20160814,9:00:00,20.7459
20160814,10:00:00,21.461
20160814,11:00:00,21.9616
20160814,12:00:00,22.5559
20160814,13:00:00,23.9894
20160814,14:00:00,25.4966
20160814,15:00:00,26.4093
20160814,16:00:00,26.0861
20160814,17:00:00,24.6029
20160814,18:00:00,22.8348
20160814,19:00:00,20.0514
20160814,20:00:00,18.6951
20160814,21:00:00,17.9603
20160814,22:00:00,17.412
20160814,23:00:00,16.8652
20160815,0:00:00,16.4161
20160815,1:00:00,16.0483
20160815,2:00:00,15.5847
20160815,3:00:00,15.1322
20160815,4:00:00,14.7271
20160815,5:00:00,14.3521
20160815,6:00:00,14.3719
20160815,7:00:00,17.7157
20160815,8:00:00,19.4726
20160815,9:00:00,20.3502
20160815,10:00:00,21.0721
20160815,11:00:00,21.4142
20160815,12:00:00,22.4622
20160815,13:00:00,23.6613
20160815,14:00:00,25.2587
20160815,15:00:00,26.1138
20160815,16:00:00,25.7079
20160815,17:00:00,24.3826
20160815,18:00:00,21.864
20160815,19:00:00,19.2979
20160815,20:00:00,17.9709
20160815,21:00:00,17.2218
20160815,22:00:00,16.6483
20160815,23:00:00,16.0613
20160816,0:00:00,15.475
20160816,1:00:00,15.0164
20160816,2:00:00,14.6448
20160816,3:00:00,14.3029
20160816,4:00:00,14.0177
20160816,5:00:00,13.7259
20160816,6:00:00,13.6653
20160816,7:00:00,16.5584
20160816,8:00:00,18.5307
20160816,9:00:00,19.7699
20160816,10:00:00,20.5808
20160816,11:00:00,21.2507
20160816,12:00:00,21.9843
20160816,13:00:00,23.1157
20160816,14:00:00,24.7762
20160816,15:00:00,25.6231
20160816,16:00:00,24.9793
20160816,17:00:00,23.446
20160816,18:00:00,21.7388
20160816,19:00:00,19.104
20160816,20:00:00,17.8892
20160816,21:00:00,17.214
20160816,22:00:00,16.6541
20160816,23:00:00,16.1498
20160817,0:00:00,15.7443
20160817,1:00:00,15.4785
20160817,2:00:00,15.2851
20160817,3:00:00,14.9902
20160817,4:00:00,14.7771
20160817,5:00:00,14.4622
20160817,6:00:00,14.4556
20160817,7:00:00,16.8431
20160817,8:00:00,18.6437
20160817,9:00:00,19.7303
20160817,10:00:00,20.5705
20160817,11:00:00,21.3825
20160817,12:00:00,21.7248
20160817,13:00:00,23.0742
20160817,14:00:00,24.586
20160817,15:00:00,25.475
20160817,16:00:00,25.2007
20160817,17:00:00,23.6738
20160817,18:00:00,21.9434
20160817,19:00:00,19.4557
20160817,20:00:00,18.1479
20160817,21:00:00,17.4909
20160817,22:00:00,17.0025
20160817,23:00:00,16.5007
20160818,0:00:00,16.1644
20160818,1:00:00,15.7608
20160818,2:00:00,15.5094
20160818,3:00:00,15.2077
20160818,4:00:00,14.9728
20160818,5:00:00,14.6945
20160818,6:00:00,14.596
20160818,7:00:00,17.1484
20160818,8:00:00,18.8845
20160818,9:00:00,19.9658
20160818,10:00:00,20.6995
20160818,11:00:00,21.4188
20160818,12:00:00,22.0385
20160818,13:00:00,23.1959
20160818,14:00:00,24.3597
20160818,15:00:00,25.1554
20160818,16:00:00,24.7442
20160818,17:00:00,23.3087
20160818,18:00:00,21.4839
20160818,19:00:00,19.1787
20160818,20:00:00,17.9505
20160818,21:00:00,17.4085
20160818,22:00:00,16.934
20160818,23:00:00,16.4537
20160819,0:00:00,16.0413
20160819,1:00:00,15.7276
20160819,2:00:00,15.5241
20160819,3:00:00,15.2272
20160819,4:00:00,15.0274
20160819,5:00:00,14.8215
20160819,6:00:00,14.7546
20160819,7:00:00,17.1644
20160819,8:00:00,18.9103
20160819,9:00:00,20.0492
20160819,10:00:00,20.7138
20160819,11:00:00,21.4433
20160819,12:00:00,22.1776
20160819,13:00:00,23.4335
20160819,14:00:00,24.5004
20160819,15:00:00,25.35
20160819,16:00:00,25.0516
20160819,17:00:00,23.4846
20160819,18:00:00,21.681
20160819,19:00:00,19.2703
20160819,20:00:00,18.1186
20160819,21:00:00,17.5917
20160819,22:00:00,17.0209
20160819,23:00:00,16.635
20160820,0:00:00,16.2452
20160820,1:00:00,15.9293
20160820,2:00:00,15.6306
20160820,3:00:00,15.4293
20160820,4:00:00,15.1155
20160820,5:00:00,14.9078
20160820,6:00:00,14.7389
20160820,7:00:00,16.8505
20160820,8:00:00,18.6862
20160820,9:00:00,19.8439
20160820,10:00:00,20.5546
20160820,11:00:00,21.2392
20160820,12:00:00,21.9273
20160820,13:00:00,23.1786
20160820,14:00:00,24.3704
20160820,15:00:00,25.3759
20160820,16:00:00,24.9594
20160820,17:00:00,23.5336
20160820,18:00:00,21.9978
20160820,19:00:00,19.5026
20160820,20:00:00,18.4168
20160820,21:00:00,17.7334
20160820,22:00:00,17.1657
20160820,23:00:00,16.6562
20160821,0:00:00,16.2663
20160821,1:00:00,15.8234
20160821,2:00:00,15.6291
20160821,3:00:00,15.3319
20160821,4:00:00,15.0232
20160821,5:00:00,14.7194
20160821,6:00:00,14.6119
20160821,7:00:00,16.395
20160821,8:00:00,18.3434
20160821,9:00:00,19.5406
20160821,10:00:00,20.2078
20160821,11:00:00,21.2244
20160821,12:00:00,21.8958
20160821,13:00:00,23.1385
20160821,14:00:00,24.2389
20160821,15:00:00,24.885
20160821,16:00:00,24.3441
20160821,17:00:00,22.8511
20160821,18:00:00,20.8037
20160821,19:00:00,18.4299
20160821,20:00:00,17.4625
20160821,21:00:00,17.1548
20160821,22:00:00,16.6424
20160821,23:00:00,16.2479
20160822,0:00:00,15.8363
