"Max_Temp","Mean_Max_Temp","Min_Temp","Mean_Temp","Node","WeekDate"
30.5952,29.5521714285714,19.4705,24.005775,"LA13",20160605
33.1633,28.5278571428571,16.8425,22.5941494047619,"LA13",20160611
36.411,33.5562428571429,18.6608,26.8807089285714,"LA13",20160618
34.892,32.7337285714286,20.616,26.7676029761905,"LA13",20160625
31.4839,30.1322857142857,20.4213,24.9811029761905,"LA13",20160702
32.2148,31.2237142857143,19.4447,25.477144047619,"LA13",20160709
32.9034,31.8364857142857,18.3958,25.0531827380952,"LA13",20160716
32.6252,31.4915714285714,16.8769,24.4401380952381,"LA13",20160723
30.8731,30.1578,16.7947,23.9609255952381,"LA13",20160730
32.0968,30.0872857142857,17.3983,23.7717720238095,"LA13",20160806
32.497,31.551225,16.2795,24.12579375,"LA13",20160813
