"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",0,0,0,"SAS","Adult","Depth","F37B_Low"
"2",3369.2626953125,3369.2626953125,3369.2626953125,"SAS","Adult","Depth","F37B_Low"
"3",NA,NA,NA,"SAS","Adult","Depth","F37B_Low"
"4",NA,NA,NA,"SAS","Adult","Depth","F37B_Low"
"5",NA,51.2306230077388,56.0907315974269,"SAS","Adult","Depth","F37B_Low"
"6",NA,199.969118109774,199.985779462176,"SAS","Adult","Depth","F37B_Low"
"7",NA,NA,NA,"SAS","Adult","Depth","F37B_Low"
"8",NA,NA,NA,"SAS","Adult","Depth","F37B_Low"
"9",NA,NA,122.370810051796,"SAS","Adult","Depth","F37B_Low"
"10",NA,NA,199.968125696813,"SAS","Adult","Depth","F37B_Low"
"11",NA,NA,NA,"SAS","Adult","Depth","F37B_Low"
"12",NA,NA,NA,"SAS","Adult","Depth","F37B_Low"
