"","month","water_year","position","days_per_month"
"1",1,2010,"MC",31
"2",1,2011,"MC",31
"3",1,2012,"MC",31
"4",1,2013,"MC",21
"5",1,2014,"MC",6
"6",1,2015,"MC",8
"7",1,2016,"MC",18
"8",2,2010,"MC",28
"9",2,2011,"MC",29
"10",2,2012,"MC",28
"11",2,2013,"MC",8
"12",2,2014,"MC",2
"13",2,2015,"MC",6
"14",2,2016,"MC",26
"15",3,2010,"MC",31
"16",3,2011,"MC",31
"17",3,2012,"MC",31
"18",3,2013,"MC",3
"19",3,2014,"MC",4
"20",3,2015,"MC",8
"21",3,2016,"MC",23
"22",4,2010,"MC",28
"23",4,2011,"MC",26
"24",4,2012,"MC",30
"25",4,2013,"MC",5
"26",4,2014,"MC",2
"27",4,2015,"MC",3
"28",4,2016,"MC",1
"29",5,2010,"MC",28
"30",5,2011,"MC",24
"31",5,2012,"MC",27
"32",5,2013,"MC",0
"33",5,2014,"MC",6
"34",5,2015,"MC",4
"35",5,2016,"MC",21
"36",6,2010,"MC",28
"37",6,2011,"MC",0
"38",6,2012,"MC",30
"39",6,2013,"MC",0
"40",6,2014,"MC",0
"41",6,2015,"MC",0
"42",6,2016,"MC",30
"43",7,2010,"MC",10
"44",7,2011,"MC",2
"45",7,2012,"MC",22
"46",7,2013,"MC",0
"47",7,2014,"MC",0
"48",7,2015,"MC",0
"49",7,2016,"MC",19
"50",8,2010,"MC",0
"51",8,2011,"MC",0
"52",8,2012,"MC",19
"53",8,2013,"MC",0
"54",8,2014,"MC",1
"55",8,2015,"MC",0
"56",8,2016,"MC",27
"57",9,2010,"MC",15
"58",9,2011,"MC",0
"59",9,2012,"MC",0
"60",9,2013,"MC",0
"61",9,2014,"MC",0
"62",9,2015,"MC",0
"63",9,2016,"MC",11
"64",10,2010,"MC",30
"65",10,2011,"MC",24
"66",10,2012,"MC",3
"67",10,2013,"MC",0
"68",10,2014,"MC",0
"69",10,2015,"MC",9
"70",10,2016,"MC",8
"71",11,2010,"MC",30
"72",11,2011,"MC",30
"73",11,2012,"MC",22
"74",11,2013,"MC",3
"75",11,2014,"MC",6
"76",11,2015,"MC",0
"77",11,2016,"MC",22
"78",12,2010,"MC",31
"79",12,2011,"MC",31
"80",12,2012,"MC",31
"81",12,2013,"MC",2
"82",12,2014,"MC",16
"83",12,2015,"MC",6
"84",12,2016,"MC",9
