"","water_year","Annual","Seasonal","season","position"
"1",2010,88.7772576778171,90.3086298407706,"non_critical","MC"
"2",2010,88.7772576778171,86.6557734204793,"critcal","MC"
"3",2011,97.5979052823315,97.7112676056338,"non_critical","MC"
"4",2011,97.5979052823315,97.4400871459695,"critcal","MC"
"5",2012,96.6095890410959,94.9095911949686,"non_critical","MC"
"6",2012,96.6095890410959,98.9651416122004,"critcal","MC"
"7",2013,98.5958904109589,98.2900943396226,"non_critical","MC"
"8",2013,98.5958904109589,99.0196078431373,"critcal","MC"
"9",2014,97.5,96.7767295597484,"non_critical","MC"
"10",2014,97.5,98.5021786492375,"critcal","MC"
"11",2015,97.8711293260474,97.5547730829421,"non_critical","MC"
"12",2015,97.8711293260474,98.3115468409586,"critcal","MC"
"13",2016,94.9657534246575,91.9614779874214,"non_critical","MC"
"14",2016,94.9657534246575,99.1285403050109,"critcal","MC"
"15",2010,0,0,"non_critical","LOB"
"16",2010,0,0,"critcal","LOB"
"17",2011,0.0227686703096539,0.0391236306729265,"non_critical","LOB"
"18",2011,0.0227686703096539,0,"critcal","LOB"
"19",2012,0,0,"non_critical","LOB"
"20",2012,0,0,"critcal","LOB"
"21",2013,0,0,"non_critical","LOB"
"22",2013,0,0,"critcal","LOB"
"23",2014,0.045662100456621,0.0786163522012579,"non_critical","LOB"
"24",2014,0.045662100456621,0,"critcal","LOB"
"25",2015,0.0910746812386157,0.156494522691706,"non_critical","LOB"
"26",2015,0.0910746812386157,0,"critcal","LOB"
"27",2016,0,0,"non_critical","LOB"
"28",2016,0,0,"critcal","LOB"
"29",2010,0.205502911291243,0.137605661490073,"non_critical","ROB"
"30",2010,0.205502911291243,0.299564270152505,"critcal","ROB"
"31",2011,0.717213114754098,0.332550860719875,"non_critical","ROB"
"32",2011,0.717213114754098,1.25272331154684,"critcal","ROB"
"33",2012,0.182648401826484,0.314465408805031,"non_critical","ROB"
"34",2012,0.182648401826484,0,"critcal","ROB"
"35",2013,0.410958904109589,0.0786163522012579,"non_critical","ROB"
"36",2013,0.410958904109589,0.871459694989107,"critcal","ROB"
"37",2014,4.34931506849315,4.04874213836478,"non_critical","ROB"
"38",2014,4.34931506849315,4.76579520697168,"critcal","ROB"
"39",2015,18.3173952641166,18.622848200313,"non_critical","ROB"
"40",2015,18.3173952641166,17.8921568627451,"critcal","ROB"
"41",2016,14.7374429223744,11.8907232704403,"non_critical","ROB"
"42",2016,14.7374429223744,18.681917211329,"critcal","ROB"
