"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",7.66123008728027,7.66123008728027,7.66123008728027,"SAS","Adult","Depth","LA14"
"2",39231.75390625,39231.75390625,39231.75390625,"SAS","Adult","Depth","LA14"
"3",NA,NA,NA,"SAS","Adult","Depth","LA14"
"4",NA,NA,NA,"SAS","Adult","Depth","LA14"
"5",432.440679081328,833.558475886886,295.539311629736,"SAS","Adult","Depth","LA14"
"6",2603.82535421741,3565.2377267447,2018.19820069109,"SAS","Adult","Depth","LA14"
"7",NA,NA,NA,"SAS","Adult","Depth","LA14"
"8",NA,NA,NA,"SAS","Adult","Depth","LA14"
"9",716.633868701037,1257.75924423405,504.357115501274,"SAS","Adult","Depth","LA14"
"10",2125.1589475412,3025.69891651778,1619.47607819388,"SAS","Adult","Depth","LA14"
"11",NA,NA,NA,"SAS","Adult","Depth","LA14"
"12",NA,NA,NA,"SAS","Adult","Depth","LA14"
