"","LOB","MC","ROB"
"Low_Prob_1",21.7927206148522,0.0427935549740403,5.02232977722496
"Low_Prob_2",121.146544025042,15.1866988257582,77.6971219128379
"Low_Prob_3",150.657320075685,150.400314118413,670.62287542091
"Low_Prob_4",NA,NA,NA
"Med_Prob_1",32.5689801469559,0.330566571945725,13.7891617758803
"Med_Prob_2",96.1826073957113,9.16308493106796,64.342078998716
"Med_Prob_3",485.935410039981,151.195220521981,1838.05622517841
"Med_Prob_4",NA,NA,NA
"High_Prob_1",41.9062547058226,0.839295988061397,21.6989404186113
"High_Prob_2",81.2732939584378,5.98754016117706,53.9066502735853
"High_Prob_3",1278.61365900118,223.150234289654,2908.77002451592
"High_Prob_4",NA,2552.07856899949,NA
