"","month","water_year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2010,"LOB",31,31,30
"2",1,2010,"MC",31,31,30
"3",1,2010,"ROB",0,31,31
"4",1,2011,"LOB",31,31,29
"5",1,2011,"MC",31,31,29
"6",1,2011,"ROB",0,31,31
"7",1,2012,"LOB",31,31,30
"8",1,2012,"MC",31,31,30
"9",1,2012,"ROB",0,31,31
"10",1,2013,"LOB",31,31,31
"11",1,2013,"MC",31,31,31
"12",1,2013,"ROB",0,31,31
"13",1,2014,"LOB",31,31,29
"14",1,2014,"MC",31,31,29
"15",1,2014,"ROB",0,31,31
"16",1,2015,"LOB",31,29,27
"17",1,2015,"MC",31,29,27
"18",1,2015,"ROB",0,31,28
"19",1,2016,"LOB",31,29,23
"20",1,2016,"MC",30,29,23
"21",1,2016,"ROB",0,30,27
"22",2,2010,"LOB",28,27,23
"23",2,2010,"MC",28,26,23
"24",2,2010,"ROB",0,28,26
"25",2,2011,"LOB",29,29,29
"26",2,2011,"MC",29,29,29
"27",2,2011,"ROB",0,29,29
"28",2,2012,"LOB",28,28,27
"29",2,2012,"MC",28,28,27
"30",2,2012,"ROB",0,28,28
"31",2,2013,"LOB",28,27,25
"32",2,2013,"MC",27,27,25
"33",2,2013,"ROB",0,27,27
"34",2,2014,"LOB",28,28,27
"35",2,2014,"MC",28,28,27
"36",2,2014,"ROB",0,28,28
"37",2,2015,"LOB",29,29,28
"38",2,2015,"MC",29,29,28
"39",2,2015,"ROB",0,29,29
"40",2,2016,"LOB",28,27,22
"41",2,2016,"MC",27,27,22
"42",2,2016,"ROB",0,27,27
"43",3,2010,"LOB",30,30,27
"44",3,2010,"MC",30,29,25
"45",3,2010,"ROB",0,30,29
"46",3,2011,"LOB",31,30,29
"47",3,2011,"MC",31,29,29
"48",3,2011,"ROB",0,31,29
"49",3,2012,"LOB",31,31,30
"50",3,2012,"MC",31,31,30
"51",3,2012,"ROB",0,31,30
"52",3,2013,"LOB",31,31,30
"53",3,2013,"MC",31,31,30
"54",3,2013,"ROB",0,31,31
"55",3,2014,"LOB",31,31,29
"56",3,2014,"MC",31,31,29
"57",3,2014,"ROB",0,31,31
"58",3,2015,"LOB",31,29,28
"59",3,2015,"MC",31,28,28
"60",3,2015,"ROB",0,31,28
"61",3,2016,"LOB",31,31,31
"62",3,2016,"MC",31,31,31
"63",3,2016,"ROB",0,31,31
"64",4,2010,"LOB",30,30,30
"65",4,2010,"MC",30,30,30
"66",4,2010,"ROB",0,30,30
