"","Date","Condition","Site","Time","Replicate..","Fish..","SL..mm.","TL..mm.","Weight..g.","Sex","Life.Stage","Spawning..Y.N.","Temp...C.","Depth..m.","Current..m.sec."
"237","14-Dec-99","OK","SGRA",1503,6,61,51,61,3.5,"NB","0+ adult","N",9.46,0.33,0.3937
"238","14-Dec-99","OK","SGRA",1503,6,62,49,61,3,"NB","0+ adult","N",9.46,0.1,0.0282448
"239","14-Dec-99","OK","SGRA",912,1,1,41,49,1,"NB","0+ adult","N",6.93,0.38,0.1500632
"240","14-Dec-99","OK","SGRA",916,1,2,152,170,63,"NB","2+ adult","N",6.96,0.42,0.1943608
"241","14-Dec-99","OK","SGRA",918,1,3,104,117,21,"NB","1+ adult","N",6.98,0.38,0.1279144
"242","14-Dec-99","OK","SGRA",918,1,4,85,99,19,"NB","1+ adult","N",6.98,0.56,0.3826256
"243","14-Dec-99","OK","SGRA",920,1,5,95,109,16,"NB","1+ adult","N",7.04,0.56,0.1389888
"244","14-Dec-99","OK","SGRA",925,1,6,90,107,14,"NB","1+ adult","N",7,0.67,0.11684
"245","14-Dec-99","OK","SGRA",925,1,7,78,91,10,"NB","0+ adult","N",7,1.2,0.1279144
"246","14-Dec-99","OK","SGRA",927,1,8,93,107,15,"NB","1+ adult","N",7.02,0.53,0.2386584
"247","14-Sep-99","OK","SGRA",1017,2,10,117,133,27.5,"NB","1+ adult","N",18.57,0.68,0.3272536
"248","14-Sep-99","OK","SGRA",1017,2,11,90,109,14,"NB","1+ adult","N",18.57,0.75,0.1057656
"249","14-Sep-99","OK","SGRA",1017,2,12,82,100,12,"NB","1+ adult","N",18.57,0.27,0.172212
"250","14-Sep-99","OK","SGRA",1017,2,8,94,107,15,"NB","1+ adult","N",18.57,0.49,0.2054352
"251","14-Sep-99","OK","SGRA",1017,2,9,86,98,11,"NB","1+ adult","N",18.57,0.44,0.061468
"252","14-Sep-99","OK","SGRA",1020,2,13,82,100,11,"NB","1+ adult","N",18.58,0.21,0.0503936
"253","14-Sep-99","OK","SGRA",1021,2,14,95,110,16,"NB","1+ adult","N",18.63,0.24,0.2386584
"254","14-Sep-99","OK","SGRA",1027,2,15,152,175,63,"NB","2+ adult","N",18.68,0.27,0.3826256
"255","14-Sep-99","OK","SGRA",1027,2,16,130,152,46,"NB","2+ adult","N",18.68,0.46,0.1279144
"256","14-Sep-99","OK","SGRA",1027,2,17,141,161,51.5,"NB","2+ adult","N",18.68,0.36,0
"257","14-Sep-99","OK","SGRA",1027,2,18,118,134,30.5,"NB","1+ adult","N",18.68,0.53,0.1279144
"258","14-Sep-99","OK","SGRA",1027,2,19,87,105,19,"NB","1+ adult","N",18.68,0.69,0.11684
"259","14-Sep-99","OK","SGRA",1027,2,20,81,100,12,"NB","1+ adult","N",18.68,0.2,0.6926072
"260","14-Sep-99","OK","SGRA",1119,3,21,152,172,56,"NB","2+ adult","N",18.68,0.29,0.3604768
"261","14-Sep-99","OK","SGRA",1119,3,22,86,102,11.5,"NB","1+ adult","N",18.68,0.44,0.11684
"262","14-Sep-99","OK","SGRA",1119,3,23,83,99,10,"NB","1+ adult","N",18.68,0.4,0.6264656
"263","14-Sep-99","OK","SGRA",1122,3,24,104,119,17,"NB","1+ adult","N",19.62,0.26,0.0393192
"264","14-Sep-99","OK","SGRA",1123,3,25,92,109,15,"NB","1+ adult","N",19.62,0.35,0.0503936
"265","14-Sep-99","OK","SGRA",1127,3,26,156,183,67,"NB","2+ adult","N",19.66,0.45,0.450088
"266","14-Sep-99","OK","SGRA",1132,3,27,90,105,12,"NB","1+ adult","N",19.68,0.28,0.560324
"267","14-Sep-99","OK","SGRA",1134,3,28,116,139,30,"NB","1+ adult","N",19.66,0.45,0.1611376
"268","14-Sep-99","OK","SGRA",1222,3,29,87,106,14,"NB","1+ adult","N",20.26,0.42,0
"269","14-Sep-99","OK","SGRA",1222,3,30,127,149,35.5,"NB","2+ adult","N",20.26,0.4,0.2386584
"270","14-Sep-99","OK","SGRA",1400,4,31,94,112,14.5,"NB","1+ adult","N",22.44,0.14,0
"271","14-Sep-99","OK","SGRA",1402,4,32,145,162,51,"NB","2+ adult","N",22.42,0.37,0.615442
"272","14-Sep-99","OK","SGRA",1402,4,33,146,170,55,"NB","2+ adult","N",22.42,0.3,0.6264656
"273","14-Sep-99","OK","SGRA",1405,4,34,85,102,13,"NB","1+ adult","N",22.42,0.3,0.3494024
"274","14-Sep-99","OK","SGRA",1411,4,35,71,82,7,"NB","0+ adult","N",22.47,0.48,0.1389888
"275","14-Sep-99","OK","SGRA",1414,4,36,148,173,66.5,"NB","2+ adult","N",22.43,0.26,0.0725424
"276","14-Sep-99","OK","SGRA",1420,4,37,135,152,36.5,"NB","2+ adult","N",22.47,0.26,0.2940304
"277","14-Sep-99","OK","SGRA",1424,4,38,130,149,37.5,"NB","2+ adult","N",22.47,0.36,0.2054352
"278","14-Sep-99","OK","SGRA",1428,4,39,139,157,45.5,"NB","2+ adult","N",22.4,0.39,0.0503936
"279","14-Sep-99","OK","SGRA",1428,4,40,30,35,1.1,"NB","Juvenile","N",NA,0.39,0.505206
"280","14-Sep-99","OK","SGRA",1532,5,41,123,139,32,"NB","2+ adult","N",22.4,0.35,0.1943608
"281","14-Sep-99","AB","SGRA",1538,5,42,116,134,28,"NB","1+ adult","N",21.95,0.37,0.0836168
"282","14-Sep-99","OK","SGRA",1546,5,43,112,130,26,"NB","1+ adult","N",21.87,0.39,0.1611376
"283","14-Sep-99","OK","SGRA",1548,5,44,89,103,12.5,"NB","1+ adult","N",21.84,0.32,0.172212
"284","14-Sep-99","OK","SGRA",1552,5,45,78,90,9,"NB","0+ adult","N",21.82,0.39,0.0725424
"285","14-Sep-99","OK","SGRA",1555,5,46,115,131,25.5,"NB","1+ adult","N",21.78,0.41,0.11684
"286","14-Sep-99","OK","SGRA",1650,6,47,159,183,61,"NB","2+ adult","N",20.78,0.41,0.1057656
"287","14-Sep-99","OK","SGRA",1650,6,48,106,127,23,"NB","1+ adult","N",20.78,0.49,0.1832864
"288","14-Sep-99","OK","SGRA",1652,6,49,133,153,41,"NB","2+ adult","N",20.74,0.34,0.4047744
"289","14-Sep-99","OK","SGRA",1656,6,50,132,150,43,"NB","2+ adult","N",20.73,0.51,0
"290","14-Sep-99","OK","SGRA",1659,6,51,132,153,40,"NB","2+ adult","N",20.69,0.35,0.1500632
"291","14-Sep-99","OK","SGRA",1703,6,52,144,165,54,"NB","2+ adult","N",20.67,0.4,0.0836168
"292","14-Sep-99","OK","SGRA",1705,6,53,115,135,26,"NB","1+ adult","N",20.63,0.28,0.1832864
"293","14-Sep-99","OK","SGRA",1750,7,54,130,149,42,"NB","2+ adult","N",19.85,0.55,0.0725424
"294","14-Sep-99","OK","SGRA",1755,7,55,138,158,47,"NB","2+ adult","N",19.82,0.49,0.1389888
"295","14-Sep-99","OK","SGRA",1757,7,56,89,105,13,"NB","1+ adult","N",19.82,0.55,0.1943608
"296","14-Sep-99","OK","SGRA",1800,7,57,83,100,12,"NB","1+ adult","N",19.8,0.6,0.1389888
"297","14-Sep-99","OK","SGRA",1803,7,58,95,109,15.5,"NB","1+ adult","N",18.79,0.32,0.0946912
"298","14-Sep-99","OK","SGRA",1803,7,59,96,111,15,"NB","1+ adult","N",18.79,0.41,0.2054352
"299","14-Sep-99","OK","SGRA",1806,7,60,94,108,15,"NB","1+ adult","N",19.78,0.51,0.2718816
"300","14-Sep-99","OK","SGRA",1806,7,61,100,116,17.5,"NB","1+ adult","N",19.78,0.48,0.450088
"301","14-Sep-99","OK","SGRA",1806,7,62,95,109,16.5,"NB","1+ adult","N",19.78,0.21,0.2497328
"302","14-Sep-99","OK","SGRA",1806,7,63,90,103,13.5,"NB","1+ adult","N",19.78,0.36,0.3161792
"303","14-Sep-99","OK","SGRA",915,1,1,90,107,16.5,"NB","1+ adult","N",17.38,0.36,0.3604768
"304","14-Sep-99","OK","SGRA",915,1,2,110,115,19,"NB","1+ adult","N",17.44,0.29,0.3604768
"305","14-Sep-99","OK","SGRA",921,1,3,131,150,44,"NB","2+ adult","N",17.48,0.28,0.5933948
"306","14-Sep-99","OK","SGRA",923,1,4,92,109,16.5,"NB","1+ adult","N",17.51,0.09,0.4269232
"307","14-Sep-99","OK","SGRA",923,1,5,95,111,16,"NB","1+ adult","N",11.51,0.28,0.450088
"308","14-Sep-99","OK","SGRA",928,1,6,90,105,16,"NB","1+ adult","N",17.55,0.2,0.5493004
"309","14-Sep-99","OK","SGRA",930,1,7,85,100,12,"NB","1+ adult","N",17.57,0.45,0.282956
"310","16-Dec-98","OK","SGRA",1049,2,2,134,160,58,"NB","2+ adult","N",10.34,0.58,0.3494024
"311","16-Dec-98","OK","SGRA",1055,2,3,127,150,42,"NB","2+ adult","N",10.37,0.15,0.5493004
"312","16-Dec-98","OK","SGRA",1055,2,4,124,149,43,"NB","2+ adult","N",10.37,0.22,0.3826256
"313","16-Dec-98","OK","SGRA",1153,3,5,126,144,34,"NB","2+ adult","N",10.85,0.27,0.338328
"314","16-Dec-98","OK","SGRA",1155,3,6,138,165,52,"NB","2+ adult","N",10.86,0.2,0.1943608
"315","16-Dec-98","OK","SGRA",1314,4,7,147,174,73.5,"NB","2+ adult","N",11.23,0.14,0.3161792
"316","16-Dec-98","OK","SGRA",1319,4,8,45,56,2,"NB","0+ adult","N",11.35,0.31,0.6374892
"317","16-Dec-98","OK","SGRA",1347,4,9,124,146,39,"NB","2+ adult","N",11.2,0.49,0.3272536
"318","16-Dec-98","OK","SGRA",1418,5,10,124,146,39,"NB","2+ adult","N",11.28,0.39,0.0725424
"319","16-Dec-98","OK","SGRA",1423,5,11,127,149,43,"NB","2+ adult","N",11.16,0.41,0.11684
"320","16-Dec-98","OK","SGRA",939,1,1,31,38,1,"NB","0+ adult","N",9.44,NA,NA
"321","17-Jun-99","OK","SGRA",1000,1,2,152,170,61,"NB","2+ adult","N",16.8,0.35,NA
"322","17-Jun-99","OK","SGRA",1003,1,3,153,173,59,"NB","2+ adult","N",16.73,0.41,0.41
"323","17-Jun-99","OK","SGRA",1005,1,4,149,170,55,"NB","2+ adult","N",16.67,0.37,0.0171704
"324","17-Jun-99","OK","SGRA",1103,2,5,108,128,26,"NB","1+ adult","N",18.84,0.49,0.061468
"325","17-Jun-99","OK","SGRA",1115,2,6,136,162,52.5,"NB","2+ adult","N",18.94,0.5,0.2054352
"326","17-Jun-99","OK","SGRA",1118,2,7,144,169,65.5,"NU","2+ adult","Y",19.02,0.59,0.1500632
"327","17-Jun-99","OK","SGRA",1322,3,8,134,157,51,"BT","2+ adult","Y",22.26,0.62,0.338328
"328","17-Jun-99","OK","SGRA",1324,3,9,129,153,48,"NB","2+ adult","N",22.27,0.22,0
"329","17-Jun-99","OK","SGRA",1327,3,10,155,170,72,"NB","2+ adult","N",22.31,0.81,0.450088
"330","17-Jun-99","PH","SGRA",1344,3,11,129,145,39,"NB","2+ adult","N",22.35,0.38,0.172212
"331","17-Jun-99","PH","SGRA",1350,3,12,123,139,NA,"NB","2+ adult","N",22.38,0.6,1.7288256
"332","17-Jun-99","OK","SGRA",1354,3,13,155,175,62,"NB","2+ adult","N",22.41,0.46,0.1279144
"333","17-Jun-99","PH","SGRA",1530,4,14,159,174,63,"NB","2+ adult","N",22.22,0.42,0.6815836
"334","17-Jun-99","OK","SGRA",1600,5,15,139,156,46,"NB","2+ adult","N",22.19,0.19,0.0282448
"335","17-Jun-99","OK","SGRA",1625,5,16,117,138,32,"NB","1+ adult","N",22.19,0.26,0.6485128
"336","17-Jun-99","FE","SGRA",1637,5,17,126,145,40,"BT","2+ adult","Y",22.09,0.23,0.5162296
"337","17-Jun-99","OK","SGRA",1637,5,19,125,147,38,"NB","2+ adult","N",22.09,0.27,0.172212
"338","17-Jun-99","OK","SGRA",1642,5,18,154,169,67,"NB","2+ adult","N",22.1,0.41,0.1389888
"339","17-Jun-99","OK","SGRA",1744,6,20,134,155,45,"NB","2+ adult","N",20.9,0.36,0
"340","17-Jun-99","OK","SGRA",1750,6,21,132,154,42,"BT","2+ adult","Y",20.81,0.24,0.061468
"341","17-Jun-99","PH","SGRA",1752,6,22,154,170,67,"NB","2+ adult","N",20.8,0.24,0.0836168
"342","17-Jun-99","OK","SGRA",1815,6,25,142,158,44,"NB","2+ adult","N",20.77,0.63,0.0282448
"343","17-Jun-99","PH","SGRA",1820,6,26,145,160,56,"BT","2+ adult","Y",20.76,0.29,0.1500632
"344","17-Jun-99","OK","SGRA",1825,6,23,139,152,43,"BT","2+ adult","Y",20.76,0.28,0.172212
"345","17-Jun-99","OK","SGRA",1830,6,24,145,160,51,"BT","2+ adult","Y",20.62,0.32,0.1500632
"346","17-Jun-99","OK","SGRA",958,1,1,120,132,29,"NB","1+ adult","N",16.85,0.48,0.6595364
"347","12-Mar-99","OK","SGRB",1055,2,9,48,59,1,"NB","0+ adult","N",10.83,0.68,0.11684
"348","12-Mar-99","OK","SGRB",1102,2,10,148,168,62,"NB","2+ adult","N",10.48,0.31,0.0171704
"349","12-Mar-99","OK","SGRB",1102,2,11,139,161,54,"NB","2+ adult","N",10.48,0.55,0.6926072
"350","12-Mar-99","OK","SGRB",1107,2,12,135,154,57,"NB","2+ adult","N",10.55,0.44,0.0836168
"351","12-Mar-99","OK","SGRB",1110,2,13,32,39,0.8,"NB","0+ adult","N",13.01,0.38,0.9351264
"352","12-Mar-99","OK","SGRB",1300,3,14,141,164,64,"NB","2+ adult","N",12.44,0.18,0.8028432
"353","12-Mar-99","OK","SGRB",1300,3,15,150,170,65,"NB","2+ adult","N",12.44,0.7,0.2054352
"354","12-Mar-99","OK","SGRB",1300,3,16,133,156,50,"BT","2+ adult","Y",12.44,0.46,NA
"355","12-Mar-99","PH","SGRB",1320,3,17,60,71,4,"NB","0+ adult","N",12.51,0.3,0.6485128
"356","12-Mar-99","OK","SGRB",1325,3,18,26,33,0.5,"NB","Juvenile","N",12.5,0.36,0.8248904
"357","12-Mar-99","OK","SGRB",1440,4,19,111,128,26,"NB","1+ adult","N",13.14,0.32,0.0503936
"358","12-Mar-99","OK","SGRB",1445,4,20,47,57,2.2,"NB","0+ adult","N",13.09,0.25,0.1943608
"359","12-Mar-99","PH","SGRB",1445,4,21,52,63,2.5,"NB","0+ adult","N",13.09,0.28,0.227584
"360","12-Mar-99","OK","SGRB",1447,4,22,137,154,49,"NB","2+ adult","N",12.94,0.27,0.5162296
"361","12-Mar-99","PH","SGRB",1447,4,23,134,157,65,"NB","2+ adult","N",12.94,0.31,0.1611376
"362","12-Mar-99","OK","SGRB",1447,4,24,138,159,57,"NB","2+ adult","N",12.94,0.42,0.338328
"363","12-Mar-99","OK","SGRB",1447,4,25,122,142,34,"NB","2+ adult","N",12.94,NA,NA
"364","12-Mar-99","OK","SGRB",1450,4,26,49,58,2.2,"NB","0+ adult","N",12.87,NA,NA
"365","12-Mar-99","OK","SGRB",1450,4,27,39,47,1.3,"NB","0+ adult","N",12.87,NA,NA
"366","12-Mar-99","PH","SGRB",1450,4,28,38,46,1,"NB","0+ adult","N",12.87,NA,NA
"367","12-Mar-99","PH","SGRB",1603,5,29,36,44,0.9,"NB","0+ adult","N",12.17,NA,NA
"368","12-Mar-99","OK","SGRB",1630,5,30,56,66,3.75,"NB","0+ adult","N",12.09,NA,NA
"369","12-Mar-99","OK","SGRB",1630,5,31,56,67,4,"NB","0+ adult","N",12.09,NA,NA
"370","12-Mar-99","OK","SGRB",1632,5,32,58,70,3.5,"NB","0+ adult","N",12.1,NA,NA
"371","12-Mar-99","OK","SGRB",1634,5,33,41,50,1.5,"NB","0+ adult","N",12.09,NA,NA
"372","12-Mar-99","OK","SGRB",1636,5,34,42,51,1.75,"NB","0+ adult","N",12.05,NA,NA
"373","12-Mar-99","OK","SGRB",1636,5,35,56,68,3.37,"NB","0+ adult","N",12.05,NA,NA
"374","12-Mar-99","OK","SGRB",915,1,1,79,92,11,"NB","0+ adult","N",8.66,NA,NA
"375","12-Mar-99","PH","SGRB",915,1,2,47,56,2,"NB","0+ adult","N",8.66,NA,NA
"376","12-Mar-99","OK","SGRB",918,1,3,134,154,51,"NB","2+ adult","N",8.66,NA,NA
"377","12-Mar-99","OK","SGRB",925,1,4,35,43,1,"NB","0+ adult","N",8.71,NA,NA
"378","12-Mar-99","OK","SGRB",930,1,5,28,35,0.25,"NB","Juvenile","N",8.75,NA,NA
"379","12-Mar-99","OK","SGRB",935,1,6,132,153,48,"BT","2+ adult","Y",8.77,NA,NA
"380","12-Mar-99","OK","SGRB",935,1,7,146,172,13,"NB","2+ adult","N",8.77,NA,NA
"381","12-Mar-99","OK","SGRB",935,1,8,139,156,55,"NB","2+ adult","N",8.77,NA,NA
"382","15-Dec-99","OK","SGRB",1016,2,17,165,188,89,"NB","2+ adult","N",9.13,NA,NA
"383","15-Dec-99","OK","SGRB",1016,2,18,120,140,34,"NB","1+ adult","N",9.13,NA,NA
"384","15-Dec-99","OK","SGRB",1016,2,19,111,134,30,"NB","1+ adult","N",9.13,NA,NA
"385","15-Dec-99","OK","SGRB",1016,2,20,116,136,32,"NB","1+ adult","N",9.13,NA,NA
"386","15-Dec-99","OK","SGRB",1016,2,21,110,129,27,"NB","1+ adult","N",9.13,NA,NA
"387","15-Dec-99","OK","SGRB",1016,2,22,95,113,19.5,"NB","1+ adult","N",9.13,NA,NA
"388","15-Dec-99","OK","SGRB",1022,2,23,155,177,70,"NB","2+ adult","N",9.13,NA,NA
"389","15-Dec-99","OK","SGRB",1022,2,24,133,155,41,"NB","2+ adult","N",9.13,NA,NA
"390","15-Dec-99","OK","SGRB",1022,2,25,126,150,46,"NB","2+ adult","N",9.13,NA,NA
"391","15-Dec-99","OK","SGRB",1022,2,26,113,132,31,"NB","1+ adult","N",9.13,NA,NA
"392","15-Dec-99","OK","SGRB",1022,2,27,92,111,18,"NB","1+ adult","N",9.13,NA,NA
"393","15-Dec-99","OK","SGRB",1027,2,28,108,124,24,"NB","1+ adult","N",9.19,NA,NA
"394","15-Dec-99","PH/EP","SGRB",1031,2,29,73,86,9,"NB","0+ adult","N",9.26,NA,NA
"395","15-Dec-99","OK","SGRB",1034,2,30,91,110,15,"NB","1+ adult","N",9.04,NA,NA
"396","15-Dec-99","OK","SGRB",1036,2,31,135,156,48,"NB","2+ adult","N",9.18,NA,NA
"397","15-Dec-99","OK","SGRB",1036,2,32,153,181,55,"NB","2+ adult","N",9.18,NA,NA
"398","15-Dec-99","OK","SGRB",1036,2,33,139,162,46.5,"NB","2+ adult","N",9.18,NA,NA
"399","15-Dec-99","OK","SGRB",1036,2,34,152,176,65.5,"NB","2+ adult","N",9.18,NA,NA
"400","15-Dec-99","OK","SGRB",1036,2,35,148,168,63,"NB","2+ adult","N",9.18,NA,NA
"401","15-Dec-99","OK","SGRB",1036,2,36,159,182,59.5,"NB","2+ adult","N",9.18,NA,NA
"402","15-Dec-99","OK","SGRB",1036,2,37,143,170,58.5,"NB","2+ adult","N",9.18,NA,NA
"403","15-Dec-99","OK","SGRB",1036,2,38,139,155,48,"NB","2+ adult","N",9.18,NA,NA
"404","15-Dec-99","OK","SGRB",1036,2,39,150,169,58,"NB","2+ adult","N",9.18,NA,NA
"405","15-Dec-99","OK","SGRB",1036,2,40,120,144,36,"NB","1+ adult","N",9.18,NA,NA
"406","15-Dec-99","OK","SGRB",1036,2,41,88,107,15,"NB","1+ adult","N",9.18,NA,NA
"407","15-Dec-99","OK","SGRB",1036,2,42,92,110,16.5,"NB","1+ adult","N",9.18,NA,NA
"408","15-Dec-99","OK","SGRB",1036,2,43,98,117,19,"NB","1+ adult","N",9.18,NA,NA
"409","15-Dec-99","OK","SGRB",1036,2,44,81,98,12,"NB","1+ adult","N",9.18,NA,NA
"410","15-Dec-99","OK","SGRB",1036,2,45,95,114,17,"NB","1+ adult","N",9.18,NA,NA
"411","15-Dec-99","OK","SGRB",1036,2,46,84,102,13,"NB","1+ adult","N",9.18,NA,NA
"412","15-Dec-99","OK","SGRB",1135,3,47,135,161,44.5,"NB","2+ adult","N",9.78,NA,NA
"413","15-Dec-99","OK","SGRB",1135,3,48,98,117,18.5,"NB","1+ adult","N",9.78,NA,NA
"414","15-Dec-99","OK","SGRB",1144,3,49,87,105,15,"NB","1+ adult","N",10.31,NA,NA
"415","15-Dec-99","OK","SGRB",1145,3,50,80,98,12,"NB","0+ adult","N",9.78,NA,NA
"416","15-Dec-99","OK","SGRB",1145,3,51,86,102,12,"NB","1+ adult","N",9.78,NA,NA
"417","15-Dec-99","OK","SGRB",1145,3,52,79,96,12,"NB","0+ adult","N",9.78,NA,NA
"418","15-Dec-99","OK","SGRB",1145,3,53,88,105,14.5,"NB","1+ adult","N",9.78,NA,NA
"419","15-Dec-99","OK","SGRB",1145,3,54,89,107,15,"NB","1+ adult","N",9.78,NA,NA
"420","15-Dec-99","OK","SGRB",1145,3,55,88,106,14.5,"NB","1+ adult","N",9.78,NA,NA
"421","15-Dec-99","OK","SGRB",1145,3,56,77,94,10.5,"NB","0+ adult","N",9.78,NA,NA
"422","15-Dec-99","OK","SGRB",1145,3,57,76,95,11,"NB","0+ adult","N",9.78,NA,NA
"423","15-Dec-99","OK","SGRB",1145,3,58,76,94,9.5,"NB","0+ adult","N",9.78,NA,NA
"424","15-Dec-99","OK","SGRB",1145,3,59,71,86,9.5,"NB","0+ adult","N",9.78,NA,NA
"425","15-Dec-99","OK","SGRB",1145,3,60,90,109,16,"NB","1+ adult","N",9.78,NA,NA
"426","15-Dec-99","OK","SGRB",1145,3,61,76,91,9.5,"NB","0+ adult","N",9.78,NA,NA
"427","15-Dec-99","OK","SGRB",1145,3,62,77,92,9.5,"NB","0+ adult","N",9.78,NA,NA
"428","15-Dec-99","OK","SGRB",1145,3,63,105,126,15.5,"NB","1+ adult","N",9.78,NA,NA
"429","15-Dec-99","OK","SGRB",1145,3,64,89,105,14.5,"NB","1+ adult","N",9.78,NA,NA
"430","15-Dec-99","OK","SGRB",1150,3,65,70,84,7,"NB","0+ adult","N",9.72,NA,NA
"431","15-Dec-99","OK","SGRB",1150,3,66,71,85,8.5,"NB","0+ adult","N",9.72,NA,NA
"432","15-Dec-99","PH/FE","SGRB",1150,3,67,85,103,12.5,"NB","1+ adult","N",9.72,NA,NA
"433","15-Dec-99","OK","SGRB",1154,3,68,84,102,11.5,"NB","1+ adult","N",10.34,NA,NA
"434","15-Dec-99","PH","SGRB",1157,3,69,89,107,15.5,"NB","1+ adult","N",10.57,NA,NA
"435","15-Dec-99","OK","SGRB",1203,3,70,110,138,35,"NB","1+ adult","N",9.7,NA,NA
"436","15-Dec-99","OK","SGRB",1203,3,71,85,102,12.5,"NB","1+ adult","N",9.7,NA,NA
"437","15-Dec-99","OK","SGRB",1203,3,72,124,150,39.5,"NB","2+ adult","N",9.7,NA,NA
"438","15-Dec-99","OK","SGRB",1203,3,73,129,153,41.5,"NB","2+ adult","N",9.7,NA,NA
"439","15-Dec-99","OK","SGRB",1203,3,74,75,95,11.5,"NB","0+ adult","N",9.7,NA,NA
"440","15-Dec-99","OK","SGRB",1203,3,75,91,109,15,"NB","1+ adult","N",9.7,NA,NA
"441","15-Dec-99","OK","SGRB",1203,3,76,91,110,16,"NB","1+ adult","N",9.7,NA,NA
"442","15-Dec-99","OK","SGRB",1203,3,77,81,100,11.5,"NB","1+ adult","N",9.7,NA,NA
"443","15-Dec-99","OK","SGRB",1203,3,78,76,94,10.5,"NB","0+ adult","N",9.7,NA,NA
"444","15-Dec-99","OK","SGRB",1323,4,79,123,145,36,"NB","2+ adult","N",11.06,NA,NA
"445","15-Dec-99","OK","SGRB",1323,4,80,87,104,15,"NB","1+ adult","N",11.06,NA,NA
"446","15-Dec-99","OK","SGRB",1323,4,81,75,93,11,"NB","0+ adult","N",11.06,NA,NA
"447","15-Dec-99","OK","SGRB",1325,4,82,71,85,8,"NB","0+ adult","N",11.47,NA,NA
"448","15-Dec-99","OK","SGRB",1325,4,83,92,106,15,"NB","1+ adult","N",11.47,NA,NA
"449","15-Dec-99","OK","SGRB",1327,4,84,70,84,6,"NB","0+ adult","N",11.04,NA,NA
"450","15-Dec-99","OK","SGRB",1331,4,85,148,169,58,"NB","2+ adult","N",10.99,NA,NA
"451","15-Dec-99","OK","SGRB",1331,4,86,88,104,16,"NB","1+ adult","N",10.99,NA,NA
"452","15-Dec-99","OK","SGRB",1331,4,87,90,106,15,"NB","1+ adult","N",10.99,NA,NA
"453","15-Dec-99","OK","SGRB",1331,4,88,83,99,15,"NB","1+ adult","N",10.99,NA,NA
"454","15-Dec-99","OK","SGRB",1331,4,89,80,96,12,"NB","0+ adult","N",10.99,NA,NA
"455","15-Dec-99","OK","SGRB",1331,4,90,68,82,7,"NB","0+ adult","N",10.99,NA,NA
"456","15-Dec-99","OK","SGRB",1335,4,91,93,106,15,"NB","1+ adult","N",10.92,NA,NA
"457","15-Dec-99","OK","SGRB",1335,4,92,89,101,13,"NB","1+ adult","N",10.92,NA,NA
"458","15-Dec-99","OK","SGRB",1335,4,93,74,89,10,"NB","0+ adult","N",10.92,NA,NA
"459","15-Dec-99","PH","SGRB",1335,4,94,50,60,2.5,"NB","0+ adult","N",10.92,NA,NA
"460","15-Dec-99","OK","SGRB",1340,4,95,128,148,39,"NB","2+ adult","N",10.96,NA,NA
"461","15-Dec-99","OK","SGRB",1343,4,96,152,171,60,"NB","2+ adult","N",10.94,NA,NA
"462","15-Dec-99","EP","SGRB",1343,4,97,153,170,67,"NB","2+ adult","N",10.94,NA,NA
"463","15-Dec-99","OK","SGRB",1343,4,98,104,118,17,"NB","1+ adult","N",10.94,NA,NA
"464","15-Dec-99","OK","SGRB",1429,5,100,87,105,13,"NB","1+ adult","N",10.99,NA,NA
"465","15-Dec-99","OK","SGRB",1429,5,99,92,104,14,"NB","1+ adult","N",10.99,NA,NA
"466","15-Dec-99","OK","SGRB",1431,5,101,91,110,15,"NB","1+ adult","N",12.75,NA,NA
"467","15-Dec-99","OK","SGRB",1434,5,102,79,95,10,"NB","0+ adult","N",11,NA,NA
"468","15-Dec-99","PH","SGRB",1436,5,103,105,125,23,"NB","1+ adult","N",10.95,NA,NA
"469","15-Dec-99","OK","SGRB",1436,5,104,77,93,10,"NB","0+ adult","N",10.95,NA,NA
"470","15-Dec-99","OK","SGRB",1438,5,105,130,149,38,"NB","2+ adult","N",10.96,NA,NA
"471","15-Dec-99","OK","SGRB",1438,5,106,122,145,33,"NB","2+ adult","N",10.96,NA,NA
"472","15-Dec-99","OK","SGRB",1442,5,107,87,101,12,"NB","1+ adult","N",10.96,NA,NA
"473","15-Dec-99","OK","SGRB",1505,6,108,137,154,40,"NB","2+ adult","N",10.86,NA,NA
"474","15-Dec-99","OK","SGRB",1505,6,109,87,105,13,"NB","1+ adult","N",10.86,NA,NA
"475","15-Dec-99","OK","SGRB",1507,6,110,152,179,56,"NB","2+ adult","N",10.82,NA,NA
"476","15-Dec-99","OK","SGRB",1508,6,111,50,61,3,"NB","0+ adult","N",10.8,NA,NA
"477","15-Dec-99","OK","SGRB",1508,6,112,43,53,2,"NB","0+ adult","N",10.8,NA,NA
"478","15-Dec-99","OK","SGRB",1510,6,113,149,162,56,"NB","2+ adult","N",10.8,NA,NA
"479","15-Dec-99","OK","SGRB",1510,6,114,145,166,54,"NB","2+ adult","N",10.8,NA,NA
"480","15-Dec-99","OK","SGRB",1510,6,115,122,141,32,"NB","2+ adult","N",10.8,NA,NA
"481","15-Dec-99","OK","SGRB",1510,6,116,141,159,44,"NB","2+ adult","N",10.8,NA,NA
"482","15-Dec-99","OK","SGRB",1510,6,117,102,118,20,"NB","1+ adult","N",10.8,NA,NA
"483","15-Dec-99","OK","SGRB",1510,6,118,80,94,10,"NB","0+ adult","N",10.8,NA,NA
