"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",26.2292575836182,26.2292575836182,26.2292575836182,"SAS","Adult","Depth","F57C"
"2",41750.16796875,41750.16796875,41750.16796875,"SAS","Adult","Depth","F57C"
"3",NA,NA,NA,"SAS","Adult","Depth","F57C"
"4",NA,NA,NA,"SAS","Adult","Depth","F57C"
"5",292.023974225501,295.253297333024,2146.89218492797,"SAS","Adult","Depth","F57C"
"6",2111.36580382558,1923.19754276734,6291.18086257889,"SAS","Adult","Depth","F57C"
"7",NA,NA,NA,"SAS","Adult","Depth","F57C"
"8",NA,NA,NA,"SAS","Adult","Depth","F57C"
"9",504.446883520521,498.740835333909,2866.75954186816,"SAS","Adult","Depth","F57C"
"10",1679.90763617163,1554.07869574763,5528.36592671012,"SAS","Adult","Depth","F57C"
"11",NA,NA,NA,"SAS","Adult","Depth","F57C"
"12",NA,NA,NA,"SAS","Adult","Depth","F57C"
