"","water_year","Annual","Seasonal","season","position"
"1",2010,1.98652814248202,2.53587576174563,"non_critical","MC"
"2",2010,1.98652814248202,1.22549019607843,"critcal","MC"
"3",2011,1.20673952641166,1.27151799687011,"non_critical","MC"
"4",2011,1.20673952641166,1.11655773420479,"critcal","MC"
"5",2012,1.49543378995434,2.24056603773585,"non_critical","MC"
"6",2012,1.49543378995434,0.462962962962963,"critcal","MC"
"7",2013,0.833333333333333,0.864779874213837,"non_critical","MC"
"8",2013,0.833333333333333,0.789760348583878,"critcal","MC"
"9",2014,1.0958904109589,1.29716981132075,"non_critical","MC"
"10",2014,1.0958904109589,0.816993464052288,"critcal","MC"
"11",2015,0.967668488160291,1.1150234741784,"non_critical","MC"
"12",2015,0.967668488160291,0.762527233115468,"critcal","MC"
"13",2016,2.34018264840183,3.63600628930818,"non_critical","MC"
"14",2016,2.34018264840183,0.544662309368192,"critcal","MC"
