"","month","water_year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2010,"LOB",28,28,28
"2",1,2010,"MC",0,0,0
"3",1,2010,"ROB",28,28,28
"4",1,2011,"LOB",29,29,29
"5",1,2011,"MC",0,0,0
"6",1,2011,"ROB",29,29,29
"7",1,2012,"LOB",25,25,24
"8",1,2012,"MC",0,0,0
"9",1,2012,"ROB",25,25,25
"10",1,2013,"LOB",31,31,31
"11",1,2013,"MC",0,0,0
"12",1,2013,"ROB",31,31,31
"13",1,2014,"LOB",27,26,26
"14",1,2014,"MC",0,0,0
"15",1,2014,"ROB",27,26,26
"16",1,2015,"LOB",26,26,26
"17",1,2015,"MC",0,0,0
"18",1,2015,"ROB",26,26,26
"19",1,2016,"LOB",18,18,15
"20",1,2016,"MC",0,0,0
"21",1,2016,"ROB",19,18,18
"22",2,2010,"LOB",21,21,21
"23",2,2010,"MC",0,0,0
"24",2,2010,"ROB",21,21,21
"25",2,2011,"LOB",28,28,28
"26",2,2011,"MC",0,0,0
"27",2,2011,"ROB",28,28,28
"28",2,2012,"LOB",26,25,25
"29",2,2012,"MC",0,0,0
"30",2,2012,"ROB",26,26,25
"31",2,2013,"LOB",24,23,23
"32",2,2013,"MC",0,0,0
"33",2,2013,"ROB",24,23,23
"34",2,2014,"LOB",25,24,22
"35",2,2014,"MC",0,0,0
"36",2,2014,"ROB",25,24,24
"37",2,2015,"LOB",27,27,27
"38",2,2015,"MC",0,0,0
"39",2,2015,"ROB",27,27,27
"40",2,2016,"LOB",16,16,16
"41",2,2016,"MC",0,0,0
"42",2,2016,"ROB",16,16,16
"43",3,2010,"LOB",16,16,15
"44",3,2010,"MC",0,0,0
"45",3,2010,"ROB",18,16,15
"46",3,2011,"LOB",26,26,24
"47",3,2011,"MC",0,0,0
"48",3,2011,"ROB",26,26,26
"49",3,2012,"LOB",29,29,29
"50",3,2012,"MC",0,0,0
"51",3,2012,"ROB",29,29,29
"52",3,2013,"LOB",30,29,27
"53",3,2013,"MC",0,0,0
"54",3,2013,"ROB",30,29,28
"55",3,2014,"LOB",28,28,28
"56",3,2014,"MC",0,0,0
"57",3,2014,"ROB",28,28,28
"58",3,2015,"LOB",25,25,25
"59",3,2015,"MC",0,0,0
"60",3,2015,"ROB",27,25,25
"61",3,2016,"LOB",28,28,28
"62",3,2016,"MC",0,0,0
"63",3,2016,"ROB",28,28,28
"64",4,2010,"LOB",30,26,24
"65",4,2010,"MC",0,0,0
"66",4,2010,"ROB",30,27,25
"67",4,2011,"LOB",25,25,23
"68",4,2011,"MC",0,0,0
"69",4,2011,"ROB",25,25,25
"70",4,2012,"LOB",30,30,30
"71",4,2012,"MC",0,0,0
"72",4,2012,"ROB",30,30,30
"73",4,2013,"LOB",28,28,25
"74",4,2013,"MC",0,0,0
"75",4,2013,"ROB",28,28,27
"76",4,2014,"LOB",28,28,28
"77",4,2014,"MC",0,0,0
"78",4,2014,"ROB",28,28,28
"79",4,2015,"LOB",27,27,24
"80",4,2015,"MC",0,0,0
"81",4,2015,"ROB",27,27,26
"82",4,2016,"LOB",29,29,21
"83",4,2016,"MC",0,0,0
"84",4,2016,"ROB",29,29,29
"85",5,2010,"LOB",28,28,27
"86",5,2010,"MC",0,0,0
"87",5,2010,"ROB",28,28,28
"88",5,2011,"LOB",31,31,30
"89",5,2011,"MC",0,0,0
"90",5,2011,"ROB",31,31,30
"91",5,2012,"LOB",29,29,29
"92",5,2012,"MC",0,0,0
"93",5,2012,"ROB",29,29,29
"94",5,2013,"LOB",31,31,26
