"","season","position","water_year","Probability_Threshold","value"
"1","non_critical","MC",2010,"Low",6.72451193058568
"2","critical","MC",2010,"Low",6.72451193058568
"3","non_critical","MC",2011,"Low",3.52914389799636
"4","critical","MC",2011,"Low",3.52914389799636
"5","non_critical","MC",2012,"Low",3.48173515981735
"6","critical","MC",2012,"Low",3.48173515981735
"7","non_critical","MC",2013,"Low",1.90639269406393
"8","critical","MC",2013,"Low",1.90639269406393
"9","non_critical","MC",2014,"Low",3.24200913242009
"10","critical","MC",2014,"Low",3.24200913242009
"11","non_critical","MC",2015,"Low",2.64116575591985
"12","critical","MC",2015,"Low",2.64116575591985
"13","non_critical","MC",2016,"Low",6.44977168949772
"14","critical","MC",2016,"Low",6.44977168949772
"15","non_critical","MC",2010,"Medium",2.23769836739354
"16","critical","MC",2010,"Medium",2.23769836739354
"17","non_critical","MC",2011,"Medium",0.922131147540984
"18","critical","MC",2011,"Medium",0.922131147540984
"19","non_critical","MC",2012,"Medium",0.468036529680365
"20","critical","MC",2012,"Medium",0.468036529680365
"21","non_critical","MC",2013,"Medium",0.479452054794521
"22","critical","MC",2013,"Medium",0.479452054794521
"23","non_critical","MC",2014,"Medium",0.776255707762557
"24","critical","MC",2014,"Medium",0.776255707762557
"25","non_critical","MC",2015,"Medium",0.648907103825137
"26","critical","MC",2015,"Medium",0.648907103825137
"27","non_critical","MC",2016,"Medium",1.86073059360731
"28","critical","MC",2016,"Medium",1.86073059360731
"29","non_critical","MC",2010,"High",1.18735015412718
"30","critical","MC",2010,"High",1.18735015412718
"31","non_critical","MC",2011,"High",0.273224043715847
"32","critical","MC",2011,"High",0.273224043715847
"33","non_critical","MC",2012,"High",0.102739726027397
"34","critical","MC",2012,"High",0.102739726027397
"35","non_critical","MC",2013,"High",0.23972602739726
"36","critical","MC",2013,"High",0.23972602739726
"37","non_critical","MC",2014,"High",0.262557077625571
"38","critical","MC",2014,"High",0.262557077625571
"39","non_critical","MC",2015,"High",0.295992714025501
"40","critical","MC",2015,"High",0.295992714025501
"41","non_critical","MC",2016,"High",0.810502283105023
"42","critical","MC",2016,"High",0.810502283105023
"43","non_critical","MC",2010,"Low.Seasonal",8.82642028700609
"44","critical","MC",2010,"Low.Seasonal",3.81263616557734
"45","non_critical","MC",2011,"Low.Seasonal",3.44287949921753
"46","critical","MC",2011,"Low.Seasonal",3.64923747276688
"47","non_critical","MC",2012,"Low.Seasonal",5.1690251572327
"48","critical","MC",2012,"Low.Seasonal",1.1437908496732
"49","non_critical","MC",2013,"Low.Seasonal",2.18160377358491
"50","critical","MC",2013,"Low.Seasonal",1.52505446623094
"51","non_critical","MC",2014,"Low.Seasonal",4.04874213836478
"52","critical","MC",2014,"Low.Seasonal",2.12418300653595
"53","non_critical","MC",2015,"Low.Seasonal",3.16901408450704
"54","critical","MC",2015,"Low.Seasonal",1.90631808278867
"55","non_critical","MC",2016,"Low.Seasonal",10.4756289308176
"56","critical","MC",2016,"Low.Seasonal",0.871459694989107
"57","non_critical","MC",2010,"Medium.Seasonal",3.24356202083743
"58","critical","MC",2010,"Medium.Seasonal",0.844226579520697
"59","non_critical","MC",2011,"Medium.Seasonal",0.880281690140845
"60","critical","MC",2011,"Medium.Seasonal",0.980392156862745
"61","non_critical","MC",2012,"Medium.Seasonal",0.707547169811321
"62","critical","MC",2012,"Medium.Seasonal",0.136165577342048
"63","non_critical","MC",2013,"Medium.Seasonal",0.609276729559748
"64","critical","MC",2013,"Medium.Seasonal",0.299564270152505
"65","non_critical","MC",2014,"Medium.Seasonal",1.0809748427673
"66","critical","MC",2014,"Medium.Seasonal",0.354030501089325
"67","non_critical","MC",2015,"Medium.Seasonal",0.821596244131455
"68","critical","MC",2015,"Medium.Seasonal",0.408496732026144
"69","non_critical","MC",2016,"Medium.Seasonal",3.20361635220126
"70","critical","MC",2016,"Medium.Seasonal",0
"71","non_critical","MC",2010,"High.Seasonal",1.69058384116375
"72","critical","MC",2010,"High.Seasonal",0.490196078431373
"73","non_critical","MC",2011,"High.Seasonal",0.273865414710485
"74","critical","MC",2011,"High.Seasonal",0.272331154684096
"75","non_critical","MC",2012,"High.Seasonal",0.137578616352201
"76","critical","MC",2012,"High.Seasonal",0.0544662309368192
"77","non_critical","MC",2013,"High.Seasonal",0.294811320754717
"78","critical","MC",2013,"High.Seasonal",0.163398692810458
"79","non_critical","MC",2014,"High.Seasonal",0.412735849056604
"80","critical","MC",2014,"High.Seasonal",0.0544662309368192
"81","non_critical","MC",2015,"High.Seasonal",0.391236306729264
"82","critical","MC",2015,"High.Seasonal",0.163398692810458
"83","non_critical","MC",2016,"High.Seasonal",1.39544025157233
"84","critical","MC",2016,"High.Seasonal",0
