"","water_year","Annual","Seasonal","season","position"
"1",2010,90.6153670510332,91.6453705523884,"non_critical","MC"
"2",2010,90.6153670510332,89.1884531590414,"critcal","MC"
"3",2011,97.2222222222222,97.7308294209703,"non_critical","MC"
"4",2011,97.2222222222222,96.5141612200436,"critcal","MC"
"5",2012,97.3972602739726,96.0691823899371,"non_critical","MC"
"6",2012,97.3972602739726,99.2374727668845,"critcal","MC"
"7",2013,98.8013698630137,98.4866352201258,"non_critical","MC"
"8",2013,98.8013698630137,99.2374727668845,"critcal","MC"
"9",2014,97.3972602739726,96.4426100628931,"non_critical","MC"
"10",2014,97.3972602739726,98.7200435729847,"critcal","MC"
"11",2015,97.2108378870674,96.2050078247261,"non_critical","MC"
"12",2015,97.2108378870674,98.6111111111111,"critcal","MC"
"13",2016,95.7077625570776,93.062106918239,"non_critical","MC"
"14",2016,95.7077625570776,99.3736383442266,"critcal","MC"
