"","month","water_year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2010,"LOB",27,27,13
"2",1,2010,"MC",27,0,0
"3",1,2010,"ROB",27,27,13
"4",1,2011,"LOB",29,28,5
"5",1,2011,"MC",29,3,0
"6",1,2011,"ROB",29,28,5
"7",1,2012,"LOB",27,27,26
"8",1,2012,"MC",24,0,0
"9",1,2012,"ROB",27,27,26
"10",1,2013,"LOB",31,31,13
"11",1,2013,"MC",31,3,0
"12",1,2013,"ROB",31,31,13
"13",1,2014,"LOB",28,27,21
"14",1,2014,"MC",26,0,0
"15",1,2014,"ROB",28,27,21
"16",1,2015,"LOB",26,26,0
"17",1,2015,"MC",23,22,0
"18",1,2015,"ROB",26,26,0
"19",1,2016,"LOB",19,18,9
"20",1,2016,"MC",18,0,0
"21",1,2016,"ROB",19,18,9
"22",2,2010,"LOB",22,19,17
"23",2,2010,"MC",19,1,0
"24",2,2010,"ROB",22,19,17
"25",2,2011,"LOB",29,28,12
"26",2,2011,"MC",26,1,0
"27",2,2011,"ROB",29,28,12
"28",2,2012,"LOB",26,26,26
"29",2,2012,"MC",24,0,0
"30",2,2012,"ROB",26,26,26
"31",2,2013,"LOB",24,24,21
"32",2,2013,"MC",23,0,0
"33",2,2013,"ROB",24,24,21
"34",2,2014,"LOB",27,26,0
"35",2,2014,"MC",23,15,0
"36",2,2014,"ROB",27,26,0
"37",2,2015,"LOB",27,27,0
"38",2,2015,"MC",27,26,0
"39",2,2015,"ROB",27,27,0
"40",2,2016,"LOB",17,16,16
"41",2,2016,"MC",10,0,0
"42",2,2016,"ROB",17,16,16
"43",3,2010,"LOB",22,16,15
"44",3,2010,"MC",15,0,0
"45",3,2010,"ROB",22,16,15
"46",3,2011,"LOB",27,24,11
"47",3,2011,"MC",26,1,0
"48",3,2011,"ROB",27,24,11
"49",3,2012,"LOB",29,29,27
"50",3,2012,"MC",28,0,0
"51",3,2012,"ROB",29,29,27
"52",3,2013,"LOB",30,30,2
"53",3,2013,"MC",28,21,0
"54",3,2013,"ROB",30,30,2
"55",3,2014,"LOB",28,28,2
"56",3,2014,"MC",28,11,0
"57",3,2014,"ROB",28,28,2
"58",3,2015,"LOB",28,28,1
"59",3,2015,"MC",24,14,0
"60",3,2015,"ROB",28,28,1
"61",3,2016,"LOB",30,30,22
"62",3,2016,"MC",11,5,0
"63",3,2016,"ROB",30,30,22
"64",4,2010,"LOB",29,28,21
"65",4,2010,"MC",19,3,0
"66",4,2010,"ROB",29,28,21
"67",4,2011,"LOB",23,23,9
"68",4,2011,"MC",22,1,0
"69",4,2011,"ROB",23,23,9
"70",4,2012,"LOB",30,30,30
"71",4,2012,"MC",30,0,0
"72",4,2012,"ROB",30,30,30
"73",4,2013,"LOB",29,28,8
"74",4,2013,"MC",28,6,0
"75",4,2013,"ROB",29,28,8
"76",4,2014,"LOB",29,29,0
"77",4,2014,"MC",29,25,0
"78",4,2014,"ROB",29,29,0
"79",4,2015,"LOB",28,27,0
"80",4,2015,"MC",25,20,0
"81",4,2015,"ROB",28,27,0
"82",4,2016,"LOB",29,29,0
"83",4,2016,"MC",29,25,0
"84",4,2016,"ROB",29,29,0
"85",5,2010,"LOB",27,27,0
"86",5,2010,"MC",27,21,0
"87",5,2010,"ROB",27,27,0
"88",5,2011,"LOB",31,31,1
"89",5,2011,"MC",31,26,0
"90",5,2011,"ROB",31,31,1
"91",5,2012,"LOB",29,29,25
"92",5,2012,"MC",29,0,0
"93",5,2012,"ROB",29,29,25
"94",5,2013,"LOB",31,31,1
"95",5,2013,"MC",31,15,0
"96",5,2013,"ROB",31,31,1
"97",5,2014,"LOB",30,30,0
"98",5,2014,"MC",29,24,0
"99",5,2014,"ROB",30,30,0
"100",5,2015,"LOB",30,30,0
"101",5,2015,"MC",29,26,0
"102",5,2015,"ROB",30,30,0
"103",5,2016,"LOB",30,30,0
"104",5,2016,"MC",30,26,0
"105",5,2016,"ROB",30,30,0
"106",6,2010,"LOB",30,30,2
"107",6,2010,"MC",30,15,0
"108",6,2010,"ROB",30,30,2
"109",6,2011,"LOB",30,30,0
"110",6,2011,"MC",30,19,0
"111",6,2011,"ROB",30,30,0
"112",6,2012,"LOB",30,30,30
"113",6,2012,"MC",30,0,0
"114",6,2012,"ROB",30,30,30
"115",6,2013,"LOB",30,30,7
"116",6,2013,"MC",30,0,0
"117",6,2013,"ROB",30,30,7
"118",6,2014,"LOB",30,30,0
"119",6,2014,"MC",30,28,0
"120",6,2014,"ROB",30,30,0
"121",6,2015,"LOB",30,30,0
"122",6,2015,"MC",30,26,0
"123",6,2015,"ROB",30,30,0
"124",6,2016,"LOB",30,30,0
"125",6,2016,"MC",30,22,0
"126",6,2016,"ROB",30,30,0
"127",7,2010,"LOB",31,31,0
"128",7,2010,"MC",31,21,0
"129",7,2010,"ROB",31,31,0
"130",7,2011,"LOB",31,31,4
"131",7,2011,"MC",31,15,0
"132",7,2011,"ROB",31,31,4
"133",7,2012,"LOB",31,31,24
"134",7,2012,"MC",30,2,0
"135",7,2012,"ROB",31,31,24
"136",7,2013,"LOB",31,31,0
"137",7,2013,"MC",31,21,0
"138",7,2013,"ROB",31,31,0
"139",7,2014,"LOB",31,31,0
"140",7,2014,"MC",29,23,0
"141",7,2014,"ROB",31,31,0
"142",7,2015,"LOB",31,31,0
"143",7,2015,"MC",31,28,0
"144",7,2015,"ROB",31,31,0
"145",7,2016,"LOB",31,31,0
"146",7,2016,"MC",31,16,0
"147",7,2016,"ROB",31,31,0
"148",8,2010,"LOB",31,31,0
"149",8,2010,"MC",31,29,0
"150",8,2010,"ROB",31,31,0
"151",8,2011,"LOB",31,31,1
"152",8,2011,"MC",31,8,0
"153",8,2011,"ROB",31,31,1
"154",8,2012,"LOB",31,31,31
"155",8,2012,"MC",31,0,0
"156",8,2012,"ROB",31,31,31
"157",8,2013,"LOB",31,31,0
"158",8,2013,"MC",31,22,0
"159",8,2013,"ROB",31,31,0
"160",8,2014,"LOB",31,31,0
"161",8,2014,"MC",31,31,0
"162",8,2014,"ROB",31,31,0
"163",8,2015,"LOB",31,31,0
"164",8,2015,"MC",31,22,0
"165",8,2015,"ROB",31,31,0
"166",8,2016,"LOB",31,31,0
"167",8,2016,"MC",31,1,0
"168",8,2016,"ROB",31,31,0
"169",9,2010,"LOB",30,30,6
"170",9,2010,"MC",30,14,0
"171",9,2010,"ROB",30,30,6
"172",9,2011,"LOB",30,30,0
